Session,Type,Title,Speaker,Institute,Country,Abstract,Raw_Speaker_Data
Poster Session,poster,Detector R&D of the Forward Calorimeter with PAD readout for the ALICE upgrade,"Hirano, Masahiro",University of Tsukuba (JP),UK,"FoCal is a proposed upgrade project for the ALICE experiment at LHC to
study the initial state of the high-energy heavy-ion collisions. FoCal com-
prises two calorimeters: an electro-magnetic calorimeter (FoCal-E) to mea-
sure the direct photons is complemented by a hadron calorimeter (FoCal-
H) to improve isolation and jet measurements. FoCal-E consists of low-
granularity silicon-pad (PAD) modules and high-granularity silicon-pixel (Monolithic Active Pixel Sensors: MAPS) modules, and has been designed as a Si+W sampling calorimeter.
In the current design, the FoCal-E structure consists of four PAD modules
and two MAPS modules. The main purpose of the MAPS modules is the
precise location of the position of the shower and the two-shower separation,
while the PAD modules are essential for a good measurement of the shower
energy. One PAD module has four layers each consisting of a tungsten tile
and an 8x8 silicon photodiode(of size 11.3x11.3 mm2) array, respectively.
The summed signal of four photodiode cells in same lateral position is read
out via a summing board and APV25 hybrid chips.
In this presentation, we show the detector performance of FoCal-E PAD sys-
tem, which has been evaluated in two test beam experiment at CERN PS
and SPS test beam lines in September and November in 2014, respectively.
Energy resolution, linearity in energy, and position resolution have been mea-
sured at these beam tests.
We also present an outlook and the current status of faster readout system
for the FoCal-E PAD using the SRS and VMM chips.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Masahiro', 'last_name': 'Hirano', 'fullName': 'Hirano, Masahiro', 'id': '932603', 'affiliation': 'University of Tsukuba (JP)', 'emailHash': '581fe696ce64db0d3d93d77223250644', 'db_id': 932603, 'person_id': 998400}"
Collective Dynamics II,parallel,Anisotropic hydrodynamics for conformal Gubser flow,"Strickland, Michael",Kent State University,Unknown,"We derive the equations of motion for a system undergoing boost-invariant longitudinal and azimuthally-symmetric transverse ""Gubser flow"" using leading-order anisotropic hydrodynamics. This is accomplished by assuming that the one-particle distribution function is ellipsoidally-symmetric in the momenta conjugate to the de Sitter coordinates used to parameterize the Gubser flow. We then demonstrate that the SO(3)_q symmetry in de Sitter space further constrains the anisotropy tensor to be of spheroidal form. The resulting system of two coupled ordinary differential equations for the de Sitter-space momentum scale and anisotropy parameter are solved numerically and compared to a recently obtained exact solution of the relaxation-time-approximation Boltzmann equation subject to the same flow. We show that anisotropic hydrodynamics describes the spatio-temporal evolution of the system better than all currently known dissipative hydrodynamics approaches. In addition, we prove that anisotropic hydrodynamics gives the exact solution of the relaxation-time approximation Boltzmann equation in the ideal, eta/s -> 0, and free-streaming, eta/s -> infinity, limits.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Michael', 'last_name': 'Strickland', 'fullName': 'Strickland, Michael', 'id': '933070', 'affiliation': 'Kent State University', 'emailHash': '115cd550a1295459b4ffe5c86a279a76', 'db_id': 933070, 'person_id': 998527}"
Student Day,other,Theory Overview,"Schenke, Bjoern",Brookhaven National Lab,USA,"I will discuss the basic theory and phenomenology used to describe the physics of heavy ion collisions. This includes the color glass condensate and glasma, viscous fluid dynamics, perturbative methods to describe hard probes and jets, and various aspects of the theory of electromagnetic probes and heavy quarks. This overview cannot be comprehensive but is aimed at introducing the basic concepts.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Bjoern', 'last_name': 'Schenke', 'fullName': 'Schenke, Bjoern', 'id': '933743', 'affiliation': 'Brookhaven National Lab', 'emailHash': '4a88eb902ae580760430eaf0464746cf', 'db_id': 933743, 'person_id': 998492}"
Poster Session,poster,Measurement of the Distance of Closest Approach of electrons from heavy flavor hadron decays at PHENIX,"Asano, Hidemitsu",Kyoto University/RIKEN,Unknown,"The production of heavy quarks (charm and bottom) is a good tool for investigating the hot and dense partonic medium created in RHIC.  Due to their large masses, the production process of heavy quarks is essentially restricted to primordial nucleon-nucleon collisions. Thus, heavy quarks are clean probes to study the hot and dense matter because they carry information about the entire time-evolution of the medium.
The Silicon Vertex Tracker (VTX) was installed in the RHIC-PHENIX detector in year 2011.
The VTX was designed to give precise tracking reconstructions of the distance of closest approach (DCA) to the collision vertex in order to distinguish prompt particles from in-flight decays. In this way, we will be able to statistically separate electrons from semi-leptonic decay of heavy flavor hadrons. In order to extract the heavy flavor contributions from DCA     distribution, understanding of background and its subtraction from the DCA distribution play crucial roles. This poster will present detailed analysis of background in the DCA distribution of electrons measured in Au+Au collision at $\sqrt{s_{NN}}=200$ GeV.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Hidemitsu', 'last_name': 'Asano', 'fullName': 'Asano, Hidemitsu', 'id': '932752', 'affiliation': 'Kyoto University/RIKEN', 'emailHash': '7abbf248574bd66a977d55ca75b62652', 'db_id': 932752, 'person_id': 998539}"
Poster Session,poster,Collective flow in high-multiplicity proton-proton collisions,"Kalaydzhyan, Tigran",Stony Brook University,USA,"We present an evidence of strong radial flow in high-multiplicity pp collisions. We analyze the CMS data on the inclusive spectra of the charged pions, kaons and protons in the LHC $\sqrt{s} =$ 7 TeV collisions. For $\langle N_{tracks}\rangle \ge 75$ we demonstrate the consistency of the hydrodynamic description with the (idealized) Gubser flow. Using a one parameter fit of the model to experimental data, we obtain the initial fireball size to be of the order of 1 fm. At smaller multiplicities, the fit cannot be performed which shows a limitation of the hydrodynamic approach and provides us with falsifiability of our theory.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Tigran', 'last_name': 'Kalaydzhyan', 'fullName': 'Kalaydzhyan, Tigran', 'id': '932593', 'affiliation': 'Stony Brook University', 'emailHash': '0a5347a8c15e19dfcc79245228a5ce32', 'db_id': 932593, 'person_id': 998390}"
Poster Session,poster,Eta meson production of high-energy nuclear collisions at NLO,"Zhang, Ben-Wei",Central China Normal University,Unknown,"The transverse momentum spectrum of $\eta$ meson in relativistic heavy-ion collisions is studied at the next-to-leading-order (NLO) within the perturbative QCD, where the jet quenching effect in the QGP is incorporated with the effective medium-modified $\eta$ fragmentation functions using the higher-twist approach. We show that the theoretical simulations could give nice descriptions of PHENIX data on $\eta$ meson in both $\rm p+p$ and central $\rm Au+Au$ at the RHIC, and also provide numerical predictions of $\eta$ spectra in central $\rm Pb+Pb$ collisions with $\sqrt{s_{NN}}=2.76$~TeV at the LHC.  The ratios of $\eta/\pi^0$ in $\rm p+p$ and in central $\rm Au+Au$ collisions at $200$~GeV are found to overlap in a wide $p_T$ region, which matches well the measured ratio $\eta / \pi^0$ by PHENIX. We demonstrate that, at the asymptotic region when $p_{T} \rightarrow \infty$ the ratios of $\eta/\pi^{0}$ in both $\rm Au+Au$ and $\rm p+p$ are almost determined only by quark jets fragmentation and thus approach to the one in $e^{+} e^{-}$ scattering; in addition, the almost identical gluon (quark) contribution fractions to $\eta$ and to $\pi$ result in a rather moderate variation of $\eta/\pi^{0}$ distribution at intermediate and high $p_T$ region in $\rm A+A$ relative to that in $\rm p+p$; while a slight higher $\eta/\pi^{0}$ at small $p_T$ in $\rm Au+Au$ can be observed due to larger suppression of gluon contribution fraction to $\pi^{0}$ as compared to the one to $\eta$. The theoretical prediction for $\eta / \pi^0$ at the LHC has also been presented.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Ben-Wei', 'last_name': 'Zhang', 'fullName': 'Zhang, Ben-Wei', 'id': '932792', 'affiliation': 'Central China Normal University', 'emailHash': '59b4627ddd187eddf378723ed5d35120', 'db_id': 932792, 'person_id': 998575}"
Student Day,other,QCD in heavy ion collisions,"Fukushima, Kenji",The University of Tokyo,Unknown,"I will make an overview of the theoretical side of the beam-energy scan program
in the context of the QCD phase diagram.  I will clarify what is established about
hot and dense matter of QCD (especially about the chemical-freezeout curve)
and what still awaits further investigations including the modern lattice-QCD
simulations.  I also briefly mention on the initial dynamics of the heavy-ion
collision and the theoretical foundation and some ongoing experimental efforts to
see chiral-anomaly related phenomena.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Kenji', 'last_name': 'Fukushima', 'fullName': 'Fukushima, Kenji', 'id': '933746', 'affiliation': 'The University of Tokyo', 'emailHash': 'bc65164eacbcd969f2958266a92bc286', 'db_id': 933746, 'person_id': 999124}"
Poster Session,poster,Influence of quantum conservation laws on particle production in hadron collisions,"Janik, Malgorzata Anna",Warsaw University of Technology (PL),Poland,"Conservation laws strongly influence particle production. Effects connected to this mechanism were studied in details using correlation techniques in $e^+e^-$ collisions. At the time models were tuned to correctly reproduce measured data [1]. Similar studies for hadron-hadron collisions have never been performed, until recent ALICE measurement [2]. ALICE reported on studies of untriggered two-particle angular correlations of identified particles ($\pi$, K, and p) measured in pp collisions at center-of-mass energy of $\sqrt{s} =$ 7 TeV. The ALICE results confirm that also in hadron-hadron collisions conservation laws strongly influence the shape of the correlation functions for different particle types and must be taken into account while analysing the data. Moreover, now, when ALICE results are available, it can be observed that the contemporary models (Pythia, Phojet) no longer reproduce the data well. It should be noted, that also in heavy-ion collisions conservation laws (i.e. local charge conservation) provide crucial elements that are needed to describe experimental data [3]. 

In the talk we would like to present a brief history of experimental measurements of correlations induced by conservation laws, also including the newest Preliminary results from ALICE. We explain interesting structures observed in ALICE LHC data employing a dedicated model, called CALM (ConservAtion Laws Model). CALM is a model developed to study analytically the influence of the conservation laws on the shape of the $\Delta\eta\Delta\phi$ correlation functions. With this model we demonstrate that local conservation of charge, strangeness, and baryon number in hadron production mechanism is essential for description of experimental data.


[1] H. Aihara et al., (TPC/Two Gamma Collab.), Phys.Rev.Lett. 57, p. 3140, 1986.

[2] L. Graczykowski and M. Janik (for ALICE Collab.), Nucl.Phys. A926, pp. 205–212, 2014.

[3] P. Bozek, W. Broniowski, Phys.Rev.Lett. 109, p. 062301, 2012.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Malgorzata Anna', 'last_name': 'Janik', 'fullName': 'Janik, Malgorzata Anna', 'id': '932585', 'affiliation': 'Warsaw University of Technology (PL)', 'emailHash': '586d99fbc98e13e2684c8493a82bca60', 'db_id': 932585, 'person_id': 998382}"
Poster Session,poster,Event-by-Event Identified Particle Ratio Fluctuations in Pb-Pb Collisions with ALICE using the Identity Method,"Arslandok, Mesut",Johann-Wolfgang-Goethe Univ. (DE),Germany,"The study of event-by-event fluctuations of identified hadrons may reveal the degrees of freedom of the strongly interacting matter created in heavy-ion collisions and reflect the underlying dynamics of the system. The observable $\nu_{dyn}$ , which is given in terms of the moments of identified-particle multiplicity distributions, is used to quantify the magnitude of the dynamical fluctuations in event-by- event measurements of given particle ratios. The ALICE detector at the LHC is well suited for the study of $\nu_{dyn}$, due to its excellent particle identification capabilities.
Particle identification that is based on the measurement of the specific ionisation energy loss dE/dx works well on a statistical basis, but suffers from ambiguities when applied on the event-by- event level. A novel experimental technique called the ""Identity Method"" was recently proposed to overcome such limitations. The method follows a probabilistic approach using the inclusive dE/dx distributions measured in the ALICE TPC, and determines the moments of the multiplicity distributions by an unfolding procedure. In this contribution, an analysis of identified particle ratio fluctuations that applies the Identity Method to Pb-Pb data from ALICE will be presented.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Mesut', 'last_name': 'Arslandok', 'fullName': 'Arslandok, Mesut', 'id': '932935', 'affiliation': 'Johann-Wolfgang-Goethe Univ. (DE)', 'emailHash': 'e818146389c2856728cfbb00d80587b9', 'db_id': 932935, 'person_id': 998698}"
Poster Session,poster,Measurement of low-mass dielectrons in p-Pb collisions with ALICE,"Broker, Theo Alexander",Johann-Wolfgang-Goethe Univ. (DE),Germany,"Low-mass dielectrons are an important probe for the hot and dense medium which is created in ultrarelativistic heavy-ion collisions. Since leptons do not interact strongly, they carry information from all collision stages with negligible final state interaction. While pp collisions provide a reference measurement for a medium-free environment, the impact of cold nuclear matter effects on the dielectron production can be estimated from p-Pb collisions. Moreover, the measurement of low-mass dileptons has a high sensitivity to the production of charmed mesons at low $p_{T}$ via their decay into correlated $e^{+}e^{-}$ pairs.

In this poster the results of the dielectron measurements at mid-rapidity in minimum bias p-Pb collisions at $\sqrt{s} =5.02$ TeV with the ALICE detector will be presented. The dielectron invariant mass and transverse momentum distributions will be compared to expectations from light hadrons and semi-leptonic charm decays.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Theo Alexander', 'last_name': 'Broker', 'fullName': 'Broker, Theo Alexander', 'id': '933198', 'affiliation': 'Johann-Wolfgang-Goethe Univ. (DE)', 'emailHash': '674cce2ba999c4f0cec6f4b5ce63e7c1', 'db_id': 933198, 'person_id': 998897}"
Poster Session,poster,QGP properties from azimuthal-angular dependence of charged-pion interferometry,"Nonaka, Chiho",Nagoya University,Unknown,"Recently the results of HBT measurements of charged pions with respect to the second and third order event plane are presented by PHENIX [1]. They extract $\epsilon_2$ and $\epsilon_3$ from the HBT measurements which contain information about not only the source shape at freezeout but also the space-time evolution of QGP matter.  They show the relation between initial $\epsilon_{2, 3}$ which are obtained from a Glauber model and final $\epsilon_{2,3}$ which are extracted from the HBT radii. They find that the final $\epsilon_2$ from the HBT radii is finite and smaller than the initial $\epsilon_2$. On the other hand, the final $\epsilon_3$ is significantly reduced and potential reversed by the end in spite of existence of finite initial $\epsilon_3$. The interesting different response of $\epsilon_2$ and $\epsilon_3$  during space-time evolution gives us a clue to understand the detailed QGP properties. 

For analyses of such high statistics experimental results, we develop a state of the art numerical scheme of causal viscous hydrodynamics for relativistic heavy ion collisions, which has a shock-wave capturing scheme and less numerical dissipation [2]. Furthermore, using the hydrodynamic algorithm, we construct a hybrid model of hydrodynamic model plus UrQMD to include the realistic freezeout processes.  Using the model we investigate the time evolution of spatial anisotropies $\epsilon_n$. We find that the sign of $\epsilon_3$ changes from positive to negative during the space-time evolution, which suggests a solution of the vanishing final $\epsilon_3$ from the HBT radii by PHENIX. From detailed analyses,  we discuss the initial conditions of hydrodynamic model and the detailed QGP properties such as transport coefficients.  

[1] A.Adare et al. [PHENIX collaboration], Phys. Rev. Lett. 222301 (2014). 
[2] Y. Akamatsu, S. Inutsuka, C. Nonaka, M. Takamoto, J. Comp. Phys. (2014), pp. 34-54; K.Okamoto, Y.Akamatsu, C.Nonaka, in preparation.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Chiho', 'last_name': 'Nonaka', 'fullName': 'Nonaka, Chiho', 'id': '932607', 'affiliation': 'Nagoya University', 'emailHash': 'fc355eb064b8b8f97137ef98a01e52ca', 'db_id': 932607, 'person_id': 998404}"
Open Heavy Flavors and Strangeness I,parallel,Violation of mass ordering for multi-strange hadrons at RHIC and LHC,"Takeuchi, Shiori",Sophia Univ,Unknown,"We study effects of hadronic rescattering on final observables for
multi-strange hadrons in high-energy nuclear collisions within an
integrated dynamical model. We simulate the whole collision process on
an event-by-event basis by using a fully (3+1)-dimensional ideal
hydrodynamic description for the quark gluon plasma (QGP) and a
subsequent kinetic transport description for the hadron resonance gas.

The QGP created in a collision expands, cools down and then turns into
hadron gas. In the last stage of the collisions, hadrons continue to
scatter with each other. Therefore observed hadron spectra are, in
general, contaminated by the hadronic rescatterings. In order to probe
the QGP more directly, multi-strange hadrons, in particular $\phi$-meson
and $\Omega$-baryon, can be utilized since multi-strange hadrons have
small scattering cross-sections and less scatter with non-strange
hadrons. Thus final observables of $\phi$-mesons and $\Omega$-baryons
are expected to reflect the properties of the system just after
hadronization.

Some years ago, violation of mass ordering in $v_2(p_{\rm T})$ was
predicted by using a hydro + cascade hybrid model and thereafter
observed by the STAR collaboration. Following this work, we scrutinize
multi-strange hadron spectra at both RHIC and LHC energies by using a
more sophisticated integrated dynamical model towards comprehensive
understanding of this phenomenon. In addition to $v_2(p_{\rm T})$, we
investigate the hadronic rescattering effects on mean transverse momenta
($\langle p_{\rm T} \rangle$) and $p_{\rm T}$-averaged $v_2$ of hadrons
including heavier multi-strange hadrons such as $\Xi$- and
$\Omega$-baryons. We also discuss the collision energy dependence of the
hadronic rescattering effects on the violation of mass ordering behavior
and show that multi-strange hadrons can be used as “penetrating probes”
of the QGP.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Shiori', 'last_name': 'Takeuchi', 'fullName': 'Takeuchi, Shiori', 'id': '932712', 'affiliation': 'Sophia Univ', 'emailHash': 'f485168345919cb613b69ee40e8eb102', 'db_id': 932712, 'person_id': 998503}"
Poster Session,poster,Future prospects for heavy ion physics with LHCb,"Vecchi, Stefania",INFN Ferrara,Unknown,"After the successful participation of LHCb in the 2013 lead-proton
run, the experiment is planning to further expand its scope toward
heavy ion physics. Simulation studies show that up to semi-central
lead-lead collisions can be analyzed. Furthermore, the SMOG system for
the injection of small amounts of gas into the LHCb collision area,
which was developed for luminosity calibration by beam-gas imaging,
allows fixed target physics with proton and lead beams. The physics
reach of the experiment as well as first results from exploratory
studies with fixed target interactions will be discussed.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Stefania', 'last_name': 'Vecchi', 'fullName': 'Vecchi, Stefania', 'id': '933082', 'affiliation': 'INFN Ferrara', 'emailHash': '8c4247a021936eff7c8c511f51b965fd', 'db_id': 933082, 'person_id': 998815}"
QGP in Small Systems I,parallel,Flow in small systems from parton scatterings,"Ma, Guo-Liang","Shanghai INstitute of Applied Physics (SINAP), CAS",Unknown,"We show that the incoherent elastic scattering of partons, as present in a multi-phase transport model (AMPT), with a modest parton-parton cross-section of $\sigma$=1.5-3 mb, naturally explains the long-range two-particle azimuthal correlations as observed in p+p and p+Pb collisions for all measured $N_{track}$ and $p_T$ bins by the LHC-CMS experiment [1]. We calculate the elliptic, $v_2$, and triangular, $v_3$, Fourier coefficients of the two-particle azimuthal correlation function in p+Pb and peripheral Pb+Pb collisions. Our results for $v_3$ are in a good agreement with the CMS data. The $v_2$ coefficient is very well described in p+Pb collisions and is underestimated for higher $p_T$ in Pb+Pb collisions. The characteristic mass ordering of $v_2$ in p+Pb is also reproduced whereas for $v_3$ such ordering is not observed [2]. An escape mechanism has been proposed recently to explain these successful model results [3]. We investigate this issue in detail and show that collisions between active partons are directly responsible for generating the final $v_n$.

References:

 1. Guo-Liang Ma and Adam Bzdak, Phys. Lett. B 739, 209 (2014) [arXiv:1404.4129]. 
 2. Adam Bzdak and Guo-Liang Ma, Phys. Rev. Lett. 113, 252301 (2014) [arXiv:1406.2804].
 3. Liang He, Terrence Edmonds, Zi-Wei Lin, Feng Liu, Denes Molnar, Fuqiang Wang, arXiv:1502.05572.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Guo-Liang', 'last_name': 'Ma', 'fullName': 'Ma, Guo-Liang', 'id': '933369', 'affiliation': 'Shanghai INstitute of Applied Physics (SINAP), CAS', 'emailHash': '1e9052694b3d3d85cac39e76bccd789e', 'db_id': 933369, 'person_id': 999010}"
Poster Session,poster,Inclusive charged hadron production in lead-lead collisions with the ATLAS detector,Unknown,Unknown,Unknown,"The ATLAS experiment at the Large Hadron Collider measures charged hadron spectra obtained in 2010 and 2011 lead-lead LHC data taking periods with total integrated statistics of 0.15/nb. The results are compared to the pp spectra of charged hadrons at the same centre-of-mass energy, accumulated by ATLAS in 2013 with the integrated luminosity of 4/pb. This allows for a detailed comparison of the two collision systems in a wide transverse momentum (0.5<pT<150GeV) and pseudorapidity (|η|<2) ranges in different centrality intervals of Pb+Pb collision. The nuclear modification factors RAA and RCP are presented as a function of centrality, pT and η. They show a distinct pT-dependence with a pronounced minimum at about 7 GeV. Above 60 GeV, RAA is consistent with a flat, centrality-dependent, value within the uncertainties. The value is 0.55±0.01(stat.)±0.04(syst.) in the most central collisions. The RAA is observed to be independent of pseudorapidity over the whole transverse momentum range in all centrality classes.",
Jets and High pT Hadrons IV,parallel,Semi-inclusive charged jet measurements in Au+Au collisions at \sqrt{s_{NN}} = 200 GeV with STAR,"Jacobs, Peter Martin",Lawrence Berkeley National Lab. (US),USA,"In this talk we report measurements by the STAR collaboration
of the semi-inclusive yield and azimuthal distribution of
reconstructed charged jets recoiling from a high p_{T} hadron
trigger, in central and peripheral Au+Au collisions at \sqrt{s_{NN}} = 200 GeV. Corrections
for the large underlying background to jet observables in
heavy-ion collisions are carried out on an ensemble-averaged
basis using a novel event-mixing technique, without imposition of a
fragmentation bias on the reported jet population. Charged recoil jets
with a transverse momentum up to 34 GeV/c are reported without a
low-p_{T} cutoff, for jet radii up to R=0.5. We compare the
measurements to theoretical calculations  and to similar jet
measurements at the LHC. These measurements  provide insight into the
nature of jet quenching, and may probe the quasi-particle degrees of
freedom in the Quark-Gluon Plasma.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Peter Martin', 'last_name': 'Jacobs', 'fullName': 'Jacobs, Peter Martin', 'id': '933645', 'affiliation': 'Lawrence Berkeley National Lab. (US)', 'emailHash': 'c59155bee7a6a6f2eaad7cde3c9bfaad', 'db_id': 933645, 'person_id': 999175}"
Open Heavy Flavors and Strangeness IV,parallel,RAA and v2 of muons from heavy-quark decays in lead-lead collisions at sqrt(sNN)=2.76TeV with the ATLAS detector,"Milov, Alexander",Weizmann Institute of Science (IL),Unknown,The ATLAS measurement of the nuclear modification factor (RAA) and the elliptic flow (v2) of muons from heavy quark decays in Pb+Pb collisions at sqrt(s_NN)= 2.76 TeV are presented. The measurements are done over the pT range of 4-14 GeV and over the centrality range of (0-60)% within pseudorapidity interval of |η|<1.  A significant elliptic flow is observed over the full pT range for all centralities. The RAA results are consistent with previous measurements but have much better statistical precision. More than a factor of two suppression of the muon yield relative to scaled pp data is observed in the most central collisions. These measurements give an insight into the interaction of heavy quarks with the bulk medium produced in heavy-ion collisions.,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Alexander', 'last_name': 'Milov', 'fullName': 'Milov, Alexander', 'id': '933752', 'affiliation': 'Weizmann Institute of Science (IL)', 'emailHash': 'dabec4a547e4b7726bba1e938754840e', 'db_id': 933752, 'person_id': 999239}"
Poster Session,poster,Strangeness production in pp collisions at √s = 13 TeV measured with ALICE,"Colella, Domenico",Slovak Academy of Sciences (SK),SK,"The study of strangeness production in both pp and Pb—Pb collisions is of particular interest since the strange quark is the lightest and most abundantly produced among the higher generation quarks.
Measuring the relative production of strange and multi-strange particles in different colliding systems enables a systematic investigation of possible dependence of strangeness production mechanism with system size and energy density.

Making use of its tracking and particle identification capabilities, ALICE is able to reconstruct the weakly decaying strange hadrons by detecting their daughter tracks and mapping their decay topology.
In this contribution, the recent measurement of strange hadrons and the corresponding antiparticles performed by ALICE in pp collisions at the
new record center-of-mass energy of 13 TeV will be presented. Results will be compared to predictions from QCD inspired models as well as to measurements performed at lower energies.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Domenico', 'last_name': 'Colella', 'fullName': 'Colella, Domenico', 'id': '932791', 'affiliation': 'Slovak Academy of Sciences (SK)', 'emailHash': 'c61b3a2666d34ab30569ee2a4534e133', 'db_id': 932791, 'person_id': 998574}"
Electromagnetic Probes II,parallel,PHENIX results on low-mass dileptons in Au$+$Au collisions with the Hadron Blind Detector,"Makek, Mihael",PMF,Unknown,"Dileptons are an important probe of the dense medium created in
heavy-ion collisions, with sensitivity to chiral symmetry
restoration, thermal radiation and in-medium effects. The PHENIX
Hadron-Blind Detector (HBD), which took data during RHIC runs
2009--2010, is a proximity-focusing \v{C}erenkov detector operated
with pure CF4, directly coupled to a triple GEM readout in a
windowless configuration. The HBD was designed to improve the
measurement of low-mass dileptons with the aim of confirming or
refuting the earlier PHENIX measurement of a strong excess of
low-mass di-electrons in central Au$+$Au collisions.  A new,
significantly improved analysis procedure has been developed that
enables a quantitative understanding of the background in the
low-mass region at a sub-percent level.  We present the final
di-electron results obtained with the PHENIX HBD for Au+Au
collisions at $\sqrt{s_{NN}}$=200 GeV, including invariant mass
spectra, transverse momentum distributions, and centrality
dependence. The results will be compared to published results and to
model calculations.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Mihael', 'last_name': 'Makek', 'fullName': 'Makek, Mihael', 'id': '933665', 'affiliation': 'PMF', 'emailHash': '5956fb65cc5ac3972883e48f1c218f5c', 'db_id': 933665, 'person_id': 999188}"
Poster Session,poster,Production of charmonium states by recombination,"Cho, Sungtae",Kangwon National University,Unknown,"We investigate the production of charmonia by focusing on their production by recombination in heavy ion collisions. Starting from the discussion on Wigner functions for charmonium states we consider the dependence of charmonia production on their wave functions. We show that wave function distributions of charmonium states in momentum space play significant roles in understanding the transverse momentum distribution of charmonium states, providing a possible way of understanding the recent measurement of the nuclear modification factor ratio between the ψ(2S) and J/ψ meson.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Sungtae', 'last_name': 'Cho', 'fullName': 'Cho, Sungtae', 'id': '933827', 'affiliation': 'Kangwon National University', 'emailHash': 'bd369cd94c2283024c93ca8ab0f123aa', 'db_id': 933827, 'person_id': 999081}"
Poster Session,poster,Viscous corrections to anisotropic flow and transverse momentum spectra within a transport approach,"Plumari, Salvatore",University of Catania (Italy),Unknown,"Viscous hydrodynamics is commonly used to model the evolution of the matter created
in an ultra-relativistic heavy-ion collision. It provides a good description of transverse
momentum spectra and anisotropic flow. These observables, however, cannot be consistently
derived using viscous hydrodynamics alone, because they depend on the microscopic
interactions at freeze-out. We derive the ideal hydrodynamic limit and the first-order
viscous correction to anisotropic flow ( $v_2$ , $v_3$ and $v_4$ ) and momentum spectrum using a
transport calculation [1]. We find that the linear response coefficient to the initial anisotropy, $v_n(p_T)/\epsilon_n$ ,
depends little on n in the ideal hydrodynamic limit. The viscous correction to the spectrum
depends not only on the differential cross section, but also on the initial momentum
distribution. This dependence is not captured by standard second-order viscous hydrodynamics.
The viscous correction to anisotropic flow increases with $p_T$ in agreement with the recent
analytical solutions of viscous hydrodynamic [2].  

[1] S. Plumari, G. L. Guardo, V. Greco, J.Y. Ollitrault, Nucl.Phys. A 941 (2015) 87-96.

[2] Y. Hatta, J. Noronha, G. Torrieri, B.W. Xiao, Phys.Rev. D 90 (2014) 7, 074026.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Salvatore', 'last_name': 'Plumari', 'fullName': 'Plumari, Salvatore', 'id': '933059', 'affiliation': 'University of Catania (Italy)', 'emailHash': 'f4f11b56c24ffe9a3930f61f5d399a07', 'db_id': 933059, 'person_id': 998500}"
