Session,Type,Title,Speaker,Institute,Country,Abstract,Raw_Speaker_Data
Electromagnetic probes,poster,Dilepton production in heavy-ion collisions within the parton hadron string dynamics (PHSD) transport approach,"Linnyk, Olena",University of Giessen,Unknown,"We describe heavy-ion collisions from the initial phase of colliding nuclei in their groundstates throughout the interaction phase up to the final hadronic elastic and inelastic interactions as well as hadron decays using the nonequilibrium microscopic Parton-Hadron-String Dynamics (PHSD) transport approach, which includes the off-shell dynamics of quarks, antiquarks and gluons as well as a covariant dynamical hadronization scheme in addition to the familiar (off-shell) hadronic reaction dynamics. Within PHSD the low mass dilepton sector (M<1 GeV) at SPS energies (measured by the NA60 and CERES Collaborations) is rather well described by hadronic degrees of freedom when a collisional broadening of the vector mesons (rho, omega) is incorporated; however, this no longer holds for higher masses. In the intermediate mass regime from 1 to 2 GeV, we find that the contribution from `massive' q+qbar annihilation in the sQGP phase  dominantes over the hadronic channels like pi+a1, pi+omega and rho+rho for In+In reactions at 160 A GeV. On the other hand, we find a quite different pattern of the dilepton production in Au+Au collisions at the top RHIC energy of sqrt(s)=200 GeV. Here the in-medium effects for the rho and omega vector mesons do not explain the large enhancement relative to p+p collisions observed in the invariant mass regime from 0.2 to 0.6 GeV by the PHENIX Collaboration. For masses above 1 GeV at RHIC energies, we find that the decay of open charm mesons together with the dilepton radiation from partonic interactions in the sQGP phase dominate the measured spectrum.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Olena', 'last_name': 'Linnyk', 'fullName': 'Linnyk, Olena', 'id': '1896626', 'affiliation': 'University of Giessen', 'emailHash': '82c015e35e5912b16a2e64b04ab66ef8', 'db_id': 1896626, 'person_id': 2046941}"
Global and collective dynamics,poster,Charged particle production with respect to the Reaction Plane in Pb-Pb collisions at $\sqrt{s_NN}$= 2.76 TeV,"Kim, Dong Jo",University of Jyväskylä,FI,"The centrality dependence of nuclear modification factor($R_{AA}$) carries information about the path-length variation of partonic energy loss. However, the inclusive $R_{AA}$ for a given centrality emerges by averaging over different path lengths as the overlap zone of two colliding nuclei has typically a nearly elliptical shape in the transverse plane. The partons traversing the medium in the in-plane direction are expected to lose less energy than out-of-plane, because they, on the average, have shorter path length inside the medium. In this sense, azimuthal dependence of $R_{AA}$ w.r.t. reaction plane offers to get a tighter constraint on the actual path length traversed by the parton in medium.

Recently we published a paper on the charged particle $R_{AA}$[1], showing that the similar suppression as RHIC energy is observed, and moreover a rising trend for increasing $p_{T}$. Another interesting observation is the similarity of $p_{T}$-differential elliptic flow at low $p_{T}$ between at RHIC and the LHC [2]. Since then, we have extended the $p_{T}$ reach for $R_{AA}$ with better precision and elliptic flow measurement up to 20 $GeV/c$ with event plane, which allows us to study the path-length dependence of partonic energy loss with larger kinematic domain.

We present the latest ALICE results from Pb-Pb collisions at $sqrt{s_{NN}$=2.76TeV on charged particle yields with respect to reaction plane angle as a function of centrality and transverse momentum. These results allow for a detailed examination of the influence of geometry in the collision region and of the interplay between collective flow and jet-quenching effects.

[1] ALICE, K. Aamodt et al., Phys. Lett. B696, 30 (2011), 1012.1004.
[2] ALICE Collaboration, K. Aamodt et al., Phys. Rev. Lett. 105, 252301 (2010).","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Dong Jo', 'last_name': 'Kim', 'fullName': 'Kim, Dong Jo', 'id': '1896625', 'affiliation': 'University of Jyväskylä', 'emailHash': 'e2b28c57bef49178dec87e5d78c08369', 'db_id': 1896625, 'person_id': 2046940}"
Global and collective dynamics,poster,Flow analysis with event-plane method using the VZERO detector in Pb-Pb collisions at sqrt(sNN)=2.76 TeV collected by the ALICE experiment at the LHC,"Beomsu, Chang",ALICE,Unknown,"Measurement of the azimuthal anisotropy of charged particles produced in heavy-ion collisions is one of the most powerful tools to study the properties of QCD Matter.
An analysis of charged hadron flow in Pb-Pb data taken by the ALICE experiment at $\sqrt{s_{NN}}$=2.76 TeV will be discussed. The event plane [1] was reconstructed  using the VZERO detector (two scintillator arrays covering pseudorapidity range 2.8 < η < 5.1 and −3.7 < η < −1.7) whose large pseudorapidity gap from the central tracking system (-0.8<η<0.8) helps to reduce non-flow contributions.
Emphasize is given to the azimuthal anisotropy of charged particles, characterized by the Fourier coefficients, up to high transverse momenta.

[1] A. M. Poskanzer and S. A. Voloshin, Physical Review C 58, 1671-1678 (1998).","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Chang', 'last_name': 'Beomsu', 'fullName': 'Beomsu, Chang', 'id': '1896624', 'affiliation': 'ALICE', 'emailHash': 'c0e49edcb358fdb87f4a40dec54ad58f', 'db_id': 1896624, 'person_id': 2046939}"
QCD at high temperature and density,poster,Deconfinement and chiral symmetry in effective models with fermions in higher representations,"Kahara, Topi",Helsinki Institute of Physics,Unknown,"We study the interaction between the chiral and deconfinement transitions using effective models such as the Polyakov extended linear sigma model and the Nambu-Jona-Lasinio model. In this talk we consider fermions in higher representations of both SU(2) and SU(3) gauge groups. Our results motivate further studies of these theories on the lattice and they are also relevant for models of 
electroweak symmetry breaking utilizing new strong dynamics, and their cosmological consequences. We find that for different fermion representations the qualitative and quantitative behaviour of the order parameters is compatible with the general expectations based on the global symmetries of the underlying theory.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Topi', 'last_name': 'Kahara', 'fullName': 'Kahara, Topi', 'id': '1896621', 'affiliation': 'Helsinki Institute of Physics', 'emailHash': '3875f9b0110fd47339ef9523c6e3eb67', 'db_id': 1896621, 'person_id': 2046936}"
Correlations and fluctuations,poster,Distortion of photon HBT image by the vacuum birefringence in strong magnetic field,"Hattori, Koichi",High Energy Accelerator Research Organization (KEK),Japan,"The experiment by the ultrarelativistic heavy ion collisions has opened a novel insight into the extreme state of matter. Besides, it provides an opportunity to study the dynamics of strong Abelian and non-Abelian gauge fields. In peripheral collisions, an extremely strong Abelian magnetic field is created by two colliding heavy ions having large electric charges. The magnetic field has a much greater order of magnitude than those of ever observed astronomical objects. 

Such a strong magnetic field becomes not only the source of an exotic phenomenon called the chiral magnetic effect but also a background field which allows for nonlinear QED phenomena, where the strong magnetic field interacts with photons emitted in the early stages of time evolution of the created matter. Even though photon self-interaction is diagrammatically a higher order process with a number of external photon legs intermediated by an electron loop, extraordinarily strong magnitude of the background magnetic field compensates the smallness of the coupling constant, and leads to intriguing nonperturbative effects. The interaction causes a modification of production and propagation of photon, which results in significant effects on the observable photon spectrum. It was discussed recently that the presence of magnetic fields also allows for the decay of a real photon into a particle-antiparticle (lepton, or quark) pair, yielding an elliptic flow of observed photons [1]. The study of such nonlinear QED phenomena provides a prevision of planned photon detection in the LHC experiment.

In this contribution, we examine the effect of the interaction, between an emitted photon and the background magnetic field, on Hanbury Brown and Twiss (HBT) interferometry. Recently, one of the authors investigated effects of the hadronic final state mean field interaction on the pion interferometry in the central collisions [2,3]. We have found therein that the HBT images are distorted due to the phase shift of the pion amplitude propagating through the one-body mean field interaction region, which is computed by using the semi-classical approximation. The analysis was done on the basis of an analogue of eikonal approximation in the geometrical optics. In the present work, we incorporate the interaction of photon with the background magnetic field as a deviation of the refraction index from the unity, wherein the analogue is more evident. While the HBT interferometry by a photon pair is more promisingly accessible to the primordial image of the created matter than that by a pion pair, we have to take into account the distortion of image by the strong magnetic field. 

The refraction index of the vacuum in the presence of the magnetic field is obtained by incorporating the self-energy of photon, resummed with respect to the number of external photon legs, into the equation of motion for the Abelian gauge field. Depending on the two physical propagating modes of photon, two distinct refraction indices, called the vacuum birefringence, are obtained. Calculating the optical-path-length of the photon specified by the refraction indices, we have the images distorted depending on the helicity of photons. In addition to the conventionally discussed three HBT parameters, e.g. outward, sideward and longitudinal radii, we investigate the distortion of the outward-sideward cross parameter, which indicates the azimuthal-angle dependence of the image in the non-central collisions [4]. The magnitude of the distortion also depends on the azimuthal angle because the presence of the magnetic field provides a preferred orientation. We show how and to what extent the elliptic shape of the original image is distorted depending on the magnitude of momentum, helicity and azimuthal angle.


[1] K. Tuchin, Phys. Rev. C 83, (2011), 017901
[2] K. Hattori, T. Matsui, Prog. Theor. Phys. 122, (2010), 1301-1310.
[3] K. Hattori, Prog. Theor. Phys. 124 (2010), 869-909.
[4] M. Lisa, U. Heinz and U. Wiedemann, Phys. Lett. B 489,(2000), 287-292.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Koichi', 'last_name': 'Hattori', 'fullName': 'Hattori, Koichi', 'id': '1896619', 'affiliation': 'High Energy Accelerator Research Organization (KEK)', 'emailHash': 'e5f189b14296ec2c4247f4b125a2a7c4', 'db_id': 1896619, 'person_id': 2046934}"
QCD phase diagram,poster,Pion production in p+p and p+C interactions at 31 GeV/c,"Aduszkiewicz, Antoni","Faculty of Physics, University of Warsaw",Unknown,"Evidence for the onset of deconfinement in central Pb+Pb collisions was reported by NA49 at the CERN SPS at collision energy 30A GeV. This observation motivated the  NA61/SHINE ion program which, in particular, aims to study properties of the onset of deconfinement by measurements of hadron production in p+p, p+A and nucleus-nucleus collisions at the SPS energies. The program started in 2009 when the on p+p interactions at 20, 31, 40, 80, and 158 GeV/c were recorded.

This contribution presents preliminary spectra of negatively charged pions produced in p+p and p+C  interactions at 31 GeV/c. The NA61 results will be compared with the corresponding NA49 data from central Pb+Pb collisions at this energy. Finally, the dependence of pion yield on reaction type at 31A GeV/c (NA61 and NA49 results) and 158A GeV/c (NA49 results) will be compared and discussed.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Antoni', 'last_name': 'Aduszkiewicz', 'fullName': 'Aduszkiewicz, Antoni', 'id': '1896618', 'affiliation': 'Faculty of Physics, University of Warsaw', 'emailHash': '955b3cd28ad669ea69ee1f772a2d9444', 'db_id': 1896618, 'person_id': 2046933}"
"Experiments upgrade, future facilities and instrumentations",poster,Upgrade of ALICE Electromagnetic Calorimeter to enhance di-jet measurements,"Kubota, Shintaro",Graduate School of Pure and Applied Sciences-University of Tsukuba,UK,"Back-to-back jet produced by hard parton scatterings (di-jet) is an unique and
powerful probe to quantify the properties of Quark Gluon Plasma at LHC.
In the ALICE experiment, the electromagnetic calorimeter (EMCal) provides
a crucial role to reconstruct jets with a good energy resolution, together with the information by Time Projection Chamber (TPC).
In order to enhance the capability of back-to-back jet identification and yields of jets, photons, $\pi^0$ and their correlations,
we are constructing an additional electromagnetic calorimeter, called DCal (Di-jet Calorimeter) in ALICE.
DCal has the same design of EMCal, but it will be placed on the opposite side
of the EMCal in azimuth at mid-rapidity $-0.7\lt\eta\lt 0.7$, together with the Photon Spectrometer (PHOS).
In this poster, we present the physics cases of DCal by using simulation data,
especially on jets, di-jets, hadron($\pi^0$)-jets measurements.
The current status and plan of the DCal construction, and future perspectives will be shown.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Shintaro', 'last_name': 'Kubota', 'fullName': 'Kubota, Shintaro', 'id': '1896617', 'affiliation': 'Graduate School of Pure and Applied Sciences-University of Tsukuba', 'emailHash': 'd1c29aac19dff091d385374ea7eb3c76', 'db_id': 1896617, 'person_id': 2046932}"
Global and collective dynamics,poster,Identified particle v3 measurements at 200GeV Au+Au collisions at RHIC-PHENIX experiment,"Mizuno, Sanshiro",Graduate School of Pure and Applied Sciences-University of Tsuku,UK,"Particle species dependence of transverse momentum distribution as well as elliptic event anisotropy v2 have been beautifully described by hydrodynamic model calculation in terms of radial and elliptic collective expansion in high energy heavy ion collisions.
Initial participant position fluctuation is also suggested as a source of triangular initial geometry, which could then expand collectively to form the
final triangular event anisotropy v3 in momentum space.
The first v3 measurements of identified particles at 200GeV Au+Au collisions from RHIC- PHENIX experiment will be presented.
The collective triangular expansion behavior seen in v3 will be compared with hydro-dynamic model expectation in order to understand possible differences or similarities from the radial and elliptic expansion.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Sanshiro', 'last_name': 'Mizuno', 'fullName': 'Mizuno, Sanshiro', 'id': '1896616', 'affiliation': 'Graduate School of Pure and Applied Sciences-University of Tsuku', 'emailHash': '3573f0a85e47c22ee2b7c3c231fd27db', 'db_id': 1896616, 'person_id': 2046931}"
Jets,poster,Jet yield enhancement in high-tower trigger events with the ALICE Electromagnetic Calorimeter,"Ma, Rongrong",Yale University,USA,"The ALICE detector carries out comprehensive measurements of high energy nucleus-nucleus collisions. Jet reconstruction in ALICE is enabled by combining charged particle measurements in the central tracking system, and neutral particle measurements in the Electromagnetic  Calorimeter (EMCal). In this poster, we will show the jet yield enhancement using the EMCal high-tower (HT) trigger, compared to minimum bias (MB) trigger, taken in p+p collisions at \sqrt{s}=2.76TeV in 2011. Comparison of the two spectra enables determination of the gain in statistics and assessment of HT trigger bias. This work will lead to a measurement of the inclusive differential jet cross-section.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Rongrong', 'last_name': 'Ma', 'fullName': 'Ma, Rongrong', 'id': '1896611', 'affiliation': 'Yale University', 'emailHash': '4334498cf3bb775fad7e1d2ecb849b41', 'db_id': 1896611, 'person_id': 2046926}"
QCD phase diagram,poster,The phase diagram in T-mu-Nc space,"Torrieri, Giorgio","JW Goethe Universitat, Frankfurt",Unknown,"We argue that a so far neglected dimensionless scale, the number of neighbors in a closely packed system (Nn, Nn~10 in our world), is relevant for the convergence of the large number of colors (Nc, Nc=3 in our world) expansion at large chemical potential.

Using a highly simplified but universal model, we demonstrate that the Nc$\gg$Nn limit is qualitatively different from our world's Nc$\ll$Nn.  In particular, the relationship between deconfinement and percolation, and the in-medium modification of baryonic wavefunctions, are very different in these two regimes.

We explore phenomenological consequences of these findings, particularly in regard to the new ""Quarkyonic"" phases conjectured from large Nc arguments and the problem of chiral symmetry breaking at high chemical potential

Based on developments from Phys.Rev.C82:055202,2010
and http://arxiv.org/abs/1103.4824","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Giorgio', 'last_name': 'Torrieri', 'fullName': 'Torrieri, Giorgio', 'id': '1896600', 'affiliation': 'JW Goethe Universitat, Frankfurt', 'emailHash': 'c07c41ff0d5c6580561a0e796930e395', 'db_id': 1896600, 'person_id': 2046918}"
Global and collective dynamics,poster,Rapidity and centrality dependence of transverse energy distributions in PbPb collisions from CMS,"CMS, Collaboration",UCLouvain,UK,Transverse energy measurements offer insight into the dynamics of heavy ion collisions and the total entropy created. At very forward angles they may also be sensitive to the low momentum components of the nuclear wave-function. CMS has almost hermetic calorimetry coverage with fine granularity and excellent resolution. In addition for particles near central rapidity momenta from the tracker can be combined with the calorimeter data to give a significant improvement of the system resolution. In this talk the transverse energy measurements from 2.76 TeV PbPb collisions as a function of centrality will be compared to similar CMS results from pp collisions and to our recently published multiplicity results. The pseudo rapidity dependence of the transverse energy per participant is susceptible to the longitudinal expansion of the system. This quantity has not been measured for truly heavy ions for centre of mass energies above 8 GeV. The width of this distribution grows slowly with centrality. At central rapidity the transverse energy per participant is above predictions based on lower energy data that assumed a logarithmic scaling with centre of mass energy.,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Collaboration', 'last_name': 'CMS', 'fullName': 'CMS, Collaboration', 'id': '1896573', 'affiliation': 'UCLouvain', 'emailHash': '4a1305931941953806cdbcc223cc30e6', 'db_id': 1896573, 'person_id': 2046897}"
QCD phase diagram,poster,Electromagnetic superconductivity of vacuum in strong magnetic field and heavy ion collisions,"Chernodub, Maxim","University of Tours, France",Unknown,"Recently, we have suggested that the vacuum in a strong external magnetic field experiences a spontaneous phase transition to an electromagnetically superconducting state. The unexpected superconductivity of, basically, empty space is induced by emergence of quark-antiquark vector condensates with quantum numbers of electrically charged rho mesons. The ultra-periferal heavy-ion collisions generate high magnetic fields which may be used as an experimental tool to probe the existence of the electromagnetic superconductivity of the cold vacuum. In our talk we discuss potentially observable signatures of vacuum instability towards the exotic superconducting state.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Maxim', 'last_name': 'Chernodub', 'fullName': 'Chernodub, Maxim', 'id': '1896568', 'affiliation': 'University of Tours, France', 'emailHash': 'b57bdb47a54ff47bfe8a2f894d78704a', 'db_id': 1896568, 'person_id': 2046895}"
Global and collective dynamics,poster,Photonuclear interactions in ultra-peripheral Pb+Pb collisions at the LHC,"Skjerdal, Kyrre",University of Bergen-Unknown-Unknown,Unknown,"The strong electromagnetic fields present in ultra-peripheral Pb+Pb collisions at the CERN LHC accelerator lead to large cross sections for particle production in photonuclear interactions[1]. It will be shown that photonuclear processes may constitute a significant background to peripheral and semi-central hadronic nuclear collisions.

The cross sections for photonuclear interactions induced by photons from the electromagnetic fields of the nuclei have been calculated. The photon spectrum has been evaluated in impact parameter space. Thereby one can easily exclude collisions were the nuclei interact hadronically (b < 2R). For modelling the particle production, the DPMJET[2] Monte Carlo event generator has been used. Calculations have been done for photon energies from 6 GeV to 100 TeV in the rest frame of the target nucleus, which is the energy range contributing to particle production around mid-rapidity. The multiplicity, rapidity, and transverse momentum distributions of produced particles will be presented.

Two cases of photonuclear processes have been considered, single and double excitation. In the former case, one of the nuclei emits a photon which interacts with the other nucleus, whereas in the latter case both nuclei emit photons which interact with the other nucleus. The cross section for single excitation is much larger than that of double excitation. However, the topology of the double excitation events, where the rapidity distruction is more symmetrical, is simililar to that of hadronic interactions. Both processes may thus contribute significantly to the background of hadronic interactions, depending on the experimental event selection. 

The photon-nucleon energies that can be reached in ultra-peripheral collisions at the LHC are higher than for any earlier gamma+A or gamma+p collisions. In addition to being a background for hadronic interactions, such events have a physics interest in themselves. Photoproduction of heavy quarks (e.g. cc-bar through gamma-gluon fusion) and jets have large cross sections and probe the nuclear parton distribution functions.


[1] O. Djuvsland, J. Nystrand, arXiv:1011.4908, to be published in Phys. Rev. C.

[2] S. Roesler, R. Engel, J. Ranft, Phys. Rev. D 57 (1998) 2889.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Kyrre', 'last_name': 'Skjerdal', 'fullName': 'Skjerdal, Kyrre', 'id': '1896558', 'affiliation': 'University of Bergen-Unknown-Unknown', 'emailHash': '46e62cc14b88e20423728840f96bf8ff', 'db_id': 1896558, 'person_id': 2046879}"
Global and collective dynamics,poster,"Charged-particle transverse momentum spectra in proton-proton collisions at √s = 0.9 TeV, 2.76 TeV and 7 TeV measured with ALICE at the LHC","Knichel, Michael Linus","Research Division and ExtreMe Matter Institute EMMI, GSI Helmholtzzentrum für Schwerionenforschung, Darmstadt, Germany",Germany,"Inclusive charged-particle transverse momentum distributions have been measured in proton-proton collisions at √s = 0.9, 2.76 and 7 TeV with the ALICE detector at the LHC. The measurements in the central pseudorapidity region |η| < 0.8 cover a transverse momentum range of 0.15 < p_T < 50 GeV/c. The evolution of the transverse momentum spectra as a function of the collision energy and the charged particle multiplicity is presented. The spectra are compared to measurements from other experiments, to predictions from next-to-leading order QCD calculations and to simulations with the Monte Carlo event generators PYTHIA and PHOJET. The results can be used to tune theoretical models and serve as the baseline for the comparison with particle production in heavy-ion collisions.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Michael Linus', 'last_name': 'Knichel', 'fullName': 'Knichel, Michael Linus', 'id': '1896555', 'affiliation': 'Research Division and ExtreMe Matter Institute EMMI, GSI Helmholtzzentrum für Schwerionenforschung, Darmstadt, Germany', 'emailHash': '3f241d0108ca5de6dec9f9d87e4d66c3', 'db_id': 1896555, 'person_id': 2046876}"
Jets,poster,"My suppression, your flow, his Cronin - our insight","David, Gabor",Brookhaven National Laboratory,USA,"Despite rapidly improving experimental precision,
theory sophistication and the large variety of available data a coherent
description of the properties of the hot, dense medium produced in
relativistic heavy ion collisions remain so far elusive.  Using SPS, RHIC 
and LHC heavy ion nuclear modification and flow data we will look at the 
evolution (system size and collision energy) as well as the interplay of 
initial state effects, dynamic and static properties of the medium.
We will look at the data in some unorthodox ways in order to clarify 
what we can and what we can not learn from these type of measurements.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Gabor', 'last_name': 'David', 'fullName': 'David, Gabor', 'id': '1896553', 'affiliation': 'Brookhaven National Laboratory', 'emailHash': 'e11439794c76dd397c7fd9c7005e4449', 'db_id': 1896553, 'person_id': 2046874}"
"Experiments upgrade, future facilities and instrumentations",poster,Commissioning and detector performance of the VTX-Pixel detector for RHIC-PHENIX experiment.,"Akimoto, Ryohji",University of Tokyo,Unknown,"Heavy quarks (charm and bottom) is one of the key probes to study properties of Quark Gluon Plasma (QGP). A silicon vertex tracker (VTX) has been developed for RHIC-PHENIX experiment mainly for the measurement of the heavy quarks. It enables to measure tracks of charged particles precisely enough to evaluate yields of charm and bottom individually and therefore is an essential tool to study the behavior of charm and bottom inside QGP. It also can be a powerful tool for measurement of long-lived particles, such as hyperon.
The VTX is a barrel detector with four layers. It consists of two silicon detectors with different readout system, inner two layers are with pixel readout and outer two layers are with strip readout.
The VTX was successfully installed at the end of 2010 and started to take physics data. In this poster presentation, the detector performance of the pixel detector during commissioning and physics data taking is shown.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Ryohji', 'last_name': 'Akimoto', 'fullName': 'Akimoto, Ryohji', 'id': '1896550', 'affiliation': 'University of Tokyo', 'emailHash': 'e0b9e62b6c61d64c43e8f8e68f393cad', 'db_id': 1896550, 'person_id': 2046871}"
Global and collective dynamics,poster,Relativistic fluid dynamics from the Boltzmann equation: going beyond the 14-moment approximation,"Denicol, Gabriel","Institut fur Theoretische Physik, Goethe University, 60438 Frankfurt am Main, GermanyFrankfurt University",Unknown,"We present a general derivation of relativistic fluid dynamics from the Boltzmann equation using the method of moments. In the 14-moment approximation [1,2], traditionally employed in the fluid-dynamical modeling of heavy-ion collisions, fluid dynamics is obtained by explicitly truncating the moment expansion of the single-particle distribution function. In contrast, in our approach all terms of the moment expansion are included and the exact equations of motion for these moments are derived. These exact equations still contain the degrees of freedom and microscopic time scales of the Boltzmann equation.  

We prove that in order to derive causal fluid-dynamical equations it is necessary to resolve at least the slowest microscopic time scales of the Boltzmann equation, in agreement with [3]. The truncation of the equations of motion in terms of only 14 dynamical variables is then implemented by a systematic power-counting scheme in Knudsen and Reynolds numbers, instead of the explicit truncation of the moment series, as in Israel-Stewart theory. The resulting fluid-dynamical equations and coefficients are different from the ones 
obtained via the 14-moment approximation and are in much better agreement with kinetic theory. This means that the fluid-dynamical description of heavy-ion collisions based on the 14-moment approximation is incomplete.

[1] W. Israel and J. M. Stewart, Phys. Lett. 58 A, 213
(1976); Ann. Phys. (N.Y.) 118, 341 (1979).


[2] G. S. Denicol, T. Koide, and D. H. Rischke, Phys. Rev.
Lett. 105, 162501 (2010).


[3] G. S. Denicol, J. Noronha, H. Niemi, and D. H. Rischke,
accepted for publication in Phys. Rev. D; G. S. Denicol, H. Niemi,
J. Noronha, D. H. Rischke, [arXiv:1103.2476 [hep-th]].","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Gabriel', 'last_name': 'Denicol', 'fullName': 'Denicol, Gabriel', 'id': '1896540', 'affiliation': 'Institut fur Theoretische Physik, Goethe University, 60438 Frankfurt am Main, GermanyFrankfurt University', 'emailHash': 'c18223bf7c6c79f49ae9316ecea9dfbc', 'db_id': 1896540, 'person_id': 2046865}"
"Experiments upgrade, future facilities and instrumentations",poster,A High Level Online Tracking Trigger for the STAR experiment at RHIC,"Tang, Aihong",Brookhaven National Laboratory,USA,"In order to utilize the high luminosity provided by RHIC and the
enhanced data acquisition capability of STAR, a High Level online
tracking Trigger (HLT) is being developed to effectively study the
properties of the QGP created at RHIC. Based on the fast tracking and
event assembling, the STAR HLT can select events of great physics
interest online, which will reduce the rate to tape as well as the
time of offline processing. In year 2010, the HLT has successfully
selected events for J/psi elliptic flow study and anti-alpha search.
It has also been used to monitor the fraction of clean collisions over
background collisions during RHIC's Beam Energy Scan program. We
will present the architecture, methods and performance of the
STAR HLT. Future developments on accelerating the online
reconstruction of exotic decay topologies by Graphic Processing Unit
will also be presented.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Aihong', 'last_name': 'Tang', 'fullName': 'Tang, Aihong', 'id': '1896539', 'affiliation': 'Brookhaven National Laboratory', 'emailHash': '96234423491c977102f92c87b72a7f0d', 'db_id': 1896539, 'person_id': 2046864}"
QCD at high temperature and density,poster,Percolation of Color Sources and the Equation of State of QGP in central Au-Au collisions at $\sqrt{s_{NN}}=$200 GeV,"scharenberg, Rolf",Purdue University,USA,"The Color String Percolation Model (CSPM)[1] is used to determine the equation of state (EOS) of the Quark-Gluon Plasma (QGP) produced in central Au-Au collisions at $\sqrt{s_{NN}}$ = 200 A GeV using STAR data at RHIC.When the initial density of interacting colored strings exceeds the 2D percolation threshold a cluster is formed, which defines the onset of  color deconfinement. These interactions also produce fluctuations in the string tension which transforms the Schwinger particle (gluon) production mechanism into a maximum entropy thermal distribution analogous to QCD Hawking-Unruh radiation. The single string tension is determined by identifying the known value of the universal hadron limiting temperature $T_{c}$ = 167.7 $\pm$ 2.6  MeV with the CSPM temperature at the critical percolation threshold parameter $\xi_{c}$  =1.2. At mid-rapidity the initial Bjorken energy density and the initial temperature determine the number of degrees of freedom consistent with the formation of a $\sim$ 2+1 flavor QGP.  An analytic expression for the equation of state, the sound velocity $C_{s}^{2}(\xi)$ is obtained in CSPM. The CSPM $C_{s}^{2}(\xi)$ and the bulk thermodynamic values energy density $\varepsilon /T^{4}$ and  entropy density $s /T^{3}$ are in
 excellent agreement in the phase transition region with recent lattice QCD simulations (LQCD) by the HotQCD Collaboration [2].

[1]. M. A. Braun, C. Pajares, Eu. Phys. J. C16, 349 (2000).
[2].A. Bazavov et al., Phys. Rev. D80, 014504 (2009).","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Rolf', 'last_name': 'scharenberg', 'fullName': 'scharenberg, Rolf', 'id': '1896537', 'affiliation': 'Purdue University', 'emailHash': '381a601d3cfc57604b6e6301b0d7798e', 'db_id': 1896537, 'person_id': 2046862}"
Heavy flavor and quarkonia production,poster,From RHIC to LHC: heavy quarks and J/psi in a partonic transport model,"Uphoff, Jan",Goethe University Frankfurt,Unknown,"Heavy quark and J/psi production as well as their space-time evolution are studied in transport simulations of heavy-ion collisions at RHIC and LHC. In the partonic transport model Boltzmann Approach of MultiParton Scatterings (BAMPS) heavy quarks can be produced in initial hard parton scatterings or during the evolution of the quark-gluon plasma. Subsequently, they interact with the medium via binary scatterings with a running coupling and a more precise Debye screening which is derived from hard thermal loop calculations. We present results on the elliptic flow and the nuclear modification factor of heavy quarks, compare them to available data and estimate the impact of radiative corrections quantitatively. Furthermore, results on J/psi suppression at forward and mid-rapidity are reported for central and non-central collisions. For this, we investigate cold nuclear matter effects and the dissociation as well as regeneration of J/psi in the quark-gluon plasma.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jan', 'last_name': 'Uphoff', 'fullName': 'Uphoff, Jan', 'id': '1896533', 'affiliation': 'Goethe University Frankfurt', 'emailHash': '32efcf9845abf12e671e641c4e5fecf9', 'db_id': 1896533, 'person_id': 2046861}"
