Session,Type,Title,Speaker,Institute,Country,Abstract,Raw_Speaker_Data
Poster Session 2 T05 / T13,poster,Centrality and system size dependence of the thermal dilepton excess yield in HADES,"Schild, Niklas",TU Darmstadt,Unknown,"Electromagnetic probes offer a unique opportunity to study the conditions in heavy-ion collisions throughout their whole evolution. In particular, the spectral shapes of dilepton distributions entail information about the temperature of the hot and dense fireball, while the integrated dilepton yield is connected to its lifetime. 

In this poster, measurements of dilepton observables are presented for varying centralities and for two collision systems: Au+Au and Ag+Ag at $\sqrt{s_{NN}}=2.42$ GeV. 
While the collision centrality as well as beam energy are arguably the two major determinants for the conditions reached within the hottest and densest stage of the collision, the impact of the overall system size is less clear. Therefore, the Au+Au collisions are compared with Ag+Ag collisions at the same mean amount of participating nucleons $\langle A_{part} \rangle$ to provide insights about the system size dependence. First results on thermal dilepton anisotropy and anisotropy coefficients will also be presented.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Niklas', 'last_name': 'Schild', 'fullName': 'Schild, Niklas', 'id': '6540223', 'affiliation': '', 'emailHash': '33a939eea5b4718d608646ef5c4f9ae7', 'db_id': 6540223, 'person_id': 6336542}"
Poster Session 2 T05 / T13,poster,Electrical conductivity of the quark-gluon plasma from the low energy limit of photon and dilepton spectra,"Floerchinger, Stefan",Heidelberg University,Unknown,"Fluid dynamic considerations are used to determine the electric current spectral density in the regime of small energies and momenta. The spectral density in this regime is parameterized by the electric conductivity, the charge susceptibility, and the relaxation time for the electric current, which is needed for relativistic causality. Experimentally, the spectral function can be accessed through the production rates of photons and dileptons in the expanding quark-gluon plasma. We use fluid dynamic simulations of high energy nuclear collisions, together with the transport limit of the spectral density, to obtain photon and dielectron spectra for different values of the conductivity and relaxation times. The yields of photon and dileptons produced in the plasma are compared to the background from decays of short-lived hadrons. We discuss how experiments can constrain the electrical conductivity and associated relaxation time of the quark-gluon plasma.

Based on: C. Gebhardt, S. Floerchinger and K. Reygers, Electrical conductivity of the quark-gluon plasma from the low energy limit of photon and dilepton spectra, to appear.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Stefan', 'last_name': 'Floerchinger', 'fullName': 'Floerchinger, Stefan', 'id': '6524307', 'affiliation': 'Heidelberg University', 'emailHash': '05a310e34cb03df7737f0eded389c6b3', 'db_id': 6524307, 'person_id': 6333571}"
Poster Session 2 T05 / T13,poster,Dilepton Signature of a First-Order Phase Transition,"Wiest, Maximilian ",Unknown,Unknown,"Dileptons provide a unique way to access the properties of the fireball created in heavy-ion collisions. Since the dilepton yield directly depends on the duration of the fireball evolution, dileptons are valuable probes of the phase structure of strongly interacting matter. We study dilepton production in the SIS18 energy range by calculating and comparing the thermal dilepton emission for coarse grained microscopic transport models and hydrodynamical approaches with different equations of state, applying state-of-the-art in-medium spectral functions from hadronic many-body theory, chiral mixing in a chiral mean field model as well as from functional renormalization group methods. Presenting systematic comparisons of the space-time evolution of the fireball by means of various coarse-grained transport simulations and collision systems with respect to energy and participant number, we will show that the influence of the system size on the spectra is well under control and enhancements in heavy-ion collisions at SIS18 energies stem primarily from phase transitions.
Supported by VH-NG-823, DFG CRC-TR 211 and GSI.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Maximilian ', 'last_name': 'Wiest', 'fullName': 'Wiest, Maximilian ', 'id': '6524288', 'affiliation': '', 'emailHash': '429de7bfd4bc3472dbf50ec8abbd2c80', 'db_id': 6524288, 'person_id': 6338673}"
Poster Session 2 T05 / T13,poster,Examination of the universal behavior of the $\eta$-to-$\pi^0$ ratio in heavy-ion collisions,"Drees, Axel",Stony Brook University,United States,"We demonstrate that the $p_T$ dependence of the $\eta/\pi^0$ ratio at mid rapidity is universal within a few percent for high energy $p$+$p$,  $p$+A and $d$+A collisions, over a broad range of collision energies. The $\eta/\pi^0$ ratio increases with $p_T$ up to 4 to 5 GeV/$c$ where it saturates at a nearly constant value of 0.487$\pm$0.024. Above $p_T = 5$ GeV/$c$ the same constant value is also observed in A+A collisions independent of collision system, energy, and centrality. At lower $p_T$, where accurate $\eta/\pi^0$ data is absent for A+A collisions, we estimate possible deviations from the universal behavior, which could arise due to the rapid radial hydrodynamic expansion of the A+A collision system. For A+A collisions at RHIC we find that possible deviations are limited to the $p_T$ range from 0.4 to 3 GeV/$c$, and remain less than 20\% for the most central collisions.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Axel', 'last_name': 'Drees', 'fullName': 'Drees, Axel', 'id': '6550254', 'affiliation': '', 'emailHash': 'c37408438f63cc57fcdb78d1b0074558', 'db_id': 6550254, 'person_id': 6338737}"
Poster Session 2 T05 / T13,poster,Intermediate mass dileptons as a speedometer of QGP equilibration,"Coquet, Maurice Louis",Université Paris-Saclay (FR),France,"We compute the spectrum of dileptons produced by the quark-gluon plasma in the intermediate mass range 1<M<5 GeV using state-of-the-art QCD kinetic theory. Our calculation takes into account the anisotropy of the quark and gluon momentum distributions at early times, as well as the underpopulation of quarks relative to gluons. The resulting dilepton spectrum satisfies approximate transverse mass scaling, up to a modest breaking which results from the momentum anisotropy. We discuss the dependence of dilepton production on system size, centrality, and collision energy, on the basis of dimensional arguments. Our main result is that the viscosity to entropy ratio, which controls the equilibration time of the quark-gluon plasma, can be extracted from the inverse slope of the transverse mass spectrum. We evaluate the background from the Drell-Yan process and argue that future detector developments can suppress the additional background from semileptonic decays of heavy flavors.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Maurice Louis', 'last_name': 'Coquet', 'fullName': 'Coquet, Maurice Louis', 'id': '6524332', 'affiliation': 'Université Paris-Saclay (FR)', 'emailHash': 'f3efe6834dfd958b57b1c7f7f1a96d8d', 'db_id': 6524332, 'person_id': 6339432}"
Poster Session 2 T13,poster,Enhancement of photon momentum anisotropies during the late stages of relativistic heavy-ion collisions,"Garcia-Montero, Oscar","Institut für Theoretische Physik, Johann Wolfgang Goethe-Universität",Unknown,"We present a consistent photon production calculation from hadronic cross sections, including bremsstrahlung and 2-to-2 reactions, matching the usually employed thermal rates [1].  Using the hadronic transport approach SMASH as the afterburner for the hadronic stage at RHIC and LHC energies, we find a significant increase in the calculated momentum anisotropies of these photons due to microscopic non-equilibrium dynamics. This enhancement is found in comparison to standard calculations, which rely on the folding of equilibrium rates to a hydrodynamical evolution. Once combined with photons produced above the particlization temperature in the hydrodynamical evolution, the differences between the two approaches are modest regarding $p_\perp$-differential spectra, but are clearly noticeable at low $p_\perp$ for the elliptic flow: non-equilibrium dynamics enhance the photon $v_2$ below $p_\perp \approx 1.5$ GeV.

[1] A. Schäfer, O. G-M., J-F. Paquet, H. Elfner, and C. Gale. arXiv: 2111.13603","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Oscar', 'last_name': 'Garcia-Montero', 'fullName': 'Garcia-Montero, Oscar', 'id': '6524301', 'affiliation': 'Institut für Theoretische Physik, Johann Wolfgang Goethe-Universität', 'emailHash': '282896919f467bac9101f863019178c3', 'db_id': 6524301, 'person_id': 6333383}"
Poster Session 2 T13,poster,Direct photon HBT correlations in pp and Pb--Pb collisions at $\sqrt{s_{\mathrm{NN}}}$ = 5.02 TeV measured with ALICE,"Sas, Mike Henry Petrus",Yale University (US),USA,"The temperature and size of the quark-gluon plasma that is created in heavy-ion collisions are properties that are to be experimentally constrained. This can be done via direct photon Hanbury Brown and Twiss (HBT) measurements that are able to both quantify the excess of thermal photons as well as the size of the emitting source. In contrast to femtoscopic measurements of bulk particles, this measurement is more sensitive to earlier times in the systems evolution.

In the ALICE experiment, photons can be reconstructed either by using the calorimeters or via conversions in the detector material. Conversions benefit from an excellent energy resolution and are able to provide direct photon measurements down to very low momentum. For HBT correlations, the detector setup can be exploited to combine a conversion photon with a calorimeter photon, such that near zero opening angles are measured which is where the main signal is situated.

The poster presents the first results on direct photon HBT correlations in pp and Pb--Pb collisions at $\sqrt{s_{\mathrm{NN}}}$ = 5.02 TeV by ALICE. Although this is a challenging measurement with the existing LHC Run 2 data, fits of the signal in Pb--Pb collisions can be used to provide constraints of the direct photon excess and size of the source.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Mike Henry Petrus', 'last_name': 'Sas', 'fullName': 'Sas, Mike Henry Petrus', 'id': '6544863', 'affiliation': 'Yale University (US)', 'emailHash': '981f787a435e5c09106b8225c495d3ca', 'db_id': 6544863, 'person_id': 6335776}"
Poster Session 2 T13,poster,Measurement of low-momentum direct photons in Au+Au collisions at 200 GeV,"Fan, Wenqing",Lawrence Berkeley National Lab. (US),USA,"Direct photons are a useful probe to study the properties of QGP and the dynamic evolution of the collision system as they do not interact with the medium strongly. Low transverse momentum direct photons are believed to originate primarily from thermal radiation, however, calculations of thermal photon emission fall short in describing the measured direct photon yield and the anisotropy at the same time. The question is tied to the photon production mechanism in heavy ion collisions.

In this poster, more precise measurements of the direct photon momentum spectrum in the range of $0.8-10$ GeV/c from the high statistics data taken by the PHENIX experiment in 2014 is presented. The effective temperature of the system formed in such heavy-ion collisions is studied. In addition, direct photon production as a function of collision system size is analyzed, wherein a power law scaling behavior is observed. The extracted fit parameter to the scaling will put more constraints on the current theoretical models.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Wenqing', 'last_name': 'Fan', 'fullName': 'Fan, Wenqing', 'id': '6540306', 'affiliation': 'Lawrence Berkeley National Lab. (US)', 'emailHash': '40291106cd941c64d994e1ef627babf8', 'db_id': 6540306, 'person_id': 6335990}"
Poster Session 2 T13,poster,Dilepton production at NLO and intermediate invariant mass observables,"Jackson, Greg","INT, University of Washington",USA,"Because photons and dileptons are unlikely to interact after production within a quark-gluon plasma (QGP), they can probe the inner dynamics of this strongly interacting system. To leading order in the electromagnetic coupling and all orders in the strong coupling, the observable emission rates can be determined from the QCD vector channel spectral function. The resummed next-to-leading order (NLO) spectral function is intimately related to the Euclidean correlator, which can be estimated from continuum-extrapolated lattice data [1]. We report on two aspects of our theoretical investigation: *i*) we embed derived NLO dilepton rates (at $\mu_B = 0$) in viscous, relativistic hydrodynamical simulations of heavy ion collisions and focus our analysis on the invariant mass region $1 < M < 3$ GeV where QGP manifestations are expected to be prevalent, and *ii*) we generalize the perturbative calculation to non-zero baryon chemical potential $\mu_B$. In the first part, we show results for dilepton measurements at RHIC and LHC energies. In the second part, we report that the presence of $\mu_B$ not only modifies the quark distribution in the QGP, but also the thermal masses that control the necessary screening effects. While the latter has been examined for real photons [2], we present new results away from the light cone. This involves properly understanding how $\mu_B$ enters the strict NLO computation, the so-called LPM effect (at low invariant masses), and how to smoothly interpolate between the two regimes as originally advocated in Ref. [3]. These results enable predictions to be made for low-energy heavy ion experiments that will explore QGPs with net baryon content.


[1] G. Jackson and M. Laine, ""Testing thermal photon and dilepton rates,"" JHEP 11, 144 (2019)
[2] H. Gervais and S. Jeon, ""Photon Production from a quark-gluon-plasma at finite baryon chemical potential,""  Phys. Rev. C86, 034904 (2012)
[3] I. Ghisoiu and M. Laine, ""Interpolation of hard and soft dilepton rates,"" JHEP 10, 083 (2014)","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Greg', 'last_name': 'Jackson', 'fullName': 'Jackson, Greg', 'id': '6524321', 'affiliation': 'INT, University of Washington', 'emailHash': 'c6fb11bb735cf2b775da4ebfc191676b', 'db_id': 6524321, 'person_id': 6336110}"
Poster Session 2 T13,poster,Photon-Jet correlations in central heavy-ion collisions with JETSCAPE,"Sirimanna, Chathuranga",Wayne State University,United States,"We present a comparison of observables related to photon-triggered jets for different collision energy systems, at LHC and RHIC energies, with the latest update of the JETSCAPE framework [1,2]. In heavy-ion collisions, multiple probes are used to study the properties of the Quark-Gluon Plasma (QGP). Photons can be produced at any stage of the heavy-ion collision. Since photons do not interact with the medium constituents, prompt photons that are produced early, directly in the hard sub-processes, can be used to differentially study the modification of the recoiling jet. In this work, we study photon-triggered jets through charged jet yields, momentum fraction correlations $(x_J)$, and angular $(\Delta \phi)$ correlations, using the JETSCAPE framework. We extend our previous work of $(x_J)$ and $(\Delta \phi)$ [3] with new high statistics runs, using the latest version of the multi-stage JETSCAPE framework. We use the corresponding isolation cut on the final state to identify the prompt-photons, to get a reasonable comparison with the experimental data. The same set of parameters tuned for single inclusive jet and leading hadron analysis, with a new virtuality dependent transport coefficient $\hat{q}$, are used in this calculation as well, with no refitting. For the first time, the study is done simultaneously for both RHIC and LHC energies. The comparison with experimental data for different collision systems and energies provides a wide-ranging, parameter-free, and independent verification of the multistage approach in heavy-ion collisions.  

 

1. Putschke, J. H., et al. ""The JETSCAPE framework."" arXiv preprint arXiv:1903.07706 (2019).

2. Cao, Shanshan, et al. ""Multistage Monte Carlo simulation of jet modification in a static medium."" Physical Review C 96.2 (2017): 024909.

3. Sirimanna, C. (2021). Photon-jet correlations in p-p and Pb-Pb collisions using the JETSCAPE framework. PoS, HardProbes2020, 051. https://doi.org/10.22323/1.387.0051","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Chathuranga', 'last_name': 'Sirimanna', 'fullName': 'Sirimanna, Chathuranga', 'id': '6539109', 'affiliation': 'Wayne State University', 'emailHash': 'eb37a4a5725575160bf9e716f4bac0fe', 'db_id': 6539109, 'person_id': 6339643}"
Poster Session 2 T13,poster,Prospects of dilepton and charmonium measurements with CBM experiment,"Chatterjee, Sayak",Bose Institute (Kolkata),Unknown,"The Compressed Baryonic Matter (CBM), currently under construction at the Facility for Anti-proton and Ion Research (FAIR) accelerator complex in Darmstadt, Germany aims to explore the QCD phase diagram at high baryon densities.	Till date, no dilepton data have been collected in heavy-ion collisions at beam energies between 2A and 40A GeV. CBM aims to perform pioneering measurements of lepton pairs in nuclear collisions, employing both electron ($e^{+}e^{-}$) and muon ($\mu^{+}\mu^{-}$) channels, in the energy domain $\sqrt{s_{NN}}\sim$ 2.7 - 4.9 GeV, using unprecedented reaction rates of up to 10 MHz. The expected performance in the two channels are compared in terms of signal significances and background components. In particular the dimuon system will allow to employ charm as a probe of compressed baryonic matter via $J/\psi$ detection in p+A and A+A collisions.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Sayak', 'last_name': 'Chatterjee', 'fullName': 'Chatterjee, Sayak', 'id': '6513823', 'affiliation': 'Bose Institute (Kolkata)', 'emailHash': '7df726038ed8b16949c047e7a55d5300', 'db_id': 6513823, 'person_id': 6336167}"
Poster Session 2 T13,poster,Multi-messenger constraints on heavy-ion collision dynamics with hadrons and photons,"Paquet, Jean-Francois",Duke University,USA,"In this talk, we present a study of direct photons in relativistic nuclear collisions, along with the production of hadrons, from RHIC Beam Energy Scan (BES) to LHC energies. Thermal photons are soft and penetrating probes of the strongly-coupled nuclear matter created in relativistic heavy-ion collisions. Their spectrum and momentum anisotropies remember the QGP’s chemistry evolution and its dynamical expansion. Using medium profiles well-calibrated with hadronic data at LHC energies, we highlight that photon observables can additionally reveal the chemical equilibration process and signal the formation of QGP in small systems [1]. At RHIC BES energies, a study of direct photon production in Au+Au collisions at 19.6 - 62.4 GeV will quantify the role of finite baryon chemical potential in thermal photon emission. Photon spectrum and anisotropic flow coefficients show strong sensitivity to the early-time dynamical initialization. This survey confirms photons as a powerful tool to elucidate QGP dynamics over a wide range of collision energies and serve as a necessary complement to hadronic measurements.

[1] C. Gale, J. F. Paquet, B. Schenke and C. Shen, ""Multi-messenger heavy-ion physics,"" arXiv:2106.11216 [nucl-th]","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jean-Francois', 'last_name': 'Paquet', 'fullName': 'Paquet, Jean-Francois', 'id': '6524295', 'affiliation': 'Duke University', 'emailHash': '16704393ed0c4c4ecc9773234a76340c', 'db_id': 6524295, 'person_id': 6332132}"
Poster Session 2 T13,poster,The evolution of  electromagnetic fields in relativistic heavy-ion collisions,"Wang, Zeyan",Tsinghua University,Unknown,"The electromagnetic fields produced by non-central heavy ion collisions are extremely powerful and give rise to a plethora of fascinating subjects in strongly interacting matter. Their evolution is a significant and unresolved issues. Because the relaxation time of the hot QCD matter to the electromagnetic fields is comparable with the lifetime of external electromagnetic field, we question, for the first time, the use of the Ohm’s law directly to compute the Faraday current and further induced magnetic field. By calculations employing the parton transport model combined with the solution of Maxwell's equations, we focus on the generation of the induced electric current and examine the validity of Ohm's law. We find that the electric current builds from zero and then relaxes towards the value given by Ohm's law. The relaxation time is not so short that can be neglected. The real Faraday current is much lower than expected. And this significantly suppresses the induced magnetic field. We call this incomplete electromagnetic response.In addition, we will present recent results about the electromagnetic evolution in the pre-equilibrium stages after the collisions. Also, we discuss the formation time of quarks to the electromagnetic development.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Zeyan', 'last_name': 'Wang', 'fullName': 'Wang, Zeyan', 'id': '6541228', 'affiliation': 'Tsinghua University', 'emailHash': 'efbaf410c56929b5a3cfd5594ed8af3d', 'db_id': 6541228, 'person_id': 6336252}"
Poster Session 2 T05 / T13,poster,"A Simple Geometrical Model for p+p and Nucleus-nucleus Collisions, and its Comparison to Experimental Data on Small and Large Systems","Rozplochowski, Lukasz",Institute of Nuclear Physics Polish Academy of Sciences,UK,"The aim of this work was to investigate the properties of a new, simple model of the nucleus+nucleus collisions at high energy, and its applicability to the CERN SPS energy regime. The model was uniquely based on the system's geometry and local energy and momentum conservation in the quark gluon plasma produced in the reaction.

We studied Pb+Pb collisions at $\sqrt{s_{NN}}$ = 17.3 GeV and 8.8 GeV, and obtained a surprisingly good agreement between our model and the experimental data (rapidity spectra) collected by the NA49 experiment at CERN SPS as a function of centrality. Furthermore, we applied this model to the nucleon+nucleon (N+N) collisions by taking into account the changes in the overall energy balance between the Pb+Pb and N+N system (baryon stopping, strangeness enhancement, and isospin content). The obtained results again display a very good agreement between the model prediction and experimental rapidity distributions in proton+proton collisions measured by the NA49 and NA61/SHINE Collaborations. This shows that our approach is applicable also for small systems in the CERN SPS energy range.

A discussion of future applications of this model to small and large systems at LHC energies will be included in this poster.

References:

Ł. Rozpłochowski, Acta Phys. Polon. Supp. 13 (2020) 893, and references therein","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Lukasz', 'last_name': 'Rozplochowski', 'fullName': 'Rozplochowski, Lukasz', 'id': '6540152', 'affiliation': 'Institute of Nuclear Physics Polish Academy of Sciences', 'emailHash': '04d561ee7952167906922f161c830087', 'db_id': 6540152, 'person_id': 6337406}"
Poster Session 2 T05 / T13,poster,Title: Net-Proton directed flow in 19 GeV Au+Au collisions,"Duckworth, Edwin",Unknown,Unknown,"Directed flow of particles is an important feature seen in heavy-ion collisions and is a sensitive probe of the equation of state (EoS) of the matter produced in the collisions. Model calculations have also predicted that directed flow could be a sensitive probe of the softening of EOS associated with a first order phase transition. Directed flow of protons and anti-protons are of particular interest as they offer sensitivity to both the contributions from the transported quarks and also the medium generated component from the produced quarks. We will present measurements of the directed flow of protons and antiprotons from 19.6 GeV Au+Au collisions, using high statistics BES-II data from STAR. The new results have significantly reduced uncertainties and allow the study of how the two contributions vary over different centrality and transverse momentum regions.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Edwin', 'last_name': 'Duckworth', 'fullName': 'Duckworth, Edwin', 'id': '6540107', 'affiliation': '', 'emailHash': '1afc414cd3f890ab61c06ecdabd23e45', 'db_id': 6540107, 'person_id': 6339260}"
Poster Session 2 T05 / T13,poster,Disentangling the gluon Bremsstrahlung effects from the underlying event in high-multiplicity pp collisions,"Bencedi, Gyula",Wigner Research Centre for Physics (Wigner RCP) (HU),HU,"Recently, the so-called relative transverse activity classifier, $R_T$, has been proposed as a tool to disentangle the particle production originated from the soft and hard  QCD  processes in proton-proton (pp) collisions. $R_T$ is a useful quantity to study particle production in events with exceptionally large or small activity in the transverse region with respect to the event-averaged mean. Contrary to the expectations, the preliminary results of the ALICE Collaboration indicate that, e.g., the proton-to-pion ratio does not exhibit the characteristic enhancement at intermediate $p_T$ in events with large \rt with respect to minimum-bias pp collisions. In this work, we investigate the origin of this effect using the Pythia 8 and Herwig 7 Monte Carlo event generators. The effect is a consequence of a selection bias attributed to wide-angle gluon emissions which creates jets that populate the transverse region. Therefore, we propose a modified version of $R_T$ in order to suppress its sensitivity to hard gluon Bremsstrahlung, and enhance the sensitivity to soft Multiparton Interactions (MPI). This approach could be useful in order to study the particle production in the jet-like region as a function of MPI.  The implementation of these ideas in data will provide more insight into the production mechanisms of hadrons in high-multiplicity pp collisions, and its connection with heavy-ion phenomena.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Gyula', 'last_name': 'Bencedi', 'fullName': 'Bencedi, Gyula', 'id': '6540377', 'affiliation': 'Wigner Research Centre for Physics (Wigner RCP) (HU)', 'emailHash': 'bfbcb0947232ec4b8ef99df10a726799', 'db_id': 6540377, 'person_id': 6338321}"
Poster Session 2 T05 / T13,poster,JEWEL for Small Systems,"Kolbe, Isobel",Institute for Nuclear Theory,UK,"Despite almost a decade of work, the absence of jet-modification in small systems is yet to be satisfactorily explained.	Although JEWEL (Jet Evolution With Energy Loss) is a Monte Carlo (MC) generator designed to study the evolution of jets with a variety of background media, the publicly available versions are not able to simulate small systems.	We present the first results using an adaptation of JEWEL that is appropriate for small colliding systems such as $ pPb $, $ dAu $, and very peripheral $ AA $:  		Building on the radially symmetric hydrodynamic interface developed by Korinna Zapp, we allow for (2+1)D generality, thereby allowing for the first-ever MC jet data that is faithful to the underlying dynamics of small colliding systems.	We present comparisons with experimental data for jet observables in a multitude of colliding systems, as well as predictions for $ OO $, using a variety of publicly available hydrodynamical simulations.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Isobel', 'last_name': 'Kolbe', 'fullName': 'Kolbe, Isobel', 'id': '6523199', 'affiliation': 'Institute for Nuclear Theory', 'emailHash': '022004aadcb3b4209de08c86dc37d5aa', 'db_id': 6523199, 'person_id': 6339647}"
Poster Session 2 T05 / T13,poster,QCD matter properties in small LHC collision systems,"Parkkila, Jasper",University of Jyvaskyla (FI),FI,"Increasingly many studies have involved the use of Bayesian statistics in estimating the transport properties of quark-gluon plasma through hydrodynamic calculations. So far, most of these studies have obtained their estimates in Pb-Pb collision systems at varying center-of -mass energies. It has been since learned that the inclusion of multiple collision configurations and high harmonic observables is crucial in obtaining results of high precision [1, 2].

In this talk, we constrain the QCD matter properties further by adding collision systems of varying sizes,  such as Xe-Xe and pPb collision data measured by ALICE at LHC. In addition, we utilize the Bayesian analysis to constrain the Xe nuclear deformity, which provides an additional constraint to the initial conditions. We also present predictions for the O-O collision system using results obtained by constraints from this study.

[1] J. E. Parkkila, A. Onnerstad, and D. J. Kim, Phys. Rev. C 104, 054904, Bayesian estimation of the specific shear and bulk viscosity of the quark-gluon plasma with additional flow harmonic observables.
[2] J. E. Parkkila, A. Onnerstad, S. F. Taghavi, C. Mordasini, A. Bilandzic and D. J. Kim, arXiv:2111.08145, New constraints for QCD matter from improved Bayesian parameter estimation in heavy-ion collisions at LHC.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jasper', 'last_name': 'Parkkila', 'fullName': 'Parkkila, Jasper', 'id': '6549907', 'affiliation': 'University of Jyvaskyla (FI)', 'emailHash': 'bb1adf9d9ff6048925408510e860beae', 'db_id': 6549907, 'person_id': 6333349}"
Poster Session 2 T05 / T13,poster,Measurement of $\omega$ mesons in pp collisions at the LHC with ALICE,"Luhder, Jens Robert",Westfaelische Wilhelms-Universitaet Muenster (DE),Unknown,"Measurements of neutral mesons in small collision systems can serve as a baseline to understand modifications in heavy-ion collisions, where a QGP is formed. 
These measurements can also be used to test pQCD predictions and to constrain fragmentation functions as well as parton distribution functions.
Furthermore, a good understanding of particle production enables the measurement of direct photons yields, where a large background of decay photons is present and needs to be accounted for.

In this poster the invariant cross section of the $\omega$-meson production in pp collisions at a center of mass energy of  $\sqrt{s}=13\,$TeV, as measured by ALICE via its dominant decay channel $\omega \rightarrow \pi^+ \pi^- \pi^0$, will be presented.
While charged pions can directly be measured by the ALICE central barrel trackers, neutral pions are reconstructed using their decay channel into two photons. This reconstruction is realized with several complementary methods making use of various calorimeters and the ALICE central barrel trackers. The combined result covers an unprecedented $p_T$ range with small statistical and systematic uncertainties.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jens Robert', 'last_name': 'Luhder', 'fullName': 'Luhder, Jens Robert', 'id': '6544880', 'affiliation': 'Westfaelische Wilhelms-Universitaet Muenster (DE)', 'emailHash': 'b7ee78f5dc2b7f29afceeb22c6fdec01', 'db_id': 6544880, 'person_id': 6435842}"
Poster Session 1 T05_2,poster,Probing QGP medium effect on jet observables in small systems with AMPT $+$ new hadronization model,"Duan, Xiang-Pan",Fudan University,Unknown,"Jet observables, including jet fragmentation transverse momentum $j_{\rm T}$, parallel momentum $p_{\left|\right|}$, jet fragmentation function $\xi$ and jet constituent transverse momentum $p_{\rm T, track}$ distributions, have been investigated in p $+$ p and p $+$ Pb collisions at $\sqrt{s_{\rm NN}} = 5.02~{\rm TeV}$ via a multiphase transport model (AMPT) [1,2] with new hadronization model which contains both dynamical quark coalescence and fragmentation schemes [3]. With the new hadronization model, the recent ALICE measurements of $j_{\rm T}$ distributions can be quantitatively described, especially for low and intermediate $j_{\rm T}$ regions. We observe that high-energy jets have more large-$j_{\rm T}$ particles than low-energy jets, which are consistent with the experimental measurements. Importantly, the predicted ratio of $j_{\rm T}$ distributions between p $+$ Pb and p $+$ p shows a sizeable enhancement above unity of low-$j_{\rm T}$ particles and a suppression of intermediate-$j_{\rm T}$ particles, which indicates the possible effects from jet-medium interactions in small systems. This jet observable is suggested to probe the QGP medium effects in small systems in this talk. On the other hand, the $p_{\left|\right|}$ ratio of jet distribution is proposed as a complementary observable to probe jet-medium response in small systems.

We also implement jet fragmentation $\xi$ and $p_{\rm T, track}$ distributions and compare to CMS measurements. The similar enhancement of soft jet particles and suppression of hard jet particles appear in both new hadronization model and original AMPT hadronization model, which demonstrate that this enhancement (suppression) is model independent. We also systematically study the difference between two hadronization models, and find out that it is important for studying jet observables in small systems with a proper hadronization scheme.

[1] X.-P. Duan, W. Zhao, G.-L. Ma, ""Probing QGP medium effect on jet observables in small systems with AMPT $+$ new hadronization model"", arXiv:2021.xxxx.
[2] Z.-W. Lin, C. M. Ko, B.-A. Li, B. Zhang, and S. Pal, ""Multiphase transport model for relativistic heavy ion collisions"", Phys. Rev. C 72, 064901 (2005).
[3] W. Zhao, C. M. Ko, Y.-X. Liu, G.-Y. Qin, and H. Song, ""Probing the Partonic Degrees of Freedom in High-Multiplicity $p$-Pb collisions at $\sqrt{s_{\rm NN}}$ = 5.02 TeV"", Phys. Rev. Lett. 125, 072301 (2020).","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Xiang-Pan', 'last_name': 'Duan', 'fullName': 'Duan, Xiang-Pan', 'id': '6540369', 'affiliation': 'Fudan University', 'emailHash': '8d94a85492cf125760f07ce2c12ddd51', 'db_id': 6540369, 'person_id': 6332127}"
