Session,Type,Title,Speaker,Institute,Country,Abstract,Raw_Speaker_Data
Parallel session 15,parallel,Measurements of $J/\psi$ and impact of coincident photon induced processes in ultra-peripheral Pb+Pb collisions at $\sqrt{s_\mathrm{NN}}=5.36$ TeV with the ATLAS detector,"Dyndal, Mateusz",AGH University of Krakow,Poland,"The fully stripped ions used in heavy ion collisions at the LHC are an excellent source of high-energy quasi-real photons.  These can interact with photons emitted by the oncoming nucleus, or with the nucleus itself, either directly in inelastic processes or diffractively via pomeron exchange.  Diffractive photonuclear processes can produce exclusive vector mesons that are uniquely sensitive to the spatial and momentum structure of the nuclear parton distribution functions, as well as spatial fluctuations (hotspots).  In Run 3, the ATLAS experiment utilized a low-multiplicity track trigger in heavy ions for the first time, allowing the collection of a large sample of events with a few tracks.  A substantial fraction of these are sensitive to dilepton decays of vector mesons, including the $J/\psi$.  First results on $J/\psi$ yields, in association with various topologies of forward neutron emission will be presented using the widest continuous rapidity range available at the LHC.  Discussion of important backgrounds from dissociative and multiple-UPC processes will also be provided.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Mateusz', 'last_name': 'Dyndal', 'fullName': 'Dyndal, Mateusz', 'id': '9459343', 'affiliation': 'AGH University of Krakow', 'emailHash': '26965c74929e2abb851a3cb87997ad51', 'db_id': 9459343, 'person_id': 9199315}"
Parallel session 15,parallel,New probes of nuclear gluon dynamics through photoproduction of charm in inelastic ultra-peripheral Pb–Pb collisions with ALICE,"Nese, Sigurd",University of Oslo (NO),NO,"In an ultra-peripheral collision, where the impact parameter is larger than the sum of the nuclear radii, the nuclei mainly interact electromagnetically. These reactions are mediated by virtual photons. A photon can interact with a gluon in the target nucleus and produce a pair of charm quarks. These charm quarks then fragment and are observed as open charm hadrons ($\rm D^{0}$, $\rm D^{∗} (2010)^{\pm}$ etc.) or vector mesons (J/ψ and ψ(2S)). This process has been used in e-p collisions to set stringent limits on the proton gluon distribution at low-$x$. The current measurements can provide similar constraints on the much less known nuclear gluon distributions. The cross sections and transverse momentum distributions for D mesons and J/ψ measured in ALICE will be presented. The results will be compared with model calculations.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Sigurd', 'last_name': 'Nese', 'fullName': 'Nese, Sigurd', 'id': '9385611', 'affiliation': 'University of Oslo (NO)', 'emailHash': '4ef4bf62153f48dcc5f3cd37bba4bdfb', 'db_id': 9385611, 'person_id': 9129411}"
Parallel session 22,parallel,Imaging event-by-event nuclear shapes in relativistic nuclear collisions,"Shen, Chun",Wayne State University,Unknown,"The event-by-event shapes of colliding nuclei are imprinted on flow patterns measured in relativistic heavy-ion collisions because of the strong hydrodynamic response to collision geometry. In this work, we perform high-statistics simulations to study the impacts of nuclear structure on the ratios of anisotropic flow observables between different collision systems. We study $^{208}$Pb+$^{208}$Pb and $^{129}$Xe+$^{129}$Xe collisions at the Large Hadron Collider, and find the ratios of anisotropic flow in the same centrality class between the two collision systems to be strongly affected by the nuclear structure inputs in the initial state, providing a novel opportunity to probe the deformed nuclear geometry at very high energies [1]. The ratios of $v_2\{4\}/v_2\{2\}$ in these collisions are sensitive to the nuclear skin thickness of the colliding nuclei, providing indirect constraints on the nuclei’s neutron skin. We will also highlight the unique opportunities at the upcoming fixed-target SMOG2 experiments at the LHCb. With input from ab initio calculations of the structure of $^{16}$O and $^{20}$Ne, we compute 3+1D hydrodynamic predictions for the anisotropic flow of Pb+Ne and Pb+O collisions to be tested with upcoming LHCb data. Elliptic flow in Pb+Ne collisions is significantly enhanced compared to the Pb+O baseline due to the shape of $^{20}$Ne, which is deformed in a bowling pin geometry [2]. These studies open a new and emerging avenue for synergy between the nuclear structure and heavy-ion communities, advancing the precision era of relativistic nuclear collisions.
 
[1] H. Mäntysaari, B. Schenke, C. Shen and W. Zhao, “Probing Nuclear Structure of Heavy Ions at the Large Hadron Collider,'' arXiv:2409.19064 [nucl-th]

[2] G. Giacalone, W. Zhao, et al. “The unexpected uses of a bowling pin: anisotropic flow in fixed-target $^{208}$Pb+$^{20}$Ne collisions as a probe of quark-gluon plasma,'' arXiv:2405.20210 [nucl-th]","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Chun', 'last_name': 'Shen', 'fullName': 'Shen, Chun', 'id': '9288772', 'affiliation': 'Wayne State University', 'emailHash': '9f353b749e354daeb5bee1672a7bbb6f', 'db_id': 9288772, 'person_id': 8858158}"
Parallel session 22,parallel,A new perspective on nuclear SIDIS and Drell-Yan data from dynamical TMD effects analysis,"Ke, Weiyao",Central China Normal University,Unknown,"The semi-inclusive deep inelastic scattering (SIDIS) and Drell-Yan (DY) processes are primary channels for studying the parton distributions of the proton and the nucleus, and for deducing the properties of cold nuclear matter. However, for nuclear targets, the DY and SIDIS differential cross-sections are modified by multiple interactions between the active parton and spectator nucleons, which we refer to as dynamical nuclear effects. Only recently have theoretical developments allowed us to understand these processes in the nuclear environment from first principles. We present the complete calculation of next-to-leading order (NLO) dynamical nuclear corrections to the longitudinal and transverse-momentum dependent (TMD) cross-sections in both reactions using the Soft Collinear Effective Theory with Glauber gluons. The main result that this talk focuses on is the first TMD analysis of the nuclear SIDIS and DY data that incorporates these dynamical effects.  We show for the first time medium-induced renormalization group (RG) equations improved to second order in opacity to estimate the truncation uncertainty and a rapidity RG (a Blaitsky-Fadin-Kuraev-Lipatov evolution) applied in the initial state for DY and the final state for SIDIS. We discuss the implications of the new theoretical analysis for the interpretation of existing data, and for the physics program of the future EIC.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Weiyao', 'last_name': 'Ke', 'fullName': 'Ke, Weiyao', 'id': '9288853', 'affiliation': 'Central China Normal University', 'emailHash': 'a7afed8de21ea4d11ea11b8e0296e571', 'db_id': 9288853, 'person_id': 8860826}"
Parallel session 22,parallel,Effects of sub-nucleonic fluctuations on the longitudinal structure of heavy-ion collisions,"Garcia Montero, Oscar Jesús",Unknown,Unknown,"Subnuclear fluctuations in the initial state of heavy-ion collisions impact not only transverse long-range correlations of small systems, but also the creation of longitudinal structures, measured in longitudinal decorrelation observables [1]. In this work, we study the emergence of long-range rapidity correlations in nuclear collisions due to the inclusion of event-by-event subnuclear fluctuations in the initial state, by using the 3D resolved McDIPPER for the initial state of ultra-relativistic heavy-ion collisions [2], and for the first time, we connect it to 3D phenomenology by evolving through a full hybrid evolution, including a pre-equilibrium stage, using the novel KøMPøST with charges [3], 3+1D viscous hydrodynamical evolution [4], and hadronic rescattering [5]. We present new results, focusing on the effect of sub-nuclear hotspots and (sub) nuclear thickness fluctuations on the longitudinal structure of observables, such as the flow decorrelations and directed flow. We include phenomenological results for large systems (Pb-Pb at $\sqrt{s_{\rm NN}}=5.02$ TeV) as well as predictions for the upcoming O+O and Ne+Ne runs ($\sqrt{s_{\rm NN}}=6.8$ TeV) at the LHC.

**References**
[1] U. Heinz and R. Snellings. Ann.
Rev. Nucl. Part. Sci., pp. 123–151, 2013, 1301.2826;ATLAS collaboration, Eur. Phys. J. C 78, 142 (2018)
[2] O. Garcia-Montero, H. Elfner and S. Schlichting, Phys.Rev.C 109 (2024) 4, 044916; O. Garcia-Montero, S. Schlichting and J. Zhu, *in preparation*
[3] T. Dore, X. Du, S. Schlichting, EPJ Web Conf. 296 (2024) 10003
[4] X.-Y. Wu, G.-Y. Qin, L.-G. Pang, and X.-N. Wang,
Phys. Rev. C 105, 034909 (2022)
[5] Weil *et al*,  Phys.Rev.C 94 (2016) 5, 054905","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Oscar Jesús', 'last_name': 'Garcia Montero', 'fullName': 'Garcia Montero, Oscar Jesús', 'id': '9288858', 'affiliation': '', 'emailHash': 'ff2d08ade59941a09862dc3658c2287a', 'db_id': 9288858, 'person_id': 8928269}"
Parallel session 22,parallel,A global analysis of the shapes of Xe-129 and Pb-208 at the Large Hadron Collider,"Van Der Schee, Wilke",CERN,Switzerland,"The six-hour Xe-129 run at the LHC has produced a remarkable wealth of physics, among which several studies of its nuclear shape. Previous works indicate that the elliptic flow ratio with Pb-208 collisions determines the quadrupole deformation ($\beta_2$) of Xe, while the $\rho_2$ elliptic flow-mean $p_T$ correlator informs us about the so-called triaxiality ($\gamma$). In this work, we go one step further and perform a global Bayesian analysis of Xe-Xe and Pb-Pb data at the LHC varying simultaneously the shapes of Xe, Pb and relevant Trajectum model parameters. This allows us to systematically assess the sensitivity of observables or ratio of observables to the shape of both Pb (in particular its neutron skin) and Xe (in particular $\beta_2$, its octupole $\beta_3$, $\gamma$ and its skin). Our Bayesian extractions lead to a picture for the ground states of these nuclei that is in remarkable agreement with complementary results using methods in low-energy nuclear structure physics. We comment on implications of the analysis of the shapes of other nuclei via future LHC experiments, with particular focus on isotopes relevant for neutrinoless double beta decay searches.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Wilke', 'last_name': 'Van Der Schee', 'fullName': 'Van Der Schee, Wilke', 'id': '9288898', 'affiliation': 'CERN', 'emailHash': 'ac9ef8d18cffa0dd05c90d0070af15d6', 'db_id': 9288898, 'person_id': 8932581}"
Parallel session 22,parallel,Imaging shapes of atomic nuclei in high-energy nuclear collisions at STAR experiment,"Zhang, Chunjian",Fudan University,Unknown,"The shape and orientation of colliding nuclei play a crucial role in determining the initial conditions of the QGP formed in central collisions, which influence key observables such as anisotropic and radial flow. For instance, central collisions of near-spherical Au nuclei create a QGP with a fixed, circular geometry, whereas prolate-shaped uranium nuclei can collide in a variety of orientations, producing QGP droplets of diverse shapes and sizes. Hence, by comparing systems with similar mass numbers, such as $^{238}$U and $^{197}$Au, we can map out their shape differences and gain deeper insights into the initial conditions of heavy ion collisions. In this talk, we present measurements of $v_2$, $p_T$ fluctuations, and
$v_2 - p_T$ correlations in $^{238}$U + $^{238}$U and $^{197}$Au + $^{197}$Au collisions. Our results reveal large differences in these observables between the two systems, particularly in central events. A comparison with hydrodynamic model calculations indicates a large deformation in uranium nuclei, consistent with previous low-energy experiments. However, data also imply a small deviation from axial symmetry in the ground states of the colliding $^{238}$U nuclei [1]. Our work introduces a novel approach for imaging nuclear shapes, enhances the modeling of QGP initial conditions, and sheds light on nuclear structure evolution across different energy scales. The potential applications of this method for other nuclear species are explored.

[1] STAR Collaboration, Nature 635, 67-72 (2024), https://doi.org/10.1038/s41586-024-08097-2","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Chunjian', 'last_name': 'Zhang', 'fullName': 'Zhang, Chunjian', 'id': '9414308', 'affiliation': 'Fudan University', 'emailHash': 'd4ef536f79c8bb305dc5bafcab81112e', 'db_id': 9414308, 'person_id': 8841429}"
Parallel session 22,parallel,Multiparticle Cumulants up to 8th Order to Constrain the Initial State in Xe-Xe and Pb-Pb Collisions in the CMS Experiment,"Dattamunsi, Aryaa",Indian Institute of Technology Madras (IN),India,"Xenon (Xe) nuclei are deformed and have a non-zero quadrupole moment, whereas lead (Pb) nuclei are considered spherical in shape. The study of Xe-Xe collisions at a center-of-mass energy per nucleon pair of $\sqrt{s_{_{\mathrm{NN}}}} = 5.44$ TeV opens up a window to study nuclear deformation at LHC. When compared to Pb-Pb collisions at $\sqrt{s_{_{\mathrm{NN}}}} = 5.36$ TeV, one can explore the dependence of the Fourier flow harmonics ($v_{n}$) on the size and initial-state geometry of the colliding systems. For the first time, correlations between higher-order moments ($\langle v_{n}^{k}v_{m}^{l}\rangle$, where $n,m = 2,3,4$ and $k,l = 2,4,6$) between two ($v_{2}$ and $v_{3}$ or $v_{2}$ and $v_{4}$) or even three flow harmonics ($v_{2}$, $v_{3}$ and $v_{4}$) are measured and compared between Xe-Xe and Pb-Pb collisions as a function of collision centrality. These new measurements have been calculated with multiparticle mixed harmonic cumulants (upto 8th order) using charged particles in the wide pseudorapidity region of the CMS detector ($|\mathrm{\eta}| < 2.4$) and in the transverse momentum range of $0.5 < p_\mathrm{T} < 3.0$ GeV/c. The results have also been compared to several theoretical model predictions. The observables measured in this analysis have been used to closely probe the non-linearities between $v_{2}$, $v_{3}$ and $v_{4}$ and their corresponding eccentricities $\epsilon_{2}$, $\epsilon_{3}$ and $\epsilon_{4}$. This not only helps us to constrain the deformation parameters of Xe nuclei, but can also significantly constrain initial-state model parameters and give us a better understanding of the evolution of the quark-gluon plasma created in heavy-ion collisions at LHC.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Aryaa', 'last_name': 'Dattamunsi', 'fullName': 'Dattamunsi, Aryaa', 'id': '9381762', 'affiliation': 'Indian Institute of Technology Madras (IN)', 'emailHash': '1b51ab06cd300fbc789fa255d62462f9', 'db_id': 9381762, 'person_id': 9125564}"
Parallel session 22,parallel,New constraints on nPDFs using dijets in pPb collisions at 8.16 TeV with CMS,"Nigmatkulov, Grigory",University of Illinois Chicago,USA,"Measurements of dijet production in heavy ion collisions can be used to probe the nuclear matter. In proton-lead collisions, the normalized average dijet pseudorapidity distributions can be used as a sensitive tool for constraining the nuclear modifications of parton distribution functions (nPDF) at different $Q^2$ scales and Bjorken-$x$. In such studies, it is possible to investigate, with a highest precision, the shadowing, anti-shadowing and EMC effects. In this talk, the first measurement of dijet average pseudorapidity measurements in pPb collisions at 8.16 TeV in the widest dijet transverse momentum ranges will be presented with the data samples collected with CMS at the LHC. The measured distributions are compared to pQCD calculations with state-of-art proton and nuclear PDFs.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Grigory', 'last_name': 'Nigmatkulov', 'fullName': 'Nigmatkulov, Grigory', 'id': '9381763', 'affiliation': 'University of Illinois Chicago', 'emailHash': '00400f1255cd8c62faf1ca8036cf6516', 'db_id': 9381763, 'person_id': 8930522}"
Parallel session 4,parallel,Perturbative high-energy evolution in the IP-Glasma initial state,"Mäntysaari, Heikki",University of Jyväskylä,Unknown,"We include the perturbative JIMWLK energy evolution into the IP-Glasma initial state description used to simulate the early-time dynamics in heavy ion collisions. By numerically solving the JIMWLK equation on an event-by-event basis, we obtain the energy (Bjorken-$x$) dependent structure of the colliding nuclei. This enables us to predict how the initial state evolves when moving from RHIC to LHC energies. [1]

Previously, the energy dependence in IP-Glasma was introduced through a Bjorken-$x$ dependent saturation scale extracted from fits to DIS structure data. In contrast, in our work we move beyond this parametrized approximation by providing a method to directly calculate the energy dependence. The energy-dependent initial state description is then coupled to relativistic hydrodynamics in the quark-gluon plasma phase and to the UrQMD hadronic afterburner, enabling us to simulate the full space-time evolution in heavy ion collisions. We demonstrate that incorporating the JIMWLK evolution significantly affects various flow observables.

The JIMWLK evolution applied in this work is constrained by the available $\mathrm{J}/\psi$ production data from HERA and from Ultra Peripheral Collisions at the LHC [2]. In addition to the JIMWLK-evolved initial state description, we determine an effective energy-dependent parametrization describing the energy-dependent nucleon structure, which can approximate the effect of JIMWLK evolution in IP-Glasma, enabling faster simulations.

References: 
[1] H. Mäntysaari, B. Schenke, C. Shen, W. Zhao, in preparation.
[2] H. Mäntysaari, B. Schenke, F. Salazar, Phys.Rev.D 106 (2022) 7, 074019, arXiv:2207.03712 [hep-ph].","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Heikki', 'last_name': 'Mäntysaari', 'fullName': 'Mäntysaari, Heikki', 'id': '9288639', 'affiliation': 'University of Jyväskylä', 'emailHash': '11f34cb7be7218304a0703cfacd6e2ba', 'db_id': 9288639, 'person_id': 8845351}"
Parallel session 4,parallel,The (3+1)D structure of the dilute Glasma,"Schmidt, Kayran",TU Wien,Unknown,"I will discuss the (3+1)D structure of the Glasma [1] in the dilute approximation, a semi-analytic framework for the computation of rapidity-dependent early-time observables in relativistic heavy-ion collisions. Based on the Color Glass Condensate effective field theory, where the gluonic interactions between the large Bjorken-x, static sources localized in the colliding nuclei are described by classical Yang-Mills equations, I will present remarkably simple, analytic solutions for the Glasma field strength tensor by linearizing the Yang-Mills equations for weak sources. I will discuss our results for Pb+Pb collisions at LHC and Au+Au collisions at RHIC energies using a generalized three-dimensional McLerran-Venugopalan nuclear model with parametrized longitudinal correlations inside the nucleus. I will also discuss pA collisions using an advanced nuclear model with individual quark hot spots focusing on rapidity-dependent factorization breakdown and event plane fluctuations.

[1] Ipp, A., Leuthner, M., Müller, D. I., Schlichting, S., Schmidt, K., & Singh, P.
Energy-momentum tensor of the dilute (3+1)D Glasma. [Phys.Rev.D 109 (2024) 9, 094040]","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Kayran', 'last_name': 'Schmidt', 'fullName': 'Schmidt, Kayran', 'id': '9288680', 'affiliation': '', 'emailHash': '27fb9971030d277816a994cd55695703', 'db_id': 9288680, 'person_id': 8879300}"
Parallel session 4,parallel,Pre-hydrodynamic jet momentum broadening beyond the jet quenching parameter,"Lindenbauer, Florian",TU Wien,Unknown,"It has recently been widely acknowledged that the initial stages are important for correctly describing jet quenching in heavy-ion collisions. In particular, the initial stages influence the emission spectrum of hard partons traversing the plasma. Such calculations require the knowledge of the momentum-broadening kernel $C$, which describes the probability of a jet parton receiving a momentum kick. While it is often employed in a harmonic approximation using the jet quenching parameter $\hat q$, in this talk, I will present our results for the kernel $C$ from QCD kinetic theory beyond this approximation. We show that the kernel is consistent with previous extractions of $\hat q$ and find that it is highly anisotropic at early times and that small-momentum exchange processes are more likely than expected from a Landau-matched thermal system. Our results may lead to a better description of jet quenching during the initial stages, which can be particularly significant for the ongoing and upcoming light-ion collision programs.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Florian', 'last_name': 'Lindenbauer', 'fullName': 'Lindenbauer, Florian', 'id': '9288701', 'affiliation': 'TU Wien', 'emailHash': '6f56c18325322a7029f9290f37c89bd4', 'db_id': 9288701, 'person_id': 8882881}"
Parallel session 4,parallel,Monte Carlo EKRT event generator for initializing 3+1 D fluid dynamics in high energy nuclear collisions,"Niemi, Harri",University of Jyväskylä,Unknown,"We present a novel Monte-Carlo implementation of the EKRT model, MC-EKRT, for computing partonic initial states in high-energy nuclear collisions [1]. Our new MC-EKRT event generator is based on collinearly factorized, dynamically fluctuating pQCD minijet production, supplemented with a saturation conjecture that controls the low-$p_T$ particle production. Previously, the EKRT model has been very successful in describing low-$p_T$ observables at mid-rapidity in heavy-ion collisions at the LHC and RHIC energies [2,3]. As novel features, our new MC implementation gives a full 3-dimensional initial state event-by-event, includes dynamical minijet-multiplicity fluctuations in the saturation and particle production, introduces a new type of spatially dependent fluctuating nuclear parton distribution functions, and accounts for the conservation of energy/momentum and valence-quark number. We show, by averaging a large set of event-by-event MC-EKRT initial conditions for 3+1 dimensional hydrodynamical evolution, that we obtain a good agreement with the rapidity-dependent multiplicity and elliptic flow data for LHC Pb+Pb and RHIC 200 GeV Au+Au collisions. This suggests that the same saturation mechanism that has successfully explained the mid-rapidity observables, works well also at larger rapidities. As a further application of MC-EKRT, we also study event-by-event fluctuations and decorrelations of initial eccentricities.

[1] M. Kuha, J. Auvinen, K. J. Eskola, H. Hirvonen, Y. Kanakubo, H. Niemi, arXiv:2406.17592 [hep-ph]
[2] H. Niemi, K. J. Eskola and R. Paatelainen, Phys. Rev. C 93, no.2, 024907 (2016)
[3] H. Hirvonen, K. J. Eskola and H. Niemi, Phys. Rev. C 106, no.4, 044913 (2022)","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Harri', 'last_name': 'Niemi', 'fullName': 'Niemi, Harri', 'id': '9288770', 'affiliation': 'University of Jyväskylä', 'emailHash': '37027143c5efa41d188ba3fdcd297830', 'db_id': 9288770, 'person_id': 8891033}"
Parallel session 4,parallel,Top-quark pair production in $p$+Pb collisions in the ATLAS experiment,"Grabowska-Bold, Iwona",AGH University of Krakow (PL),Poland,"Measurements of top-quark pairs in heavy-ion collisions are expected to provide novel probes of nuclear parton distribution functions at high Bjoerken-$x$ values, which are difficult to access experimentally using other available probes. We report the observation of top-quark pair production in proton-lead collisions at the centre-of-mass energy of 8.16 TeV in the ATLAS experiment at the LHC. Top-quark pair production is measured in the lepton+jets and the dilepton channels, with a significance well above 5 standard deviations in each channel separately. The nuclear modification factor $R_{p\mathrm{A}}$ is also measured for the first time for the top-quark pair process.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Iwona', 'last_name': 'Grabowska-Bold', 'fullName': 'Grabowska-Bold, Iwona', 'id': '9459440', 'affiliation': 'AGH University of Krakow (PL)', 'emailHash': 'd6c60f560a8c55f131facda14403a8e7', 'db_id': 9459440, 'person_id': 9199413}"
Parallel session 4,parallel,Experimental discovery of the nuclear shape phase transition and nuclear structure on ultrashort timescales at the LHC with ALICE,"Nielsen, Emil Gorm",University of Copenhagen (DK),DK,"The second-order shape phase transition of the Xe isotope chain, predicted to lie around $^{128}\text{Xe}$ to $^{130}$Xe, is challenging to measure in low-energy nuclear experiments. Recently, heavy-ion collisions have demonstrated their potential as an imaging tool for nuclear structure by examining anisotropic flow and its correlations with the mean transverse momentum. Hints of a triaxial structure in $^{129}$Xe have been found experimentally and theoretically using these methods; however, these studies were limited to exploring the first moment of the $\gamma$ distribution and could not distinguish between a rigid rotor and $\gamma$-soft nuclei. 

In this talk, a comprehensive study of the quadrupole deformation, nuclear diffuseness, and triaxial structure of $^{129}$Xe is presented through investigations of various anisotropic flow and mean transverse momentum observables. Additionally, the $\gamma$-soft structure of the $^{129}$Xe nuclei is investigated experimentally for the first time in heavy-ion collisions using a novel six-particle normalized cumulant, $ NC(v_2^4, \delta p_{\rm T}^2) $, which correlates the fourth moment of the elliptic flow, $ v_2^4$, with the fluctuations of the mean transverse momentum, $ \delta p_{\rm T}^2 $. This correlation is measured in Xe–Xe collisions at $ \sqrt{s_{\rm NN}} = 5.44$ TeV  against the baseline of spherical Pb nuclei in Pb–Pb collisions at $ \sqrt{s_{\rm NN}}$ = 5.02 TeV using the ALICE experiment at the LHC. Comparisons with calculations from state-of-the-art models, both with and without fluctuating shape parameters, provide a high-precision probe of the nuclear structure of $^{129}$Xe and facilitate the discovery of the nuclear shape phase transition.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Emil Gorm', 'last_name': 'Nielsen', 'fullName': 'Nielsen, Emil Gorm', 'id': '9385564', 'affiliation': 'University of Copenhagen (DK)', 'emailHash': 'fc2e08404ae7bc0e0f07fc1c4e83ad6e', 'db_id': 9385564, 'person_id': 8939071}"
Parallel session 4,parallel,Studies of nucleon structure at LHCb,"Corredoira Fernandez, Imanol",Université Paris-Saclay (FR),Unknown,"The LHCb detector’s forward geometry provides unprecedented access to
the very low regions of Bjorken \textit{x} inside the nucleon. With full particle ID and a fast DAQ, LHCb is able to fully reconstruct plentiful charged particles and neutral mesons, as well as relatively rare probes such as heavy quarks, providing a unique set of constraints on nucleon structure functions. This contribution will discuss new LHCb measurements sensitive to the low-\textit{x} structure of nucleons, and discuss the impact of recent LHCb measurements that dramatically reduce nPDF uncertainties.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Imanol', 'last_name': 'Corredoira Fernandez', 'fullName': 'Corredoira Fernandez, Imanol', 'id': '9396812', 'affiliation': 'Université Paris-Saclay (FR)', 'emailHash': '3b4ee47dd1cf518add4b88e6ac122169', 'db_id': 9396812, 'person_id': 9140848}"
Parallel session 32,parallel,The Fluctuating Boltzmann Equation and Short-Range Charge Correlations in Relativistic Heavy-Ion Collisions,"Yan, Li",Fudan University,Unknown,"Short-range correlations among hadrons in relativistic heavy-ion experiments are typically regarded as non-hydrodynamic and subtracted from the data. However, the fluid nature of the quark-gluon plasma (QGP) gives rise to short-range correlations stemming from hydrodynamic fluctuations. These correlations, driven by fluctuation-dissipation relations near local equilibrium, provide key insights into the transport properties of the QGP and can become particularly significant in the vicinity of the QCD critical region.

In this talk, we present a theoretical framework for calculating two-particle correlations of charged hadrons. Using the Schwinger-Keldysh formalism, we first derive an evolution equation for four-point functions of fields in complex scalar field theory. This equation can be interpreted using the Boltzmann-Langevin Equation (BLE), which  predicts the two-particle correlations in momentum space amongst the charges of a conducting fluid.  Our results demonstrate how measuring these short-range charge correlations in heavy ion collisions can constrain the transport properties of the QGP in detail.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Li', 'last_name': 'Yan', 'fullName': 'Yan, Li', 'id': '9288962', 'affiliation': 'Fudan University', 'emailHash': '6f94a4bd39033706560336169e68697a', 'db_id': 9288962, 'person_id': 8864417}"
Parallel session 32,parallel,Tilted emitting source in the heavy-ion collisions,"Lisa, Michael",Unknown,Unknown,"The three-dimensional structure of the initial state in heavy-ion collisions have become important topic of interest in the community, since it provides insights into the origins of anisotropic flow, the breaking of boost invariance, longitudinal de-correlation, and particle correlations observed after kinetic freeze-out. One of the important properties of the 3D initial state is the tilt of the particle-emitting source away from the beam direction—a phenomenon particularly pronounced at collision energies of a few GeV and lower. This tilt, rooted in the initial collision geometry’s three-dimensional structure, is relevant for understanding phenomena such as directed flow and particle polarization. However, a direct extraction of tilt from such measurements remains challenging.

By employing azimuthally-sensitive femtoscopy (asHBT), we explore the relationship between the tilt parameter measured experimentally and the predicted tilt of freeze-out coordinates from UrQMD model  [1]. This approach allows us to investigate the tilt of the pion-emitting source in Au+Au collisions at $\sqrt{s_{NN}}$ = 7.7, 14.5, and 27 GeV using asHBT techniques. 

While tilt might naively be expected to correlate strongly only with collision centrality, our findings indicate a more pronounced dependence on the momentum of particle pairs. This momentum dependence invites a reevaluation of directed flow: rather than attributing it to a uniform tilt of the emission source, we propose that distinct regions of homogeneity with varying orientations may underlie these observations.

Our approach offers a framework that the STAR experiment can employ to perform a precision extraction of tilt using the high-statistics BES-II data—measurements of which are currently underway and whose prospects we discuss here. By accurately determining tilt angles across different particle types and momenta, we aim to provide a more precise description of directed flow across species and momenta. This method offers a potentially clearer and more detailed framework for understanding directed flow and other phenomena influenced by the three-dimensional initial state.

[1] Yevheniia Khyzhniak and Michael Annan Lisa. “Pair momentum depen-
dence of tilted source in heavy ion collisions”. In: (Oct. 2024). arXiv:
2410.15134 [nucl-th].","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Michael', 'last_name': 'Lisa', 'fullName': 'Lisa, Michael', 'id': '9288965', 'affiliation': '', 'emailHash': '228fd029a04d10651c5cf7a65efb1e57', 'db_id': 9288965, 'person_id': 8923857}"
