Session,Type,Title,Speaker,Institute,Country,Raw_Speaker_Data
Poster session,poster,Centrality Detector for Collider-based Heavy Ion Experiments,"Milov, Alexander",Weizmann Institute of Science (IL),Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Alexander', 'last_name': 'Milov', 'fullName': 'Milov, Alexander', 'id': '1728309', 'affiliation': 'Weizmann Institute of Science (IL)', 'emailHash': 'dabec4a547e4b7726bba1e938754840e', 'db_id': 1728309, 'person_id': 1867581}"
Correlations and fluctuations,parallel,"Magnetohydrodynamics, charged currents and directed flow in heavy ion collisions","Gursoy, Umut",University of Utrecht (NL),Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Umut', 'last_name': 'Gursoy', 'fullName': 'Gursoy, Umut', 'id': '1728312', 'affiliation': 'University of Utrecht (NL)', 'emailHash': '09e90866d9394eec312cf38d0448eabe', 'db_id': 1728312, 'person_id': 1867584}"
Jets,parallel,"Zeroing in on the initial state - tomography combining bulk, jet and electromagnetic observables","Renk, Thorsten",University of Jyväskylä,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Thorsten', 'last_name': 'Renk', 'fullName': 'Renk, Thorsten', 'id': '1728315', 'affiliation': 'University of Jyväskylä', 'emailHash': '8630df57e574e58d6aa3c8ac319b3b22', 'db_id': 1728315, 'person_id': 1867587}"
Approach to equilibrium,parallel,Equilibration of anisotropic quark-gluon plasma produced by decays of color flux tubes,"Florkowski, Wojciech","Institute of nuclear Physics, Krakow",UK,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Wojciech', 'last_name': 'Florkowski', 'fullName': 'Florkowski, Wojciech', 'id': '1728316', 'affiliation': 'Institute of nuclear Physics, Krakow', 'emailHash': 'b0bec4b17ad65c9ae09dea09a55d59da', 'db_id': 1728316, 'person_id': 1867557}"
New theoretical developments,parallel,Center Domains and Their Phenomenological Consequences in Ultrarelativistic Heavy Ion Collisions,"Asakawa, Masayuki",Osaka University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Masayuki', 'last_name': 'Asakawa', 'fullName': 'Asakawa, Masayuki', 'id': '1728318', 'affiliation': 'Osaka University', 'emailHash': 'b660e43f8c6cb460bde0b2c079b4a796', 'db_id': 1728318, 'person_id': 1867589}"
Poster session,poster,Exact solutions of kinetic equation in the relaxation time approximation,"Ryblewski, Radoslaw",Institute of Nuclear Physics PAS,UK,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Radoslaw', 'last_name': 'Ryblewski', 'fullName': 'Ryblewski, Radoslaw', 'id': '1728321', 'affiliation': 'Institute of Nuclear Physics PAS', 'emailHash': '4dd3aee724d887869a8435aaa7fa53e6', 'db_id': 1728321, 'person_id': 1867588}"
Initial state physics,parallel,Decoherence between the initial and final state radiation in a dense QCD medium,"Martinez Guerrero, Mauricio",The Ohio State University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Mauricio', 'last_name': 'Martinez Guerrero', 'fullName': 'Martinez Guerrero, Mauricio', 'id': '1728325', 'affiliation': 'The Ohio State University', 'emailHash': '2c40c9917457db3a0dc0510e7cf72a2f', 'db_id': 1728325, 'person_id': 1867594}"
QCD phase diagram,parallel,Baseline for the energy dependence of higher moments of net-proton multiplicity distributions,"Luo, Xiaofeng",Central China Normal University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Xiaofeng', 'last_name': 'Luo', 'fullName': 'Luo, Xiaofeng', 'id': '1728330', 'affiliation': 'Central China Normal University', 'emailHash': 'd83c97960f73618c5f701f1551cc896f', 'db_id': 1728330, 'person_id': 1867598}"
Poster session,poster,From the Quark Gluon Plasma to Strongly Coupled Conformal Theories,"Nunes da Silva, Tiago",University of Groningen,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Tiago', 'last_name': 'Nunes da Silva', 'fullName': 'Nunes da Silva, Tiago', 'id': '1728333', 'affiliation': 'University of Groningen', 'emailHash': 'a53d97a222ffe5aad9c709c9db25abec', 'db_id': 1728333, 'person_id': 1867600}"
Poster session,poster,Pseudo-rapidity dependence of inclusive photon multiplicity distribution at forward rapidity in STAR at RHIC Beam Energy Scan energies,"Raniwala, Rashmi",University of Rajasthan (IN),India,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Rashmi', 'last_name': 'Raniwala', 'fullName': 'Raniwala, Rashmi', 'id': '1728337', 'affiliation': 'University of Rajasthan (IN)', 'emailHash': '0778047751528009268f3e8ea55d8c26', 'db_id': 1728337, 'person_id': 1867604}"
Poster session,poster,Higher order asymmetries with exact hydrodynamics,"Csanad, Mate","Eotvos University, Budapest",Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Mate', 'last_name': 'Csanad', 'fullName': 'Csanad, Mate', 'id': '1728339', 'affiliation': '', 'emailHash': '24a10f59d8f045e0298155bb34ee3555', 'db_id': 1728339, 'person_id': 1867606}"
New theoretical developments,parallel,New approach to lattice QCD thermodynamics from Yang-Mills gradient flow,"Hatsuda, Tetsuo",RIKEN,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Tetsuo', 'last_name': 'Hatsuda', 'fullName': 'Hatsuda, Tetsuo', 'id': '1728487', 'affiliation': 'RIKEN', 'emailHash': 'c7c32edba601e312f56ada75cf32ab82', 'db_id': 1728487, 'person_id': 1867735}"
Poster session,poster,The CBM-RICH detector,"Kopfer, Jan",University Wuppertal,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jan', 'last_name': 'Kopfer', 'fullName': 'Kopfer, Jan', 'id': '1728341', 'affiliation': 'University Wuppertal', 'emailHash': 'ae52de270814132ccac87648f04972e6', 'db_id': 1728341, 'person_id': 1867608}"
Poster session,poster,"Effect of the equation of state on particle spectra, elliptic flow and HBT radii","Dudek, Danuce",Universidade Estadual Paulista,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Danuce', 'last_name': 'Dudek', 'fullName': 'Dudek, Danuce', 'id': '1728343', 'affiliation': 'Universidade Estadual Paulista', 'emailHash': '34b4298ad9549becee81486f9ba07018', 'db_id': 1728343, 'person_id': 1867610}"
Poster session,poster,QCD-like theories at finite density,"Strodthoff, Nils",Universitaet Heidelberg,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Nils', 'last_name': 'Strodthoff', 'fullName': 'Strodthoff, Nils', 'id': '1728351', 'affiliation': 'Universitaet Heidelberg', 'emailHash': '9a1408eb54069ada9909ddefb20d7616', 'db_id': 1728351, 'person_id': 1867618}"
QCD at high temperature and/or density,unknown,Simulating full QCD at nonzero density using the complex Langevin equation,"Sexty, Denes",University of Heidelberg,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Denes', 'last_name': 'Sexty', 'fullName': 'Sexty, Denes', 'id': '1728356', 'affiliation': 'University of Heidelberg', 'emailHash': '7114fdd79931b865e40f0d5f5ab2377c', 'db_id': 1728356, 'person_id': 1867622}"
Heavy flavor,parallel,"Open charmed hadron production in p+p, Au+Au and U+U collisions at STAR","Ye, Zhenyu",University of Illinois at Chicago,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Zhenyu', 'last_name': 'Ye', 'fullName': 'Ye, Zhenyu', 'id': '1728357', 'affiliation': 'University of Illinois at Chicago', 'emailHash': 'f5bc719bfda3307ba471935436712d90', 'db_id': 1728357, 'person_id': 1867623}"
Poster session,poster,Quantifying the applicability of the fluid dynamical description of AA and pA collisions using Knudsen numbers,"Denicol, Gabriel",McGill University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Gabriel', 'last_name': 'Denicol', 'fullName': 'Denicol, Gabriel', 'id': '1728358', 'affiliation': 'McGill University', 'emailHash': 'c18223bf7c6c79f49ae9316ecea9dfbc', 'db_id': 1728358, 'person_id': 1867624}"
Poster session,poster,Systematic studies of the centrality dependence of soft photon   production in $Au+Au$ collision with PHENIX,"Bannier, Benjamin",Stony Brook University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Benjamin', 'last_name': 'Bannier', 'fullName': 'Bannier, Benjamin', 'id': '1728376', 'affiliation': 'Stony Brook University', 'emailHash': '9a0734652b390b27f040ca42b527dca4', 'db_id': 1728376, 'person_id': 1867640}"
QCD phase diagram,parallel,PHENIX beam energy scan results,"Soltz, Ron",Lawrence Livermore Nat. Laboratory (US),United States,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Ron', 'last_name': 'Soltz', 'fullName': 'Soltz, Ron', 'id': '1728377', 'affiliation': 'Lawrence Livermore Nat. Laboratory (US)', 'emailHash': '4461fcd6650e36587ab3679acbf9cd36', 'db_id': 1728377, 'person_id': 1867641}"
Poster session,poster,On Chemical Freeze-outs of Strange and Nonstrange Hadrons,"Bugaev, Kyrill","Bogolyubov Institute for Theoretical Physics of  NAS of Ukraine, Kiev, Ukraine",UK,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Kyrill', 'last_name': 'Bugaev', 'fullName': 'Bugaev, Kyrill', 'id': '1728378', 'affiliation': 'Bogolyubov Institute for Theoretical Physics of  NAS of Ukraine, Kiev, Ukraine', 'emailHash': 'c7a4450771626d7c862fb366048b26dc', 'db_id': 1728378, 'person_id': 1867432}"
Electromagnetic probes,parallel,Centrality dependence of soft photon production and its collective  flow in Au$+$Au collisions at $\sqrt{s_{NN}} = 200$ GeV,"Mizuno, Sanshiro",University of Tsukuba (JP),UK,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Sanshiro', 'last_name': 'Mizuno', 'fullName': 'Mizuno, Sanshiro', 'id': '1728385', 'affiliation': 'University of Tsukuba (JP)', 'emailHash': '3573f0a85e47c22ee2b7c3c231fd27db', 'db_id': 1728385, 'person_id': 1867646}"
Heavy flavor,parallel,"Measurement of single electrons from heavy flavor   decays from $p$$+$$p$, $d$$+$Au, and Cu$+$Cu collisions in the   PHENIX experiment","Lim, Sanghoon",Yonsei University,KR,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Sanghoon', 'last_name': 'Lim', 'fullName': 'Lim, Sanghoon', 'id': '1728387', 'affiliation': 'Yonsei University', 'emailHash': '900ea421021a5473633d3030865781a9', 'db_id': 1728387, 'person_id': 1867478}"
Poster session,poster,QGP formation time and the elliptic flow of direct photons,"LIU, Fu-Ming","CCNU, Wuhan",Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Fu-Ming', 'last_name': 'LIU', 'fullName': 'LIU, Fu-Ming', 'id': '1728492', 'affiliation': 'CCNU, Wuhan', 'emailHash': 'bf838aff330d2a0e28df1001a1c52aa5', 'db_id': 1728492, 'person_id': 1867740}"
Collective dynamics,parallel,"Spectra of identified particles, geometry categorization and bias, and global observables in d+Au collisions","Campbell, Sarah",Iowa State University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Sarah', 'last_name': 'Campbell', 'fullName': 'Campbell, Sarah', 'id': '1728389', 'affiliation': 'Iowa State University', 'emailHash': '9f2b38a6a844c823e59cb40d6fb770ac', 'db_id': 1728389, 'person_id': 1867647}"
Heavy flavor,parallel,"The fate of the weakly bound $\psi'$ in $p$$+$$p$, $d$$+$Au, A$+$A collisions","Durham, J. Matthew",Los Alamos National Laboratory,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'J. Matthew', 'last_name': 'Durham', 'fullName': 'Durham, J. Matthew', 'id': '1728390', 'affiliation': 'Los Alamos National Laboratory', 'emailHash': '9f7df025a17bd14ff5a7a77daa7f3b5e', 'db_id': 1728390, 'person_id': 1867648}"
Correlations and fluctuations,parallel,Long range rapidity correlations and $v_2$ of identified particles in $d$$+$Au collisions,"huang, shengli",PHENIX Collaboration,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'shengli', 'last_name': 'huang', 'fullName': 'huang, shengli', 'id': '1728391', 'affiliation': 'PHENIX Collaboration', 'emailHash': '232d72ce325894ba2f5f38f8c30e503f', 'db_id': 1728391, 'person_id': 1867649}"
Correlations and fluctuations,parallel,HBT and collective flow at mid-rapidity in $d$$+$Au collisions,"AJITANAND, Nuggehalli",Stony Brook University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Nuggehalli', 'last_name': 'AJITANAND', 'fullName': 'AJITANAND, Nuggehalli', 'id': '1728392', 'affiliation': 'Stony Brook University', 'emailHash': '9da2206287e955cf12c0eca3ef2f467b', 'db_id': 1728392, 'person_id': 1867650}"
Poster session,poster,Medium effects on the transport coefficients of a hot pion gas,"Mitra, Sukanya",Variable Energy Cyclotron Centre,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Sukanya', 'last_name': 'Mitra', 'fullName': 'Mitra, Sukanya', 'id': '1728417', 'affiliation': 'Variable Energy Cyclotron Centre', 'emailHash': '629d7f0611d228b77a3c6a5ee8d7cd4a', 'db_id': 1728417, 'person_id': 1867673}"
Poster session,poster,sPHENIX Detector and Physics Program,"Nagle, James",University of Colorado,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'James', 'last_name': 'Nagle', 'fullName': 'Nagle, James', 'id': '1728395', 'affiliation': 'Unknown', 'emailHash': '91879eadd1aefe73e10d642913c08b4d', 'db_id': 1728395, 'person_id': 1868558}"
Poster session,poster,Relaxation-time approximation and relativistic viscous hydrodynamics from kinetic theory,"Jaiswal, Amaresh","Tata Institute of Fundamental research, Mumbai",Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Amaresh', 'last_name': 'Jaiswal', 'fullName': 'Jaiswal, Amaresh', 'id': '1728398', 'affiliation': 'Tata Institute of Fundamental research, Mumbai', 'emailHash': '56a6e10f38c52a8ae82efef0e6d9bb75', 'db_id': 1728398, 'person_id': 1867655}"
Poster session,poster,Status of the NICA project at JINR,"Kekelidze, Vladimir",Joint Inst. for Nuclear Research (RU),UK,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Vladimir', 'last_name': 'Kekelidze', 'fullName': 'Kekelidze, Vladimir', 'id': '1728399', 'affiliation': 'Joint Inst. for Nuclear Research (RU)', 'emailHash': '175265daf78407ca49cfbe102029ba4b', 'db_id': 1728399, 'person_id': 1867656}"
Poster session,poster,Chemical and Thermal analysis of LHC data within a blast-wave model with two freeze-outs,"Lee, Kang Seog",Chonnam National University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Kang Seog', 'last_name': 'Lee', 'fullName': 'Lee, Kang Seog', 'id': '1728409', 'affiliation': 'Chonnam National University', 'emailHash': '9c0d2d828ac10b48594dd6116196b52a', 'db_id': 1728409, 'person_id': 1867666}"
Poster session,poster,Early thermal and chemical equilibration of quarks and gluons,"Monnai, Akihiko",RIKEN BNL Research Center,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Akihiko', 'last_name': 'Monnai', 'fullName': 'Monnai, Akihiko', 'id': '1728412', 'affiliation': 'RIKEN BNL Research Center', 'emailHash': 'f0bc1e93e692d54116d1ad7b4720cbac', 'db_id': 1728412, 'person_id': 1867669}"
Jets,parallel,Jet quenching from the lattice,"Panero, Marco",IFT UAM/CSIC,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Marco', 'last_name': 'Panero', 'fullName': 'Panero, Marco', 'id': '1728414', 'affiliation': 'IFT UAM/CSIC', 'emailHash': 'f7fafad51d7c482dfbf3bb9613e3ae59', 'db_id': 1728414, 'person_id': 1867670}"
Heavy flavor,parallel,Heavy-flavour production and nuclear modification factor in Pb-Pb collisions at $\sqrt{s_{\rm NN}}$ =2.76 TeV with ALICE,"Festanti, Andrea",Universita e INFN (IT),Italy,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Andrea', 'last_name': 'Festanti', 'fullName': 'Festanti, Andrea', 'id': '1728420', 'affiliation': 'Universita e INFN (IT)', 'emailHash': '18cdfaa58b9b0e724eb6928daef350f0', 'db_id': 1728420, 'person_id': 1867676}"
Poster session,poster,New results in the formalism and application of relativistic viscous hydrodynamics,"Jaiswal, Amaresh",Tata Institute of Fundamental Research,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Amaresh', 'last_name': 'Jaiswal', 'fullName': 'Jaiswal, Amaresh', 'id': '1728425', 'affiliation': 'Tata Institute of Fundamental Research', 'emailHash': '903a2d109197860444f45386e9dac33c', 'db_id': 1728425, 'person_id': 1867681}"
Electromagnetic probes,parallel,Thermal photon $v_3$ at LHC from event-by-event hydrodynamics,"Chatterjee, Rupa",Variable Energy Cyclotron Centre,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Rupa', 'last_name': 'Chatterjee', 'fullName': 'Chatterjee, Rupa', 'id': '1728431', 'affiliation': '', 'emailHash': '641dd4c47ff16b98a37c70846715855d', 'db_id': 1728431, 'person_id': 1867686}"
Jets,parallel,Semi-inclusive recoil jet distribution and di-jets imbalance  measurements in central Au+Au collisions in STAR,"Putschke, Joern",Wayne State University,United States,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Joern', 'last_name': 'Putschke', 'fullName': 'Putschke, Joern', 'id': '1728439', 'affiliation': 'Wayne State University', 'emailHash': 'f74feb8e490fe644e4f46de0f8939d3a', 'db_id': 1728439, 'person_id': 1867693}"
"Future experimental facilities, upgrades, and instrumentation",unknown,The STAR Heavy Flavor Tracker,"Qiu, Hao",LBNL,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Hao', 'last_name': 'Qiu', 'fullName': 'Qiu, Hao', 'id': '1728440', 'affiliation': 'LBNL', 'emailHash': '31b9e767a4a7e15c6975ecc41f173a5c', 'db_id': 1728440, 'person_id': 1867694}"
Poster session,poster,Search for Antimatter Muonic Hydrogen at RHIC,"Xin, Kefeng",Rice University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Kefeng', 'last_name': 'Xin', 'fullName': 'Xin, Kefeng', 'id': '1728441', 'affiliation': '', 'emailHash': '4577dc4570945541bcc278b185cd749f', 'db_id': 1728441, 'person_id': 1867695}"
Poster session,poster,$J/\psi$ production in minimum bias U+U collisions at $\sqrt{s_{NN}}=193$ GeV in the STAR experiment,"Kukral, Ota","Czech Technical University, Prague",Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Ota', 'last_name': 'Kukral', 'fullName': 'Kukral, Ota', 'id': '1728445', 'affiliation': 'Czech Technical University, Prague', 'emailHash': 'dd81dd444aafe68c7bdea1533c518954', 'db_id': 1728445, 'person_id': 1867699}"
Poster session,poster,Triangular Flow of Inclusive Charged and Identified Particles at RHIC,"Sun, Xu",Lawrence Berkeley National Laboratory,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Xu', 'last_name': 'Sun', 'fullName': 'Sun, Xu', 'id': '1728447', 'affiliation': 'Lawrence Berkeley National Laboratory', 'emailHash': '8b22481d0424d22090969d2cd975a49d', 'db_id': 1728447, 'person_id': 1867654}"
Initial state physics,parallel,"Searching for the ""Ridge"" in d+Au collisions at RHIC by STAR","Yi, Li",Purdue University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Li', 'last_name': 'Yi', 'fullName': 'Yi, Li', 'id': '1728448', 'affiliation': '', 'emailHash': 'f110e47142f7d5e1456d1f3defb03360', 'db_id': 1728448, 'person_id': 1867701}"
Correlations and fluctuations,parallel,"Freeze-out radii extracted using two- and three-pion Bose-Einstein correlations in pp, p-Pb, and Pb-Pb collisions at the LHC","Gangadharan, Dhevan Raja",Lawrence Berkeley National Lab. (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Dhevan Raja', 'last_name': 'Gangadharan', 'fullName': 'Gangadharan, Dhevan Raja', 'id': '1728449', 'affiliation': 'Lawrence Berkeley National Lab. (US)', 'emailHash': '1985de7fea4eceaaf00e539b168d38e7', 'db_id': 1728449, 'person_id': 1867702}"
Poster session,poster,The Forwards-Backwards Asymmetry of Charged Particles in pPb collisions at $\sqrt{s_{NN}}$ = 5.02 TeV with CMS,"Krajczar, Krisztian",CERN,Switzerland,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Krisztian', 'last_name': 'Krajczar', 'fullName': 'Krajczar, Krisztian', 'id': '1729711', 'affiliation': 'CERN', 'emailHash': 'e03acfc656c5dd30b5e2d10e872f3ae6', 'db_id': 1729711, 'person_id': 1868518}"
Poster session,poster,Identified particle femtoscopy in Pb-Pb collisions with ALICE at the LHC,"Beck, Hans",Johann-Wolfgang-Goethe Univ. (DE),Germany,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Hans', 'last_name': 'Beck', 'fullName': 'Beck, Hans', 'id': '1728454', 'affiliation': 'Johann-Wolfgang-Goethe Univ. (DE)', 'emailHash': '5f9f55e9944798a65ac5f16942131fbd', 'db_id': 1728454, 'person_id': 1867707}"
Correlations and fluctuations,parallel,"Flow harmonics in Pb+Pb collisions at energy of sqrt(sNN) = 2,76 TeV with the ATLAS detector","Derendarz, Dominik Karol",Polish Academy of Sciences (PL),Poland,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Dominik Karol', 'last_name': 'Derendarz', 'fullName': 'Derendarz, Dominik Karol', 'id': '1728455', 'affiliation': 'Polish Academy of Sciences (PL)', 'emailHash': '11832d8898ef11de86a67bbca886a067', 'db_id': 1728455, 'person_id': 1867708}"
Collective dynamics,parallel,"Light flavor hadron spectra at low-$p_{\rm T}$ and search for collective phenomena in high multiplicity pp, p-Pb and Pb-Pb collisions measured with the ALICE experiment","Andrei, Cristian",IFIN-HH Bucharest (RO),RO,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Cristian', 'last_name': 'Andrei', 'fullName': 'Andrei, Cristian', 'id': '1728456', 'affiliation': 'IFIN-HH Bucharest (RO)', 'emailHash': '6d18f288f3d77a95804286c5b50165de', 'db_id': 1728456, 'person_id': 1867709}"
Jets,parallel,"Centrality, rapidity and pT dependence of isolated prompt photon production in lead-lead collisions at sqrt(sNN)= 2.76 TeV with the ATLAS detector at the LHC","Steinberg, Peter Alan",Brookhaven National Laboratory (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Peter Alan', 'last_name': 'Steinberg', 'fullName': 'Steinberg, Peter Alan', 'id': '1728457', 'affiliation': 'Brookhaven National Laboratory (US)', 'emailHash': '47b904d74c150449d5653db6cc3fabfe', 'db_id': 1728457, 'person_id': 1867710}"
Poster session,poster,Sign Structures of Susceptibilities of Conserved Charges in the   (2+1) Polyakov Quark Meson Model,"Chatterjee, Sandeep",National Institute of Science Education and Research,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Sandeep', 'last_name': 'Chatterjee', 'fullName': 'Chatterjee, Sandeep', 'id': '1728460', 'affiliation': 'National Institute of Science Education and Research', 'emailHash': 'a26ba66b9eb6a775e89170b624c427d8', 'db_id': 1728460, 'person_id': 1867713}"
Poster session,poster,Femtoscopic analysis of charged kaon correlations at small relative momentum in $p+p$ collisions in STAR,"Nigmatkulov, Grigory",N,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Grigory', 'last_name': 'Nigmatkulov', 'fullName': 'Nigmatkulov, Grigory', 'id': '1728498', 'affiliation': 'N', 'emailHash': '1a0b4321ba66240a2af3c174fa6e6c6f', 'db_id': 1728498, 'person_id': 1867748}"
Poster session,poster,Quark-hadron phase transition in the PNJL model with hadronic excitations,"Yamazaki, Kanako",University of Tokyo,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Kanako', 'last_name': 'Yamazaki', 'fullName': 'Yamazaki, Kanako', 'id': '1728461', 'affiliation': 'University of Tokyo', 'emailHash': '2ba688e9a3e5094fbb09d3ee734e7b38', 'db_id': 1728461, 'person_id': 1867714}"
Poster session,poster,The deconfinement phase transition in simulations of relativistic nuclear collisions,"Steinheimer, Jan",FIAS,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jan', 'last_name': 'Steinheimer', 'fullName': 'Steinheimer, Jan', 'id': '1728463', 'affiliation': '', 'emailHash': '2dd89b929755503b966cafaec1c7c6b6', 'db_id': 1728463, 'person_id': 1867716}"
Poster session,poster,Towards the Test of Saturation Physics Beyond Leading Logarithm,"Zaslavsky, David",Penn State University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'David', 'last_name': 'Zaslavsky', 'fullName': 'Zaslavsky, David', 'id': '1728473', 'affiliation': 'Penn State University', 'emailHash': '3e58fbd15aef8548869812c14b37c3b1', 'db_id': 1728473, 'person_id': 1867725}"
Correlations and fluctuations,parallel,QGP properties from flow and correlations,"Nonaka, Chiho",Nagoya University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Chiho', 'last_name': 'Nonaka', 'fullName': 'Nonaka, Chiho', 'id': '1728479', 'affiliation': 'Nagoya University', 'emailHash': 'fc355eb064b8b8f97137ef98a01e52ca', 'db_id': 1728479, 'person_id': 1867729}"
Poster session,poster,Quarkonia production in p$+$p collisions from the STAR experiment,"Yang, Qian",U,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Qian', 'last_name': 'Yang', 'fullName': 'Yang, Qian', 'id': '1728483', 'affiliation': 'U', 'emailHash': '72df3177daa51d83a4e44376ba45d0ea', 'db_id': 1728483, 'person_id': 1867731}"
Poster session,poster,QCD Phase Diagram from the Lattice at Strong Coupling: Staggered vs. Wilson Fermions.,"Unger, Wolfgang",U,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Wolfgang', 'last_name': 'Unger', 'fullName': 'Unger, Wolfgang', 'id': '1728484', 'affiliation': 'U', 'emailHash': '1008bbb4a3514f71c7dbdefcd3332594', 'db_id': 1728484, 'person_id': 1867732}"
