Session,Type,Title,Speaker,Institute,Country,Raw_Speaker_Data
Poster Session,poster,Production of $D_{s}^{\pm}$ mesons in Au+Au collision at $\sqrt{s_{NN}}$ = 200 GeV by STAR,"Fu, Chuan",Central China Normal University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Chuan', 'last_name': 'Fu', 'fullName': 'Fu, Chuan', 'id': '4672559', 'affiliation': 'Central China Normal University', 'emailHash': None, 'db_id': 4672559, 'person_id': 4761752}"
Poster Session,poster,Hypernuclei Production in CBM at FAIR - A Feasibility Study,"Lymanets, Anton","GSI, Darmstadt",Germany,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Anton', 'last_name': 'Lymanets', 'fullName': 'Lymanets, Anton', 'id': '4554398', 'affiliation': 'GSI, Darmstadt', 'emailHash': '8750fe37596f37fe73a28befb2126624', 'db_id': 4554398, 'person_id': 4582342}"
Poster Session,poster,Measurements of charm and bottom productions via semi-leptonic decays in Au+Au collisions at $\sqrt{s_{\rm NN}}=200$ GeV at STAR,"Zhou, Yingjie",Central China Normal University  CCNU (CN),China,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yingjie', 'last_name': 'Zhou', 'fullName': 'Zhou, Yingjie', 'id': '4672554', 'affiliation': 'Central China Normal University  CCNU (CN)', 'emailHash': '0a5ced649f9397221640ee9b4c883f02', 'db_id': 4672554, 'person_id': 4761748}"
Poster Session,poster,Event-by-Event measurement of charge separation in Pb-Pb collisions at √sNN = 5.02 TeV in ALICE,"Sharma, Anjali",Panjab University (IN),India,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Anjali', 'last_name': 'Sharma', 'fullName': 'Sharma, Anjali', 'id': '4554375', 'affiliation': 'Panjab University (IN)', 'emailHash': '4715e524b704a440da2e2dba4060488b', 'db_id': 4554375, 'person_id': 4587487}"
Poster Session,poster,Strangeness production in Au+Au collisions at $\sqrt{s_{\rm{NN}}}=27$ and 54.4 GeV at STAR,"Leung, Yue-Hang",Lawrence Berkeley National Laboratory,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yue-Hang', 'last_name': 'Leung', 'fullName': 'Leung, Yue-Hang', 'id': '4672567', 'affiliation': 'Lawrence Berkeley National Laboratory', 'emailHash': None, 'db_id': 4672567, 'person_id': 4761760}"
Poster Session,poster,"Insight into $K^*(892)^{0}$  production in pp collisions as a function of collision energy,  event-shape and multiplicity with ALICE at the LHC","Rath, Rutuparna",Indian Institute of Technology  Indore (IN),India,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Rutuparna', 'last_name': 'Rath', 'fullName': 'Rath, Rutuparna', 'id': '4554368', 'affiliation': 'Indian Institute of Technology  Indore (IN)', 'emailHash': 'aad694138c92e5d5dbc5dc247b4694c6', 'db_id': 4554368, 'person_id': 4577859}"
Poster Session,poster,Elliptic flow of electrons from heavy-flavour hadron decays in Pb-Pb collisions at $\sqrt{s_{NN}} = $ 5.02 TeV with ALICE,"Tadokoro, Kenichi",University of Tsukuba,UK,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Kenichi', 'last_name': 'Tadokoro', 'fullName': 'Tadokoro, Kenichi', 'id': '4554384', 'affiliation': 'University of Tsukuba', 'emailHash': '3cf53f0991bd4ebbad362d7209925f75', 'db_id': 4554384, 'person_id': 4587213}"
Poster Session,poster,Isolated photon production in pp collisions at $\sqrt{s}=13$ TeV measured with ALICE,"Xu, Ran",Central China Normal University  CCNU (CN),China,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Ran', 'last_name': 'Xu', 'fullName': 'Xu, Ran', 'id': '4554376', 'affiliation': 'Central China Normal University  CCNU (CN)', 'emailHash': '92d422af52bde71ccec1547ab78985d1', 'db_id': 4554376, 'person_id': 4585412}"
Poster Session,poster,Time evolution of chirality imbalance of the massive fermions under parallel electric and magnetic fields,"Aoi, Hayato","Department of Physics, Faculty of Science, Tokyo University of Science",Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Hayato', 'last_name': 'Aoi', 'fullName': 'Aoi, Hayato', 'id': '4554378', 'affiliation': 'Department of Physics, Faculty of Science, Tokyo University of Science', 'emailHash': '186990978a48f68210395826b4a001db', 'db_id': 4554378, 'person_id': 4587439}"
Poster Session,poster,Charge dependent flow and the search for the chiral magnetic wave at the LHC with ALICE,"Shou, Qiye",Fudan University,China,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Qiye', 'last_name': 'Shou', 'fullName': 'Shou, Qiye', 'id': '4554379', 'affiliation': 'Fudan University', 'emailHash': 'faa774cb9edc9cd70ef3eda1e3ccf66b', 'db_id': 4554379, 'person_id': 4581153}"
Poster Session,poster,Non-prompt $\rm D^{0}$-meson production in Pb-Pb collisions at $\sqrt{s_{\rm NN}}$ = 5.02 TeV with ALICE,"Cai, Mengke",Central China Normal University  CCNU (CN),China,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Mengke', 'last_name': 'Cai', 'fullName': 'Cai, Mengke', 'id': '4554395', 'affiliation': 'Central China Normal University  CCNU (CN)', 'emailHash': '97a584009f19365e9a22e7a376d149e9', 'db_id': 4554395, 'person_id': 4582753}"
Poster Session,poster,Inclusive b-jet production with the ALICE detector at the LHC,"Ahammed, Zubayer",Department of Atomic Energy (IN),India,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Zubayer', 'last_name': 'Ahammed', 'fullName': 'Ahammed, Zubayer', 'id': '4554400', 'affiliation': 'Department of Atomic Energy (IN)', 'emailHash': '242024cd86aeb283e852165ab073cf3a', 'db_id': 4554400, 'person_id': 4582270}"
Poster Session,poster,Measurement of the Azimuthal Anisotropy of Charged Particle Production in Xe+Xe Collisions at $\sqrt{s_{NN}}$=5.44 TeV with the ATLAS Detector,ATLAS Collaboration,Unknown,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': '', 'last_name': 'ATLAS Collaboration', 'fullName': 'ATLAS Collaboration', 'id': '4554409', 'affiliation': '', 'emailHash': None, 'db_id': 4554409, 'person_id': 4581525}"
Poster Session,poster,Two-particle correlations with high-p$_{\rm{T}}$ $\Lambda$ baryons and $K^0_S$ mesons in pp collisions at ALICE,"Husova, Lucia Anna",University of Münster (DE),Germany,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Lucia Anna', 'last_name': 'Husova', 'fullName': 'Husova, Lucia Anna', 'id': '4554405', 'affiliation': 'University of Münster (DE)', 'emailHash': '65bdebb929b226061d0c06618ffff2e6', 'db_id': 4554405, 'person_id': 4581906}"
Poster Session,poster,J/psi polarization measurement in Pb-Pb collisions,"Micheletti, Luca",Universita e INFN Torino (IT),Italy,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Luca', 'last_name': 'Micheletti', 'fullName': 'Micheletti, Luca', 'id': '4554406', 'affiliation': 'Universita e INFN Torino (IT)', 'emailHash': '46958f39ea72c1bd6aac84d4921d7701', 'db_id': 4554406, 'person_id': 4581661}"
Poster Session,poster,J/Psi production at forward rapidities in ultra-peripheral collisions in ALICE,"Herman, Tomas",Czech Technical University (CZ),CZ,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Tomas', 'last_name': 'Herman', 'fullName': 'Herman, Tomas', 'id': '4554418', 'affiliation': 'Czech Technical University (CZ)', 'emailHash': 'b901dc0bebba1532fc744d8ee9ba70c8', 'db_id': 4554418, 'person_id': 4585918}"
Poster Session,poster,Collective effects in pp collisions with the balance function of the identified particles,"Khabanova, Zhanna",Nikhef,Netherlands,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Zhanna', 'last_name': 'Khabanova', 'fullName': 'Khabanova, Zhanna', 'id': '4554420', 'affiliation': 'Nikhef', 'emailHash': '293ede24631b1afb1bf4cb3ba46cb7ca', 'db_id': 4554420, 'person_id': 4585930}"
Poster Session,poster,"Measurement of proton-pion mixed cumulants in Au+Au collisions at $\sqrt{s_{NN}}$ = 19.6, 27 and 200 GeV in STAR","Mallick, Debasish",National Institute of Science Education and Research,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Debasish', 'last_name': 'Mallick', 'fullName': 'Mallick, Debasish', 'id': '4672534', 'affiliation': '', 'emailHash': 'fd926e54b9eb9c6b6864bf96ea8151e6', 'db_id': 4672534, 'person_id': 4584581}"
Poster Session,poster,Testbeam Results for the sPHENIX TPC Prototype,sPHENIX Collaboration,Unknown,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': '', 'last_name': 'sPHENIX Collaboration', 'fullName': 'sPHENIX Collaboration', 'id': '4554433', 'affiliation': '', 'emailHash': None, 'db_id': 4554433, 'person_id': 4586012}"
Poster Session,poster,Performance studies of scintillator tiles for the sPHENIX hadronic calorimeter,sPHENIX Collaboration,Unknown,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': '', 'last_name': 'sPHENIX Collaboration', 'fullName': 'sPHENIX Collaboration', 'id': '4554434', 'affiliation': '', 'emailHash': None, 'db_id': 4554434, 'person_id': 4585947}"
Poster Session,poster,Mechanical design of the sPHENIX MAPS-based vertex detector,sPHENIX Collaboration,Unknown,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': '', 'last_name': 'sPHENIX Collaboration', 'fullName': 'sPHENIX Collaboration', 'id': '4554438', 'affiliation': '', 'emailHash': None, 'db_id': 4554438, 'person_id': 4586004}"
Poster Session,poster,The STAR measurements on off-diagonal cumulants of net-particle multiplicity distributions in Au+Au collisions at $\sqrt{s_{NN}}$ = 7.7-200 GeV,"Chatterjee, Arghya",CCNU/ VECC,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Arghya', 'last_name': 'Chatterjee', 'fullName': 'Chatterjee, Arghya', 'id': '4672536', 'affiliation': 'CCNU/ VECC', 'emailHash': '743cf675b9aac8b11fbfa0c36e40c432', 'db_id': 4672536, 'person_id': 4761739}"
Poster Session,poster,The readout of the sPHENX MAPS vertex detector,sPHENIX Collaboration,Unknown,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': '', 'last_name': 'sPHENIX Collaboration', 'fullName': 'sPHENIX Collaboration', 'id': '4554444', 'affiliation': '', 'emailHash': None, 'db_id': 4554444, 'person_id': 4586001}"
Poster Session,poster,The sPHENIX MAPS-based vertex detector,sPHENIX Collaboration,Unknown,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': '', 'last_name': 'sPHENIX Collaboration', 'fullName': 'sPHENIX Collaboration', 'id': '4554447', 'affiliation': '', 'emailHash': None, 'db_id': 4554447, 'person_id': 4585998}"
Poster Session,poster,Uniform readout system for the sPHENIX electromagnetic and hadronic calorimeters,sPHENIX Collaboration,Unknown,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': '', 'last_name': 'sPHENIX Collaboration', 'fullName': 'sPHENIX Collaboration', 'id': '4554451', 'affiliation': '', 'emailHash': None, 'db_id': 4554451, 'person_id': 4585972}"
Poster Session,poster,SiPM testing for the sPHENIX electromagnetic and hadronic calorimeters,sPHENIX Collaboration,Unknown,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': '', 'last_name': 'sPHENIX Collaboration', 'fullName': 'sPHENIX Collaboration', 'id': '4554464', 'affiliation': '', 'emailHash': None, 'db_id': 4554464, 'person_id': 4585983}"
Poster Session,poster,Beam test results of the sPHENIX HCal prototype,sPHENIX Collaboration,Unknown,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': '', 'last_name': 'sPHENIX Collaboration', 'fullName': 'sPHENIX Collaboration', 'id': '4554470', 'affiliation': '', 'emailHash': None, 'db_id': 4554470, 'person_id': 4586006}"
Poster Session,poster,Development of large area silicon pixel detector assembly for heavy-ion collision experiments,"Zhang, Biao",Central China Normal University  CCNU (CN),China,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Biao', 'last_name': 'Zhang', 'fullName': 'Zhang, Biao', 'id': '4548468', 'affiliation': 'Central China Normal University  CCNU (CN)', 'emailHash': '8c90ffe68d2b2b2314c0f0b50b245564', 'db_id': 4548468, 'person_id': 4586515}"
Poster Session,poster,Gluon propagator in two-color dense QCD: Massive Yang-Mills approach at one-loop,"Suenaga, Daiki",Central China Normal University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Daiki', 'last_name': 'Suenaga', 'fullName': 'Suenaga, Daiki', 'id': '4578658', 'affiliation': 'Central China Normal University', 'emailHash': 'df54affd665bf764d83072cfc4b9023a', 'db_id': 4578658, 'person_id': 4538606}"
Poster Session,poster,Polarization transfer in hyperon decays and its eﬀect in relativistic nuclear collisions,"Cao, Gaoqing",Sun Yat-sen University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Gaoqing', 'last_name': 'Cao', 'fullName': 'Cao, Gaoqing', 'id': '4578663', 'affiliation': 'Sun Yat-sen University', 'emailHash': '6b167445938e82d2ceaa9c1e3b153dc4', 'db_id': 4578663, 'person_id': 4548417}"
Poster Session,poster,Shedding new light on the photon and dilepton spectral functions,"Jackson, Greg",University of Bern,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Greg', 'last_name': 'Jackson', 'fullName': 'Jackson, Greg', 'id': '4578661', 'affiliation': 'University of Bern', 'emailHash': '81b4ea94e578766621db2507b391d8a8', 'db_id': 4578661, 'person_id': 4547243}"
Poster Session,poster,Hanbury-Brown-Twiss radii at 200 GeV using anisotropic hydrodynamics,"Alqahtani, Mubarak",Kent State University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Mubarak', 'last_name': 'Alqahtani', 'fullName': 'Alqahtani, Mubarak', 'id': '4578682', 'affiliation': 'Kent State University', 'emailHash': 'b2a1114eb092e6a2e1c30949d6867119', 'db_id': 4578682, 'person_id': 4576242}"
Poster Session,poster,Anomaly with a non-relativistic dispersion relation,"Gao, Lanlan",Fudan University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Lanlan', 'last_name': 'Gao', 'fullName': 'Gao, Lanlan', 'id': '4578671', 'affiliation': 'Fudan University', 'emailHash': '2008a9f83396e58c720bcf4eba8611a1', 'db_id': 4578671, 'person_id': 4573696}"
Poster Session,poster,Hard symmetry breaking effects in effective theories of the QCD phase diagram,"Sharma, Rishi",TIFR,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Rishi', 'last_name': 'Sharma', 'fullName': 'Sharma, Rishi', 'id': '4578702', 'affiliation': 'TIFR', 'emailHash': 'c750499add349decb1a3cfdd1ca91aac', 'db_id': 4578702, 'person_id': 4584296}"
Poster Session,poster,Anomaly Effects in Transport Coefficients,"Taghinavaz, Farid",IPM,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Farid', 'last_name': 'Taghinavaz', 'fullName': 'Taghinavaz, Farid', 'id': '4578691', 'affiliation': 'IPM', 'emailHash': '0eb91cf7cb118547403f5b2e2b46fe5a', 'db_id': 4578691, 'person_id': 4577713}"
Poster Session,poster,Event shape and multiplicity dependence of identified particle production and freeze-out scenario in pp collisions at $\sqrt{s}$ = 13 TeV using PYTHIA8,"Sahoo, Raghunath",Indian Institute of Technology  Indore (IN),India,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Raghunath', 'last_name': 'Sahoo', 'fullName': 'Sahoo, Raghunath', 'id': '4578710', 'affiliation': 'Indian Institute of Technology  Indore (IN)', 'emailHash': '5e9ee078c0296b41a7757808274b3c42', 'db_id': 4578710, 'person_id': 4577860}"
Poster Session,poster,Nuclear modification factor of isolated photon production in pp and PbPb collisions at 5.02 TeV with the CMS detector,"Go for CMS Collaboration, Yeonju",Korea University (KR),Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yeonju', 'last_name': 'Go for CMS Collaboration', 'fullName': 'Go for CMS Collaboration, Yeonju', 'id': '4601052', 'affiliation': 'Korea University (KR)', 'emailHash': '733954850ea550f91deb6269af9e4da5', 'db_id': 4601052, 'person_id': 4696447}"
Poster Session,poster,Forward-backward centrality fluctuation and its influence on experimental observables in heavy-ion collisions,"Zhang, Chunjian",Shanghai Institute of Applied Physics,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Chunjian', 'last_name': 'Zhang', 'fullName': 'Zhang, Chunjian', 'id': '4578733', 'affiliation': 'Shanghai Institute of Applied Physics', 'emailHash': 'adbf8d5019c6ca8f68119c5cf449661c', 'db_id': 4578733, 'person_id': 4585729}"
Poster Session,poster,Nuclear modification of jet shape for inclusive jets and γ-jets at the LHC energies,"Chang, NingBo",Xinyang Normal University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'NingBo', 'last_name': 'Chang', 'fullName': 'Chang, NingBo', 'id': '4578773', 'affiliation': 'Xinyang Normal University', 'emailHash': '9cfe4479aae6fea36398397b22526a17', 'db_id': 4578773, 'person_id': 4579665}"
Poster Session,poster,Non-static properties of the chiral magnetic conductivity,"Horváth, Miklós","CCNU IoPP, Wuhan",Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Miklós', 'last_name': 'Horváth', 'fullName': 'Horváth, Miklós', 'id': '4578739', 'affiliation': '', 'emailHash': 'd9b241ad5eaabc434076ad30b2aeabf7', 'db_id': 4578739, 'person_id': 4585652}"
Poster Session,poster,Quarkonium dynamics with colorful stochastic potential,"Kajimoto, Shiori",Osaka University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Shiori', 'last_name': 'Kajimoto', 'fullName': 'Kajimoto, Shiori', 'id': '4578750', 'affiliation': 'Osaka University', 'emailHash': 'e4f1b184e7b8b181e94ac87aa1437277', 'db_id': 4578750, 'person_id': 4572221}"
Poster Session,poster,Constraining Particle Production in Au+Au Collisions at RHIC Energies Using A Multi Phase Transport Model,"Kumar, Lokesh",Panjab University (IN),India,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Lokesh', 'last_name': 'Kumar', 'fullName': 'Kumar, Lokesh', 'id': '4578754', 'affiliation': 'Panjab University (IN)', 'emailHash': 'c33c3b547826208f19272fb0b343d927', 'db_id': 4578754, 'person_id': 4579290}"
Poster Session,poster,Net-proton number fluctuations in partial chemical equilibrium,"Hillmann, Paula",Frankfurt Institute for Advanced Studies,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Paula', 'last_name': 'Hillmann', 'fullName': 'Hillmann, Paula', 'id': '4578765', 'affiliation': '', 'emailHash': 'adde5e1bdc2ee1d8fad6ad5713ad8979', 'db_id': 4578765, 'person_id': 4585514}"
Poster Session,poster,Hydrodynamic Attractor in Viscous Hubble Flow,"Du, Zhiwei",Fudan University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Zhiwei', 'last_name': 'Du', 'fullName': 'Du, Zhiwei', 'id': '4578767', 'affiliation': 'Fudan University', 'emailHash': 'e13e4f6b385238e6a54b5d1c1c314138', 'db_id': 4578767, 'person_id': 4579547}"
Poster Session,poster,Phenomenological formulation of relativistic spin hydrodynamics,"Taya, Hidetoshi",Fudan University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Hidetoshi', 'last_name': 'Taya', 'fullName': 'Taya, Hidetoshi', 'id': '4578780', 'affiliation': 'Fudan University', 'emailHash': 'a2a92f3fa97aab679d42145ca907c300', 'db_id': 4578780, 'person_id': 4581213}"
Poster Session,poster,Chiral Kinetic Theory from High Density Effective Theory and Reparametrization Invariance,"Shukla, Aradhya Kumar","School of Physics and Astronomy, Sun Yat-Sen University, Guangzhou, China",Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Aradhya Kumar', 'last_name': 'Shukla', 'fullName': 'Shukla, Aradhya Kumar', 'id': '4578796', 'affiliation': 'School of Physics and Astronomy, Sun Yat-Sen University, Guangzhou, China', 'emailHash': '5b9ed054ed3853cfd7cdeb2c102e5bbf', 'db_id': 4578796, 'person_id': 4581496}"
Poster Session,poster,Locating the critical point in QCD phase diagram using heat capacity,"Deb, Suman",Indian Institute of Technology  Indore (IN),Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Suman', 'last_name': 'Deb', 'fullName': 'Deb, Suman', 'id': '4578808', 'affiliation': 'Indian Institute of Technology  Indore (IN)', 'emailHash': '683e8512bb19efdc9751200b430947bd', 'db_id': 4578808, 'person_id': 4575173}"
Poster Session,poster,PHENIX probing forward/small-x dynamics from hadron production,"Lim, Sanghoon",University of Colorado Boulder,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Sanghoon', 'last_name': 'Lim', 'fullName': 'Lim, Sanghoon', 'id': '4625910', 'affiliation': 'University of Colorado Boulder', 'emailHash': '900ea421021a5473633d3030865781a9', 'db_id': 4625910, 'person_id': 4584719}"
Poster Session,poster,On the strength of the QCD crossover at small chemical potentials,"Kara, Ruben",University of Wuppertal,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Ruben', 'last_name': 'Kara', 'fullName': 'Kara, Ruben', 'id': '4578828', 'affiliation': 'University of Wuppertal', 'emailHash': '983cc0691229c1c111fc2373af77b5cf', 'db_id': 4578828, 'person_id': 4586054}"
Poster Session,poster,Search for the QCD Critical Point by Transverse Velocity Dependence of Anti-deuteron to Deuteron Ratio,"Yu, Ning",Xinyang Normal University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Ning', 'last_name': 'Yu', 'fullName': 'Yu, Ning', 'id': '4578833', 'affiliation': 'Xinyang Normal University', 'emailHash': 'eb3830ff71a744070022352d648e1657', 'db_id': 4578833, 'person_id': 4586050}"
Poster Session,poster,Kibble-Zurek scaling near the QCD critical point,"wu, shanjin",Peking University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'shanjin', 'last_name': 'wu', 'fullName': 'wu, shanjin', 'id': '4578835', 'affiliation': 'Peking University', 'emailHash': 'baf435fab651fc83fbe6dab419a12d4e', 'db_id': 4578835, 'person_id': 4586049}"
Poster Session,poster,The ALICE TPC: Upgrade and Physics Perspectives,"Nielsen, Borge",University of Copenhagen (DK),DK,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Borge', 'last_name': 'Nielsen', 'fullName': 'Nielsen, Borge', 'id': '4627599', 'affiliation': 'University of Copenhagen (DK)', 'emailHash': '82b02dfa6595449fc5857cbc2593e2d9', 'db_id': 4627599, 'person_id': 4721600}"
Poster Session,poster,System size and multiplicity dependence of thermal parameters in high energy collisions,"Sharma, Natasha",Panjab University (IN),United States,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Natasha', 'last_name': 'Sharma', 'fullName': 'Sharma, Natasha', 'id': '4578863', 'affiliation': 'Panjab University (IN)', 'emailHash': '99a6471346aa125c5d615c72919e9646', 'db_id': 4578863, 'person_id': 4579291}"
Poster Session,poster,Signatures of Chiral Magnetic Effect in Isobaric Collisions,"Zhang, Hui",South China Normal University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Hui', 'last_name': 'Zhang', 'fullName': 'Zhang, Hui', 'id': '4578882', 'affiliation': '', 'emailHash': '63e80f5954139b4f8a864a2d79c32038', 'db_id': 4578882, 'person_id': 4583204}"
Poster Session,poster,Quantum dissipation in the quarkonium evolution by Lindblad master equation,"Miura, Takahiro",Osaka University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Takahiro', 'last_name': 'Miura', 'fullName': 'Miura, Takahiro', 'id': '4578876', 'affiliation': '', 'emailHash': 'aa02ead2366c6bf3f134ecf910a9259a', 'db_id': 4578876, 'person_id': 4585876}"
Poster Session,poster,Study of in-medium momentum broadening with photon-jet momentum correlations in PbPb collisions at 5.02 TeV in the CMS experiment,"Bi for CMS Collaboration, Ran",Massachusetts Inst. of Technology (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Ran', 'last_name': 'Bi for CMS Collaboration', 'fullName': 'Bi for CMS Collaboration, Ran', 'id': '4598800', 'affiliation': 'Massachusetts Inst. of Technology (US)', 'emailHash': '181ad0e3d1a1fac703e694444330fd10', 'db_id': 4598800, 'person_id': 4695289}"
Poster Session,poster,Extracting jet transport parameter $\hat{q}$ from a multiphase transport model},"ZHOU, Fengchu",Guizhou normal university,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Fengchu', 'last_name': 'ZHOU', 'fullName': 'ZHOU, Fengchu', 'id': '4578896', 'affiliation': 'Guizhou normal university', 'emailHash': 'dabf4cb0a2025b174cb6c3005be0cc84', 'db_id': 4578896, 'person_id': 4585784}"
Poster Session,poster,Medium modifications of event shape in high-energy nuclear collisions,"Chen, Shi-Yong",CCNU,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Shi-Yong', 'last_name': 'Chen', 'fullName': 'Chen, Shi-Yong', 'id': '4578911', 'affiliation': 'CCNU', 'emailHash': '43efbb72d1e9ee7feb7cc6c3b1667211', 'db_id': 4578911, 'person_id': 4586417}"
Poster Session,poster,Using characteristic temperatures of transport coefficients to search for the QCD critical point,"Dore, Travis",University of Illinois Urbana-Champaign,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Travis', 'last_name': 'Dore', 'fullName': 'Dore, Travis', 'id': '4578914', 'affiliation': 'University of Illinois Urbana-Champaign', 'emailHash': 'af73336ece10cf1cc68e36940d6f1284', 'db_id': 4578914, 'person_id': 4586416}"
Poster Session,poster,Open Heavy-Flavour and J/psi production in peripheral PbPb collisions at LHCb,"Belin, Samuel","Universita e INFN, Cagliari (IT)",Italy,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Samuel', 'last_name': 'Belin', 'fullName': 'Belin, Samuel', 'id': '4670054', 'affiliation': 'Universita e INFN, Cagliari (IT)', 'emailHash': '6ec6fd98a4bb927fbe47eb4cac3a226b', 'db_id': 4670054, 'person_id': 4759427}"
