Session,Type,Title,Speaker,Institute,Country,Raw_Speaker_Data
Initial State,parallel,Determination of the neutron skin of Pb-208 from ultrarelativistic nuclear collisions,"Nijs, Govert",Massachusetts Institute of Technology,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Govert', 'last_name': 'Nijs', 'fullName': 'Nijs, Govert', 'id': '7818876', 'affiliation': 'Massachusetts Institute of Technology', 'emailHash': 'd4bb2c97ad04093255f550989f38fa70', 'db_id': 7818876, 'person_id': 7539925}"
EM Probes,parallel,Understanding the properties of the fireball with the polarization signature of thermal dileptons,"Seck, Florian",TU Darmstadt,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Florian', 'last_name': 'Seck', 'fullName': 'Seck, Florian', 'id': '7818827', 'affiliation': '', 'emailHash': 'cb1e8c854b5cdde704e4cb9bb2637839', 'db_id': 7818827, 'person_id': 7561272}"
EM Probes,parallel,Inverse slope of the photon $p_T$ spectrum and the QGP temperature profile,"Paquet, Jean-Francois",Vanderbilt University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jean-Francois', 'last_name': 'Paquet', 'fullName': 'Paquet, Jean-Francois', 'id': '7819178', 'affiliation': 'Vanderbilt University', 'emailHash': 'a61cf1299eb194e5632bf43330202713', 'db_id': 7819178, 'person_id': 7563046}"
EM Probes,parallel,Electromagnetic probes for critical fluctuations of phase transitions in dense QCD,"Nishimura, Toru",Unknown,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Toru', 'last_name': 'Nishimura', 'fullName': 'Nishimura, Toru', 'id': '7819215', 'affiliation': '', 'emailHash': 'ee41142740ef90df8c336a5a0f17f6d6', 'db_id': 7819215, 'person_id': 7563041}"
EM Probes,parallel,Pre-equilibrium Photon and Dilepton Production,"Plaschke, Philip",Bielefeld University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Philip', 'last_name': 'Plaschke', 'fullName': 'Plaschke, Philip', 'id': '7819081', 'affiliation': 'Bielefeld University', 'emailHash': 'cd82f2336e0df8bee90208cbb37888cb', 'db_id': 7819081, 'person_id': 7538282}"
EM Probes,parallel,Fate of the $\rho$ - $a_1$ mixing in dilepton production,"Sakai, Azumi",Sophia University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Azumi', 'last_name': 'Sakai', 'fullName': 'Sakai, Azumi', 'id': '7819214', 'affiliation': '', 'emailHash': 'cbfc6247d0e66d8a8a5d5318983229a3', 'db_id': 7819214, 'person_id': 7560283}"
Critical Point,parallel,Extracting the speed of sound in the strongly-interacting matter created in relativistic nuclear collisions with the CMS experiment,"Bernardes, Cesar",UNESP - Universidade Estadual  Paulista (BR),Brazil,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Cesar', 'last_name': 'Bernardes', 'fullName': 'Bernardes, Cesar', 'id': '7979024', 'affiliation': 'UNESP - Universidade Estadual  Paulista (BR)', 'emailHash': 'b54dcc63cd354534155dfb0d605f2bee', 'db_id': 7979024, 'person_id': 7708870}"
Critical Point,parallel,Exploring the Critical Points in QCD with Multi-Point Pade and Machine Learning Techniques in (2+1)-flavor QCD,"Goswami, Jishnu",Bielefeld University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jishnu', 'last_name': 'Goswami', 'fullName': 'Goswami, Jishnu', 'id': '7819059', 'affiliation': 'Bielefeld University', 'emailHash': 'c5e8ec8c712ea5f049e8599491b18537', 'db_id': 7819059, 'person_id': 7559343}"
Critical Point,parallel,Effects of first-order chiral phase transition in relativistic heavy-ion collisions,"Sun, KaiJia","Institute of Modern Physics, Fudan University, Shanghai, China",Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'KaiJia', 'last_name': 'Sun', 'fullName': 'Sun, KaiJia', 'id': '7818988', 'affiliation': 'Institute of Modern Physics, Fudan University, Shanghai, China', 'emailHash': '2e132dd95185baf2c04021a64d830f8b', 'db_id': 7818988, 'person_id': 7556100}"
Critical Point,parallel,Fluctuations near the liquid-gas and chiral phase transitions in hadronic matter,"Marczenko, Michał",University of Wrocław,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Michał', 'last_name': 'Marczenko', 'fullName': 'Marczenko, Michał', 'id': '7818924', 'affiliation': 'University of Wrocław', 'emailHash': '0de25e1dd53d07f6c8de0114427667ea', 'db_id': 7818924, 'person_id': 7518375}"
Critical Point,parallel,Universal cumulants from fluctuating width of rapidity distributions,"Bzdak, Adam",AGH University of Science and Technology,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Adam', 'last_name': 'Bzdak', 'fullName': 'Bzdak, Adam', 'id': '7819159', 'affiliation': 'AGH University of Science and Technology', 'emailHash': 'c75398a55c6362a4406eb62b3a5bddb7', 'db_id': 7819159, 'person_id': 7536310}"
Spin/EIC Physics,parallel,STAR Forward Detector Upgrade Status and Performance,"Wang, Zhen",Fudan University (CN),China,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Zhen', 'last_name': 'Wang', 'fullName': 'Wang, Zhen', 'id': '7979550', 'affiliation': '', 'emailHash': 'd85188f9a4c89f9c44bfd2a6de05b4fe', 'db_id': 7979550, 'person_id': 7792529}"
Spin/EIC Physics,parallel,Exploration of hadronization through heavy flavor production at the future Electron-Ion Collider,"Li, Xuan",Los Alamos National Laboratory,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Xuan', 'last_name': 'Li', 'fullName': 'Li, Xuan', 'id': '7824060', 'affiliation': 'Los Alamos National Laboratory', 'emailHash': '0b53772ecc6c17db85037f1750a99069', 'db_id': 7824060, 'person_id': 7527670}"
Spin/EIC Physics,parallel,Calculation of the Polarized Bethe-Heitler Cross Section for the Electron Ion Collider,"Gangadharan, Dhevan Raja",University of Houston (US),United States,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Dhevan Raja', 'last_name': 'Gangadharan', 'fullName': 'Gangadharan, Dhevan Raja', 'id': '7818808', 'affiliation': 'University of Houston (US)', 'emailHash': '1985de7fea4eceaaf00e539b168d38e7', 'db_id': 7818808, 'person_id': 7543135}"
Spin/EIC Physics,parallel,Probing gluon saturation through two-particle correlations at STAR and the EIC,"Chu, Xiaoxuan",Unknown,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Xiaoxuan', 'last_name': 'Chu', 'fullName': 'Chu, Xiaoxuan', 'id': '7977449', 'affiliation': '', 'emailHash': '00f9259b9de4a938aed2c0ceacf5bce8', 'db_id': 7977449, 'person_id': 7695879}"
Spin/EIC Physics,parallel,Harmonics of Parton Saturation in Lepton-Jet Correlations at the EIC,"Zhang, Yuan-Yuan",CUHK-SZ,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yuan-Yuan', 'last_name': 'Zhang', 'fullName': 'Zhang, Yuan-Yuan', 'id': '7819147', 'affiliation': 'CUHK-SZ', 'emailHash': '9cb533acc48e90b7ce2ce46e13621e8f', 'db_id': 7819147, 'person_id': 7559395}"
Spin/EIC Physics,parallel,Exploring the Spin Structure of the Nucleon at STAR,"Lin, Ting",Shandong University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Ting', 'last_name': 'Lin', 'fullName': 'Lin, Ting', 'id': '7979549', 'affiliation': '', 'emailHash': 'b2199c990ac5c2e50e29d6f68ff309da', 'db_id': 7979549, 'person_id': 7792527}"
Small Systems,parallel,AMY Lorentz invariant parton cascade,"Zapp, Korinna",Lund University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Korinna', 'last_name': 'Zapp', 'fullName': 'Zapp, Korinna', 'id': '7818834', 'affiliation': 'Lund University', 'emailHash': '6fe7565adeafb919cb2211d64959c2c0', 'db_id': 7818834, 'person_id': 7536382}"
Small Systems,parallel,Initial-state  and final-state effects on hadron production in small collision systems,"Vitev, Ivan",Lis Alamos National Laboratory,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Ivan', 'last_name': 'Vitev', 'fullName': 'Vitev, Ivan', 'id': '7818879', 'affiliation': '', 'emailHash': '24892447840676e23b8b8cf1de0f16f0', 'db_id': 7818879, 'person_id': 7523074}"
Small Systems,parallel,Search for longe-range QCD collective phenomena inside high-multiplicity jets in pp collisions with the CMS experiment,"Gardner, Parker",Rice University (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Parker', 'last_name': 'Gardner', 'fullName': 'Gardner, Parker', 'id': '7977356', 'affiliation': 'Rice University (US)', 'emailHash': '8aaa8f4658e7ba0e6c8cc7b6678b3e15', 'db_id': 7977356, 'person_id': 7690227}"
Small Systems,parallel,Hot spots in a proton,"Lappi, Tuomas",University of Jyvaskyla,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Tuomas', 'last_name': 'Lappi', 'fullName': 'Lappi, Tuomas', 'id': '7819181', 'affiliation': '', 'emailHash': '87ad43a34630eedf464200cebee1c285', 'db_id': 7819181, 'person_id': 7537244}"
Small Systems,parallel,Measurement of charged and full jet production and nuclear modification factor in pp and p−Pb collisions with ALICE,"Schmier, Austin",University of Tennessee (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Austin', 'last_name': 'Schmier', 'fullName': 'Schmier, Austin', 'id': '7977323', 'affiliation': 'University of Tennessee (US)', 'emailHash': '606c61039f18c9421599601bcc68fc07', 'db_id': 7977323, 'person_id': 7580472}"
Small Systems,parallel,Particle production and entropy measurement in ALICE,"Hutson, Alek",University of Houston (US),Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Alek', 'last_name': 'Hutson', 'fullName': 'Hutson, Alek', 'id': '7977322', 'affiliation': 'University of Houston (US)', 'emailHash': 'd647c8d7868a3e88a9a7eacd7dfeb000', 'db_id': 7977322, 'person_id': 7682292}"
Jets,parallel,Exploring perturbative QCD splittings in heavy-ion collisions,"Takacs, Adam",University of Bergen,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Adam', 'last_name': 'Takacs', 'fullName': 'Takacs, Adam', 'id': '7819196', 'affiliation': 'University of Bergen', 'emailHash': '409c082a3f5dcb5f15459869dff17efc', 'db_id': 7819196, 'person_id': 7562689}"
Jets,parallel,Measurements of jet momentum profile and generalized angularities in Au+Au collisions at $\sqrt{s_{NN}} = 200$ GeV at STAR,"Pani, Tanmay",Unknown,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Tanmay', 'last_name': 'Pani', 'fullName': 'Pani, Tanmay', 'id': '7977305', 'affiliation': '', 'emailHash': '2ce17cc7fd4eabc7f52858f814104b71', 'db_id': 7977305, 'person_id': 7695894}"
Jets,parallel,Resolving medium properties using high-$p_\mathrm{T}$ jets with jet and in-jet correlations in PbPb collisions at 5.02 TeV with the CMS detector,"Viinikainen, Jussi",Vanderbilt University (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jussi', 'last_name': 'Viinikainen', 'fullName': 'Viinikainen, Jussi', 'id': '7977304', 'affiliation': 'Vanderbilt University (US)', 'emailHash': '2212db33be944fba11f055162e05c99b', 'db_id': 7977304, 'person_id': 7690230}"
Jets,parallel,Thermalization of mini-jets in QCD kinetic theory,"Mazeliauskas, Aleksas",Heidelberg University (DE),United States,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Aleksas', 'last_name': 'Mazeliauskas', 'fullName': 'Mazeliauskas, Aleksas', 'id': '7818845', 'affiliation': 'Heidelberg University (DE)', 'emailHash': 'c061863400c26076300099b4a921011d', 'db_id': 7818845, 'person_id': 7558507}"
Future Experiments,parallel,Overview of the NA60+ experiment at the CERN SPS,"Alocco, Giacomo","Universita e INFN, Cagliari (IT)",Italy,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Giacomo', 'last_name': 'Alocco', 'fullName': 'Alocco, Giacomo', 'id': '7977303', 'affiliation': 'Universita e INFN, Cagliari (IT)', 'emailHash': 'aee2fb408e0c2a2b3161eb515d08e27e', 'db_id': 7977303, 'person_id': 7562456}"
Future Experiments,parallel,Commissioning and first collisions with the LHCb SMOG2 system,"Mariani, Saverio",CERN,Switzerland,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Saverio', 'last_name': 'Mariani', 'fullName': 'Mariani, Saverio', 'id': '7977302', 'affiliation': 'CERN', 'emailHash': 'aed0307bd0bd1d8d079bb621e38241a3', 'db_id': 7977302, 'person_id': 7681484}"
Future Experiments,parallel,The status of the CBM experiment at FAIR,"Hoehne, Claudia",University Giessen,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Claudia', 'last_name': 'Hoehne', 'fullName': 'Hoehne, Claudia', 'id': '7977301', 'affiliation': '', 'emailHash': '9083fc14f12d0343306ca0e0044729ff', 'db_id': 7977301, 'person_id': 7711764}"
Future Experiments,parallel,ALICE Forward Calorimeter (FoCal): Physics program and performance,"Jonas, Florian",Westfaelische Wilhelms-Universitaet Muenster (DE),United States,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Florian', 'last_name': 'Jonas', 'fullName': 'Jonas, Florian', 'id': '7977300', 'affiliation': 'Westfaelische Wilhelms-Universitaet Muenster (DE)', 'emailHash': '1f3d26f665d216deae2b340d8adf70fd', 'db_id': 7977300, 'person_id': 7682295}"
Future Experiments,parallel,Novel silicon detectors in ALICE at the LHC: the ITS3 and ALICE 3 upgrades,"Sanna, Isabella",Technische Universitat Munchen (DE),Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Isabella', 'last_name': 'Sanna', 'fullName': 'Sanna, Isabella', 'id': '7977278', 'affiliation': 'Technische Universitat Munchen (DE)', 'emailHash': '76354ec55df3ef2bbc26737ec120af65', 'db_id': 7977278, 'person_id': 7682294}"
Future Experiments,parallel,New opportunities for understanding high-density QCD matter with CMS Phase II detector at the High-Luminosity LHC era,"Ye, Zhenyu",University of Illinois at Chicago (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Zhenyu', 'last_name': 'Ye', 'fullName': 'Ye, Zhenyu', 'id': '7979553', 'affiliation': 'University of Illinois at Chicago (US)', 'emailHash': 'c662c266c801f18df158ac2a727b8d04', 'db_id': 7979553, 'person_id': 7792532}"
Astrophysics,parallel,Constraining (anti)nuclei measurements relevant for astrophysics with ALICE,"Pinto, Chiara",Technische Universitaet Muenchen (DE),Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Chiara', 'last_name': 'Pinto', 'fullName': 'Pinto, Chiara', 'id': '7977261', 'affiliation': 'Technische Universitaet Muenchen (DE)', 'emailHash': '55e47bdbef506dc1b93196197c00e389', 'db_id': 7977261, 'person_id': 7461768}"
Astrophysics,parallel,Causal and Stable Magnetohydrodynamics,"Kushwah, Khwahish","Universidade Federal Fluminense (UFF), Rio de Janeiro, Brazil",Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Khwahish', 'last_name': 'Kushwah', 'fullName': 'Kushwah, Khwahish', 'id': '7819029', 'affiliation': 'Universidade Federal Fluminense (UFF), Rio de Janeiro, Brazil', 'emailHash': '7f448938cd0274e9d599d3e031fdd30c', 'db_id': 7819029, 'person_id': 7541970}"
Astrophysics,parallel,Equations of state for neutron stars with phase transitions of different orders,"Clevinger, Alexander",Unknown,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Alexander', 'last_name': 'Clevinger', 'fullName': 'Clevinger, Alexander', 'id': '7818855', 'affiliation': '', 'emailHash': '1577f3a822d560554bcbdbaa8cb0e2a5', 'db_id': 7818855, 'person_id': 7536675}"
Astrophysics,parallel,Reaching percolation and conformal limits in neutron stars,"Sasaki, Chihiro",FIAS & Uni of Wroclaw,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Chihiro', 'last_name': 'Sasaki', 'fullName': 'Sasaki, Chihiro', 'id': '7819208', 'affiliation': '', 'emailHash': '8341eae9ca6fa1b98bedbda352f88f29', 'db_id': 7819208, 'person_id': 7518377}"
Astrophysics,parallel,Far-from-equilibrium relativistic hydrodynamics in neutron-star mergers,"Yang, Yumu",University of Illinois Urbana-Champaign,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yumu', 'last_name': 'Yang', 'fullName': 'Yang, Yumu', 'id': '7818936', 'affiliation': '', 'emailHash': 'bf680db9f5f5b514e0a50615c6747750', 'db_id': 7818936, 'person_id': 7537494}"
Astrophysics,parallel,Bayesian analysis of nontrivial features in the speed of sound inside neutron stars in light of astrophysical and pQCD constraints,"Mroczek, Débora",University of Illinois at Urbana-Champaign,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Débora', 'last_name': 'Mroczek', 'fullName': 'Mroczek, Débora', 'id': '7824549', 'affiliation': 'University of Illinois at Urbana-Champaign', 'emailHash': 'daac40618a0e71f441dfb944016c60c4', 'db_id': 7824549, 'person_id': 7537312}"
Light Flavor,parallel,Large isospin symmetry violation in kaon production,"Brylinski, Wojciech",Warsaw University of Technology (PL),Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Wojciech', 'last_name': 'Brylinski', 'fullName': 'Brylinski, Wojciech', 'id': '7977241', 'affiliation': 'Warsaw University of Technology (PL)', 'emailHash': '579a61551c80ec7df5d122d604e0674e', 'db_id': 7977241, 'person_id': 7541472}"
Light Flavor,parallel,Measurements of (anti)(hyper)nuclei with ALICE,"Vorobyev, Ivan",CERN,Switzerland,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Ivan', 'last_name': 'Vorobyev', 'fullName': 'Vorobyev, Ivan', 'id': '7977227', 'affiliation': 'CERN', 'emailHash': '6cf6459f05dfe9c90c94916a87c33be3', 'db_id': 7977227, 'person_id': 7681776}"
Light Flavor,parallel,Accessing strong interaction in three-hadron systems with ALICE,"Singh, Bhawani",Technische Universitaet Muenchen (DE),Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Bhawani', 'last_name': 'Singh', 'fullName': 'Singh, Bhawani', 'id': '7977204', 'affiliation': 'Technische Universitaet Muenchen (DE)', 'emailHash': '8472cd6f14f1bc071409f5838603cf1a', 'db_id': 7977204, 'person_id': 7461771}"
Jets,parallel,Probing the dynamics of color coherence with energy correlators,"Andres, Carlota","Ecole Polytechnique, CPHT",Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Carlota', 'last_name': 'Andres', 'fullName': 'Andres, Carlota', 'id': '7818996', 'affiliation': 'Ecole Polytechnique, CPHT', 'emailHash': 'df49632b5ba902b453a88745754c7eef', 'db_id': 7818996, 'person_id': 7539918}"
Jets,parallel,Study of jet energy redistribution and broadening using acoplanarity and planar flow measurements in pp and Pb--Pb collisions with ALICE,"Norman, Jaime",University of Liverpool (GB),UK,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jaime', 'last_name': 'Norman', 'fullName': 'Norman, Jaime', 'id': '7977190', 'affiliation': 'University of Liverpool (GB)', 'emailHash': '31122f53ce2130f69f5c5adcd3cfae44', 'db_id': 7977190, 'person_id': 7681811}"
Jets,parallel,Measurement of in-medium modification of energy-space structure of jets via $\gamma$ and $\pi^0$ triggered hadrons in Au+Au collisions at RHIC,"Connors, Megan",Georgia State University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Megan', 'last_name': 'Connors', 'fullName': 'Connors, Megan', 'id': '7977091', 'affiliation': 'Georgia State University', 'emailHash': '666645c0d7f7bf21f633aabb3ac84d8e', 'db_id': 7977091, 'person_id': 7726237}"
Jets,parallel,Studies of jet quenching and medium response using photon+jet events with ATLAS,"Mc Ginn, Christopher",Massachusetts Inst. of Technology (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Christopher', 'last_name': 'Mc Ginn', 'fullName': 'Mc Ginn, Christopher', 'id': '7979554', 'affiliation': 'Massachusetts Inst. of Technology (US)', 'emailHash': 'dc333a9b3a6235d790e3bf9d985aa613', 'db_id': 7979554, 'person_id': 7792534}"
Jets,parallel,Measurements of the substructure and radius dependence of jet quenching in PbPb collisions,"Hangal, Dhanush Anil",Lawrence Livermore Nat. Laboratory (US),United States,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Dhanush Anil', 'last_name': 'Hangal', 'fullName': 'Hangal, Dhanush Anil', 'id': '7977031', 'affiliation': 'Lawrence Livermore Nat. Laboratory (US)', 'emailHash': '8fd5dfe6aae1ca161afe6287ea112174', 'db_id': 7977031, 'person_id': 7698221}"
Heavy Flavor,parallel,A fluid-dynamic approach to heavy-quark diffusion in the quark-gluon plasma,"Capellino, Federica",GSI Darmstadt,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Federica', 'last_name': 'Capellino', 'fullName': 'Capellino, Federica', 'id': '7979552', 'affiliation': '', 'emailHash': 'a853f7abd1ab0c61684e303fc2662711', 'db_id': 7979552, 'person_id': 7556054}"
Heavy Flavor,parallel,Heavy-flavor transport and hadronization in proton-proton collisions,"Beraudo, Andrea","INFN, sezione di Torino (IT)",Italy,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Andrea', 'last_name': 'Beraudo', 'fullName': 'Beraudo, Andrea', 'id': '7819064', 'affiliation': 'INFN, sezione di Torino (IT)', 'emailHash': 'f1d93e73b9c9f38bb74d350c8072aeaf', 'db_id': 7819064, 'person_id': 7538364}"
Heavy Flavor,parallel,Event-by-event heavy-flavour dynamics: estimating the spatial diffusion coefficient $D_s$ from charm to the infinite mass limit,"Minissale, Vincenzo",Unknown,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Vincenzo', 'last_name': 'Minissale', 'fullName': 'Minissale, Vincenzo', 'id': '7819055', 'affiliation': '', 'emailHash': 'e0dc35ce5c4a162b65d27b81615bb5d2', 'db_id': 7819055, 'person_id': 7562266}"
Heavy Flavor,parallel,Microscopic Model for Quarkonia Production in Heavy-Ion collisions,"Aichelin, Joerg",SUBATECH,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Joerg', 'last_name': 'Aichelin', 'fullName': 'Aichelin, Joerg', 'id': '8001585', 'affiliation': 'SUBATECH', 'emailHash': 'ab58815ed65b505588e77e8d2196f46f', 'db_id': 8001585, 'person_id': 7563180}"
Heavy Flavor,parallel,First energy-energy correlators measurements for inclusive and heavy-flavour tagged jets with ALICE,"Fan, Wenqing",Lawrence Berkeley National Lab. (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Wenqing', 'last_name': 'Fan', 'fullName': 'Fan, Wenqing', 'id': '7977021', 'affiliation': 'Lawrence Berkeley National Lab. (US)', 'emailHash': '40291106cd941c64d994e1ef627babf8', 'db_id': 7977021, 'person_id': 7693078}"
Heavy Flavor,parallel,Probing parton formation times with $g\rightarrow c\bar{c}$ splitting,"Van Der Schee, Wilke",CERN,Switzerland,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Wilke', 'last_name': 'Van Der Schee', 'fullName': 'Van Der Schee, Wilke', 'id': '7819079', 'affiliation': 'CERN', 'emailHash': 'ac9ef8d18cffa0dd05c90d0070af15d6', 'db_id': 7819079, 'person_id': 7539924}"
Small Systems,parallel,Measurements of azimuthal anisotropies in $^{16}$O+$^{16}$O and $\gamma$+Au collisions from STAR,"Huang, Shengli",Stony Brook University,United States,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Shengli', 'last_name': 'Huang', 'fullName': 'Huang, Shengli', 'id': '7976941', 'affiliation': '', 'emailHash': 'a29485ad741f0a83800763f4d5933fb4', 'db_id': 7976941, 'person_id': 7695872}"
Small Systems,parallel,Flowing to the future: Simulating the tiniest fluids in 3+1 dimensions,"Schenke, Bjoern",Brookhaven National Lab,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Bjoern', 'last_name': 'Schenke', 'fullName': 'Schenke, Bjoern', 'id': '7819107', 'affiliation': 'Brookhaven National Lab', 'emailHash': '4a88eb902ae580760430eaf0464746cf', 'db_id': 7819107, 'person_id': 7522289}"
Small Systems,parallel,Correlation between $\Upsilon$(nS) meson and underlying event in $pp$ collision,"Citron, Zvi",Ben-Gurion University of the Negev (IL),IL,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Zvi', 'last_name': 'Citron', 'fullName': 'Citron, Zvi', 'id': '7976939', 'affiliation': 'Ben-Gurion University of the Negev (IL)', 'emailHash': '4eaa956d20587d785ed14fe911d73c60', 'db_id': 7976939, 'person_id': 7680977}"
Small Systems,parallel,Measuring jet quenching with a Bayesian Inference analysis of hadron and jet data by JETSCAPE,"Ehlers, Raymond",University of California Berkeley (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Raymond', 'last_name': 'Ehlers', 'fullName': 'Ehlers, Raymond', 'id': '7884909', 'affiliation': 'University of California Berkeley (US)', 'emailHash': '74d5703256a0a2ac12ed83af54d47972', 'db_id': 7884909, 'person_id': 7708080}"
Small Systems,parallel,Recent results from fixed-target collisions at LHCb,"Mattioli, Kara",Centre National de la Recherche Scientifique (FR),Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Kara', 'last_name': 'Mattioli', 'fullName': 'Mattioli, Kara', 'id': '7976925', 'affiliation': 'Centre National de la Recherche Scientifique (FR)', 'emailHash': '3b84713d1b35eeea767515bf342153c9', 'db_id': 7976925, 'person_id': 7681589}"
Small Systems,parallel,Small-system properties as measured with jets and high-$p_\mathrm{T}$ azimuthal anisotropy by the CMS experiment,"De Souza Lemos, Dener",University of Illinois at Chicago (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Dener', 'last_name': 'De Souza Lemos', 'fullName': 'De Souza Lemos, Dener', 'id': '7976900', 'affiliation': 'University of Illinois at Chicago (US)', 'emailHash': '966ee0f7aba280bb11d7d46f6ef50564', 'db_id': 7976900, 'person_id': 7690226}"
