Session,Type,Title,Speaker,Institute,Country,Abstract,Raw_Speaker_Data
Poster Session,poster,Energy loss and chiral magnetic effect,"Hansen, Jeremy",Iowa State University,USA,"Chiral media, such as quark-gluon plasma, possess a number of unique properties originating from the quantum phenomenon of the chiral anomaly. These properties can be measured by observing the propagation of fast charged particles moving through the medium and the radiation produced in the process. We show how the chiral anomaly confers distinctive features onto the particle energy loss and its radiation spectrum. We argue then that this makes quantum tomography a powerful and versatile tool to investigate the properties of chiral systems ranging from the Weyl semimetals to the quark-gluon plasma to the axion stars.

Based on Hansen and Tuchin, Phys. Rev. C 104, no.3, 034903 (2021) and Phys. Rev. D 105, no.11, 116008 (2022).","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jeremy', 'last_name': 'Hansen', 'fullName': 'Hansen, Jeremy', 'id': '7824257', 'affiliation': 'Iowa State University', 'emailHash': 'a4649d3a278bd0ac8c6ced324b870fcc', 'db_id': 7824257, 'person_id': 7528262}"
Poster Session,poster,Exploring neutron stars with three conserved charges in a newly optimized C++ Chiral Mean Field code,"Cruz Camacho, Nikolás",University of Illinois at Urbana-Champaign,USA,"The Chiral Mean Field model (CMF) has been successful in describing the equation of state at large baryon densities, such as those found in neutron stars, neutron star mergers, and heavy-ion collisions. The MUSES collaboration has rewritten the zero-temperature CMF model from Fortran 77 into a parallelized modern C++20 using OpenMP, which has resulted in at least an order of magnitude improvement in runtime. We obtained equations of state across $\mu_B$, $\mu_S$, and $\mu_Q$, and within the metastable regime around the quark deconfinement phase transition. The improved numerical resolution allows for the accurate computation of higher-order derivatives such as susceptibilities. Finally, we computed neutron star observables like quadrupole moment, Love number, moment of inertia, and mass-radius curve.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Nikolás', 'last_name': 'Cruz Camacho', 'fullName': 'Cruz Camacho, Nikolás', 'id': '7884694', 'affiliation': 'University of Illinois at Urbana-Champaign', 'emailHash': '45b101c0c0db92164f81a859961876b3', 'db_id': 7884694, 'person_id': 7531405}"
Poster Session,poster,Study of Baryon Number Transport via $\Omega$-hadron Correlations,"WU, XIATONG","Department of Physics and Astronomy, University of California, Los Angeles, CA 90095, USA",USA,"In nuclear collisions at low RHIC energies, although $s$ and $\bar{s}$ quarks are produced in  pairs, there is a significant excess of $\Omega^{-}$ over ${\bar{\Omega}}^{+}$ which suggests that $\Omega^{-}$ carries a net baryon number. Such an excess of net baryon number at mid-rapidity in Au+Au collisions manifests effective mechanisms of baryon number transport over a large rapidity gap. Gluon junction has been proposed as a possible structure allowing for baryon number transport over large rapidity gaps. We also argue that the net $\Omega^{-}$ production on the proton-going side of $p$+Au collisions may provide a sensitive probe of the gluon junction mechanism. We will present AMPT model simulations of $\Omega$-$K$, $\Omega$-$\Xi$, and $\Omega$-$\Lambda$ correlations in Au+Au collisions at $\sqrt{s_{NN}}$ = 14.6 GeV and 7.7 GeV as well as $p$+Au collisions at 62 GeV. These correlations reflect the effects of strangeness conservation and baryon number transport in nuclear collisions. In particular, the $\Omega$-hadron correlations in AMPT show distinct dependence on baryon densities indicating quantitative sensitivity to details of the baryon number transport dynamics. Results from the default and string-melting versions of the AMPT calculations are used to examine the imprints on such correlations left by the hadronization schemes of string fragmentation and quark coalescence, respectively. AMPT calculations predict very significant differences in the correlations at 7.7 GeV between these hadronization schemes, which can be used experimentally to investigate the extent of roles played by partonic degrees of freedom in Au+Au collisions at this energy. Implications on the experimental program to measure these correlations with the STAR experiment at RHIC will also be discussed.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'XIATONG', 'last_name': 'WU', 'fullName': 'WU, XIATONG', 'id': '7884850', 'affiliation': 'Department of Physics and Astronomy, University of California, Los Angeles, CA 90095, USA', 'emailHash': 'ebaff3805bb77d919122af52e2d9206a', 'db_id': 7884850, 'person_id': 7531675}"
Poster Session,poster,Proton-Endcap Electromagnetic Calorimeter of the ePIC Experiment at Electron-Ion Collider,"JI, ZHONGLING",UCLA,USA,"The proton-endcap Electromagnetic Calorimeter (pECal) of the ePIC experiment at the future Electron-Ion Collider (EIC) will cover the pseudorapidity range of 1.3 $< \eta <$ 4 in the hadron-going direction. In semi-inclusive deep inelastic scattering, the pECal is essential for measuring jets and heavy quarks in the hadron-going direction. These physics measurements require the pECal to have a moderate energy resolution, fine granularity, and a compact structure. We will present the current design of the pECal, a sampling calorimeter with a W-powder/ScFiber (W/ScFi) structure initially developed at UCLA. The W/ScFi detector design has unique features, such as a close-to-one e/h ratio suitable for hadron compensation, which is required for jet measurements. The simulated pECal performances match the requirements of the EIC scientific program very well. This design has been adopted by the current EIC detector plan (ePIC) and implemented in the ePIC software frameworks. I will discuss the design, advantages, and performances of the W/ScFi pECal detector based on the results of GEANT4 simulations. I will present the performances of the pECal in terms of separation of high-energy $\pi^0$ decay photons, identification of electrons, and measurements of jets and heavy-flavor jets.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'ZHONGLING', 'last_name': 'JI', 'fullName': 'JI, ZHONGLING', 'id': '7884699', 'affiliation': 'UCLA', 'emailHash': '5aa8eff3264cab83055ccd6a554efa63', 'db_id': 7884699, 'person_id': 7531840}"
Poster Session,poster,Structure in the speed of sound: from neutron stars to heavy-ion collisions,"Yao, Nanxi","University of Illinois, Urbana-Champaign",USA,"Neutron star equations of state that can sustain heavy neutron stars over 2 Msun necessitate a large, rapid rise in the speed of sound.  The family of equations of states, which assume electric neutrality along beta equilibrium and vanishing temperatures, with large bumps in the speed of sound have been suggested to be incompatible with the equation of state extracted from heavy-ion collisions. If it is true that heavy-ions exclude large bumps in the speed of sound up to values close to the causal limit, then this in turn excludes the possibility of ultra-massive neutron stars (i.e. up to 2.5 Msun).
In our studies, we convert equations of state with a bump in the speed of sound that are compatible with massive neutron stars to nearly symmetric nuclear matter using the nuclear symmetry energy expansion with 4 coefficients. With a range of different coefficients, we are able to obtain upper and lower bounds for converted symmetric nuclear matter with causality and stability constraints. We compare our converted equation of state with heavy-ion collision data by the hadronic transport method SMASH with the mean-field potential.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Nanxi', 'last_name': 'Yao', 'fullName': 'Yao, Nanxi', 'id': '7884720', 'affiliation': 'University of Illinois, Urbana-Champaign', 'emailHash': '8bb23dcc02fab7923167d50be4de130a', 'db_id': 7884720, 'person_id': 7531901}"
Poster Session,poster,Measurement of $\rm D^{0}$ Meson Tagged Jets in Au+Au Collisions at $\sqrt{s_{\rm NN}} = 200$ GeV at STAR,"Roy, Diptanil",Rutgers University,USA,"The properties of the Quark-Gluon Plasma (QGP) produced in heavy-ion collisions can be studied using jets generated in hard scattering processes at the early stages of the collision. These jets lose energy and have their shower structures modified relative to that in the vacuum due to jet-medium interaction — known as `jet quenching'.

The transverse momentum ($p_{\rm T}$) fraction of the jet carried by hadrons along the jet axis ($z = \vec{p}_{\rm T, hadron}\textbf{.}\hat{p}_{\rm T, jet}/|\vec{p}_{\rm T, jet}|$) is related to the jet fragmentation function, and connects the production of quarks and gluons in the perturbative regime with the hadronized final-state particles in the non-perturbative regime. In the QGP medium, modifications to the fragmentation function compared to that in a vacuum can provide insights into the underlying mechanism of jet quenching. A study of the fragmentation function for charm meson tagged jets can reveal further details about the flavor dependence of the medium-induced parton energy loss.

In this poster, we report measurements of $\rm D^{0}$ meson tagged jets in Au+Au collisions at $\sqrt{s_{\text{NN}}} = 200 \text{ GeV}$, collected by the STAR experiment at RHIC. We show the nuclear modification factors as a function of $p_{\rm T, jet}$ and $z$ for $\rm D^{0}$ jets. Additionally, we report the radial profile of the $\rm D^{0}$ mesons in these tagged jets. Such flavor tagged measurements can help to discriminate between different models of jet quenching in the medium and study the properties of the QGP.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Diptanil', 'last_name': 'Roy', 'fullName': 'Roy, Diptanil', 'id': '7824285', 'affiliation': 'Rutgers University', 'emailHash': 'd12127f1fdf5ca77303ca95a14efebde', 'db_id': 7824285, 'person_id': 7531905}"
Poster Session,poster,"An Augmented QCD Phase Portrait: Mapping Quark-Hadron Deconfinement for Hot, Dense, Rotating Matter under Magnetic Field","Mukherjee, Gaurav","Bhabha Atomic Research Centre, Homi Bhabha National Institute",Unknown,"The quark-hadron transition that happens in ultra-relativistic heavy-ion collisions is expected to be influenced by the effects of rotation and magnetic field, both present due to the geometry of a generic non-head-on impact. We augment the conventional $ T$--$\mu_B$ planar phase diagram for QCD matter by extending it to a multi-dimensional domain spanned by temperature $T$, baryon chemical potential $\mu_B$, external magnetic field $B$ and angular velocity $\omega$. Using two independent approaches, one from a rapid rise in entropy density and another dealing with a dip in the speed of sound, we identify deconfinement in the framework of a modified statistical hadronization model. We find that the deconfinement temperature $T_C(\mu_B,\omega,eB)$ decreases nearly monotonically with increasing $ \mu_B, \omega $ and $ eB $ with the most prominent drop (by nearly $40$ to $50$ MeV) in $T_C$ occurring when all the three quasi-control (collision energy and impact parameter dependent) parameters are  simultaneously tuned to finite values that are typically achievable in present and upcoming heavy-ion colliders.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Gaurav', 'last_name': 'Mukherjee', 'fullName': 'Mukherjee, Gaurav', 'id': '7884464', 'affiliation': 'Bhabha Atomic Research Centre, Homi Bhabha National Institute', 'emailHash': '28e117e73c4bbb52cd66fc3167044218', 'db_id': 7884464, 'person_id': 7533292}"
Poster Session,poster,Measurement of non-prompt D-mesons production in pp collisions at  √s = 13 TeV using Machine Learning (ML) techniques with  ALICE,"Bala, Renu",University of Jammu (IN),India,"The production of  hadrons containing charm or beauty quarks  in pp collisions provides an important test for quantum chromodynamics calculations.  These measurements  also serve as  reference for more complex systems such as Pb--Pb collisions, helping to characterize the various in-medium partonic energy loss mechanisms and their dependence on the quark mass. 
The excellent particle identification, track and decay-vertex reconstruction capabilities of the ALICE experiment, together with machine-learning techniques for multi-class classification, are exploited to separate the non-prompt D mesons from the prompt ones. The precise measurements of non-prompt D-mesons production, in particular, allow us to  investigate the production of beauty quarks in pp collisions. In this contribution, the latest results of the ALICE Collaboration on the measurement of non-prompt D mesons  with Machine-Learning techniques will be presented.  The results will also be compared with various theoretical models.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Renu', 'last_name': 'Bala', 'fullName': 'Bala, Renu', 'id': '7824461', 'affiliation': 'University of Jammu (IN)', 'emailHash': '65d89eabe6b91c9b4e98b5ad1ce66d16', 'db_id': 7824461, 'person_id': 7534033}"
Poster Session,poster,Strange hadron production in d+Au collisions at √sNN = 200 GeV using the STAR detector,"Aggarwal, Ishu",Unknown,Unknown,"Strangeness production has been suggested as a sensitive probe  to the dynamics of the deconfined matter created in   heavy-ion collisions. Ratios of particle yields involving strange particles  are often utilized to study properties of the nuclear matter at freeze-out, such as the strangeness chemical potential and the chemical freeze-out  temperature. The $d$+Au collisions bridge the multiplicity gap between  $p$+$p$  and Au+Au  collisions  and can provide insight to the role of event multiplicity in strange hadron production. The study of strange hadrons in $d$+Au collisions  can also help to understand their cold nuclear matter effects, a necessary ingredient for interpreting similar measurements in heavy-ion collisions.

In this poster, we will present new measurements on the production of strange hadrons  ($K{_S}{^0}$, $\Lambda$)  for different rapidity intervals in $d$+Au collisions at $\sqrt{s_{\rm{NN}}} =$ 200 GeV, recorded by the STAR experiment in 2016. We will report  transverse momentum ($p_{\rm{T}}$) spectra, $p_{\rm{T}}$ integrated yield dN/dy, average transverse momentum, yield ratios, nuclear modification factors, and rapidity asymmetry ($Y_{\rm{Asym}}$) for these strange hadrons. The physics implications of these measurements on the collision dynamics will be discussed.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Ishu', 'last_name': 'Aggarwal', 'fullName': 'Aggarwal, Ishu', 'id': '7824524', 'affiliation': '', 'emailHash': '5d4657fdf78d0a0f38a6f2eac5ffefe7', 'db_id': 7824524, 'person_id': 7534054}"
Poster Session,poster,Probing the effect of the nonextensivity on the transport properties of hot QCD medium at finite magnetic field and chemical potential,"Rath, Shubhalaxmi",Indian Institute of Technology Bombay,Unknown,"We have probed the effect of the nonextensivity on the transport properties related to the charge and heat in hot QCD medium at finite magnetic field and chemical potential. The coefficients associated with the charge and heat transport, such as the electrical conductivity, Hall conductivity, thermal conductivity and Hall-type thermal conductivity are determined using the nonextensive Tsallis framework within the relaxation time approximation of kinetic theory. The Tsallis distribution function encodes the effect of the nonextensivity, where the deviation of parameter $q$ from unity signifies the extent of the nonextensivity. The matter produced in heavy ion collisions may not be exactly in the locally equilibrated state, and for understanding the properties of such matter to a greater degree, the nonextensive Tsallis framework is a relevant approach to follow. Our observation shows that the electrical and thermal conductivities as well as their Hall components increase with the nonextensivity and this implies an increased deviation of both charge and heat transports from their counterparts at $q=1$. It is observed that the deviations of the abovementioned transport coefficients from their respective equilibrated values get further increased at finite magnetic field, whereas these deviations become decreased at finite chemical potential. Furthermore, the effects of the nonextensivity on the flow characteristics through the Knudsen number, specific heat and elliptic flow have been explored.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Shubhalaxmi', 'last_name': 'Rath', 'fullName': 'Rath, Shubhalaxmi', 'id': '7824491', 'affiliation': 'Indian Institute of Technology Bombay', 'emailHash': '1f01e9099b0e46a4b6e9ae566e8f3fbe', 'db_id': 7824491, 'person_id': 7534097}"
Poster Session,poster,Prospects for light (anti)nuclei measurements in jets in Run 3 with ALICE,"Rasa, Marika",University and INFN Catania,Unknown,"The production of light (anti)nuclei in high-energy hadronic collisions has been studied in depth with the ALICE experiment at the LHC.  Despite this, the production mechanism of light (anti)nuclei is still not well understood and remains a highly-discussed topic in the scientific community. One of the phenomenological models typically used to describe the hadronization process is the coalescence model. In this model, if the nucleons at kinetic freezeout are close in phase space and match their spin state they can bind and form a nucleus. More advanced coalescence model uses the Wigner formalism for the bound state.  A prediction of this model is an enhanced coalescence probability of nuclei in jets with respect to the underlying event in small collision systems. To test this prediction, ALICE has published a work where the (anti)deuteron coalescence parameter in and out of jets is measured in pp collisions, and the same study has been performed in p-Pb collisions, observing in both cases such enhancement.  In this poster, the prospects for light (anti)nuclei measurements in jets and in underlying event during the Run 3 will be presented, considering the developments along this research line and the expected precision obtained thanks to the integrated luminosity that will be collected.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Marika', 'last_name': 'Rasa', 'fullName': 'Rasa, Marika', 'id': '7824517', 'affiliation': 'University and INFN Catania', 'emailHash': '0a3e7a216f199c4511d8557e78743233', 'db_id': 7824517, 'person_id': 7534305}"
Poster Session,poster,MC-EKRT event generator for initializing 3+1 D hydrodynamics,"Kuha, Mikko",University of Jyväskylä,Unknown,"We present a Monte-Carlo implementation of the EKRT initial-state model (MC-EKRT) [1]. Our new MC-EKRT event generator is based on collinearly factorized, dynamically fluctuating pQCD minijet production, supplemented with a saturation conjecture that controls the low-$p_T$ particle production. Previously, the EKRT model has been very successful in describing low-$p_T$ observables at mid-rapidity in heavy-ion collisions at RHIC and LHC energies [2,3]. As novel features, our new MC implementation gives a full 3-dimensional initial state event-by-event, and includes dynamical fluctuations in the saturation and particle production. As a proof of principle study, we average a large set of event-by-event MC-EKRT initial conditions and compute the rapidity and centrality dependence of the charged hadron multiplicities and elliptic flow for the LHC Pb+Pb collisions using 3+1 D viscous fluid dynamical evolution. In particular, we show that global energy conservation and spatial dependence of the nuclear PDFs are essential features to reach a good agreement with the measurements.

[1] M. Kuha, J. Auvinen, K. J. Eskola, H. Hirvonen, Y. Kanakubo, H. Niemi, in preparation
[2] H. Niemi, K. J. Eskola and R. Paatelainen, Phys. Rev. C 93, no.2, 024907 (2016)
[3] H. Hirvonen, K. J. Eskola and H. Niemi, Phys. Rev. C 106, no.4, 044913 (2022)","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Mikko', 'last_name': 'Kuha', 'fullName': 'Kuha, Mikko', 'id': '7928886', 'affiliation': 'University of Jyväskylä', 'emailHash': 'ec5dbd22271bd093aa8394bc257a4234', 'db_id': 7928886, 'person_id': 7534472}"
Poster Session,poster,Probing parton shower and hadronization with novel jet substructure measurements at STAR,"Song, Youqi",Unknown,Unknown,"Jets are collimated sprays of final-state particles produced from initial high-momentum-transfer partonic scatterings in particle collisions. Since jets are multi-scale objects that connect asymptotically free partons to confined hadrons, jet substructure measurements in vacuum can provide insight into the parton evolution and the ensuing hadronization processes. With $\sqrt{s} = 200$ GeV $pp$ collision data recorded by the STAR experiment, we reconstruct full jets to measure CollinearDrop$-$SoftDrop jet correlation and the charge correlation ratio ($r_c$) with hadrons in jets, which probe the dynamics of the parton shower and hadronization, respectively.

The interplay between different stages of the parton shower can be explored with the correlation between SoftDrop and CollinearDrop groomed jet observables, the latter of which have an enhanced sensitivity to the soft radiation within jets. We present the first measurements of CollinearDrop jet mass and its correlation with SoftDrop groomed jet observables, such as the opening angle $R_{\mathrm{g}}$ and the shared momentum fraction $z_{\mathrm{g}}$. They are fully corrected for detector effects with a novel machine learning method, MultiFold, which preserves the correlations in the multi-dimensional observable phase space.

Precision measurements sensitive to the hadronization process are crucial for testing phenomenological models and furthering our understanding of non-perturbative QCD. The observable $r_c$ characterizes the fraction of string-like fragmentation by distinguishing the charge signs of leading and subleading charged particles within jets. We present the first measurement of $r_c$ in hadronic collisions and compare it to event generator predictions.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Youqi', 'last_name': 'Song', 'fullName': 'Song, Youqi', 'id': '7824519', 'affiliation': '', 'emailHash': '63d263900779cb5407f90d113f78804b', 'db_id': 7824519, 'person_id': 7534593}"
Poster Session,poster,Azimuthal correlations of heavy-flavor decay electrons and charged particles with the ALICE detector,"Flores, Amanda Nicole",University of Texas at Austin (US),USA,"Heavy-flavor (charm and beauty) quarks are generated primarily via hard scattering processes in high-energy hadronic collisions, and then undergo parton shower (fragmentation) and hadronization. Two-particle azimuthal correlations of heavy-flavor particles is a differential measurement which allows for the study of the fragmentation of heavy quarks. By measuring the azimuthal correlation in different transverse momentum ($p_T$) regions, one can study the details of the structure and particle momentum distribution of jets produced by the heavy-quark fragmentation process. The azimuthal correlations between electrons from heavy-flavor decays (trigger) and charged particles (associated) are studied in different trigger and associate particle $p_T$ regions. A distinguishing feature of heavy-ion collisions is the production of a hot and deconfined state of nuclear matter, called Quark Gluon Plasma (QGP). By comparing the heavy-flavor and charged particle azimuthal correlations in Pb-Pb collisions to measurements in smaller collision systems, we can determine how the heavy-quark fragmentation is modified by interactions with the QGP medium. In this poster, ALICE results on the modifications of the azimuthal distribution in Pb-Pb collisions with respect to pp collisions will be presented. The results in pp and p-Pb collision systems will also be shown and compared to predictions from Monte Carlo simulations.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Amanda Nicole', 'last_name': 'Flores', 'fullName': 'Flores, Amanda Nicole', 'id': '7824441', 'affiliation': 'University of Texas at Austin (US)', 'emailHash': '705275a19426ab6a3e8c957b3860969d', 'db_id': 7824441, 'person_id': 7534859}"
Poster Session,poster,Measurement of the $\Upsilon$ production in heavy-ion collisions at $\sqrt{s_{\rm NN}}$ = 200 GeV with the STAR detector,"Yang, Shuai",South China Normal University,Unknown,"Quarkonia play a unique role in probing the properties of the quark-gluon plasma (QGP). The dissociation of quarkonia due to the color screening was proposed as a direct signature of the QGP formation. On top of that, different states of quarkonium are expected to dissociate at different temperatures depending on their binding energies. Therefore, measurement of the expected sequential suppression for the three $\Upsilon$ states in heavy-ion collisions can be used to study the modification of the QCD force in the medium and the QGP’s thermodynamic properties.

This poster presents the $\Upsilon$ measurements in Au+Au and isobar (Ru+Ru and Zr+Zr) collisions at $\sqrt{s_{\rm NN}}$ = 200 GeV with the STAR experiment at RHIC. The nuclear modification factors are presented as functions of centrality and transverse momentum. In addition, these results are compared to those at the LHC and theoretical calculations. The physics implications are discussed as well.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Shuai', 'last_name': 'Yang', 'fullName': 'Yang, Shuai', 'id': '7824411', 'affiliation': 'South China Normal University', 'emailHash': '5f74f3fdd3f92b06951c6ac6b2b48c1f', 'db_id': 7824411, 'person_id': 7535186}"
Poster Session,poster,Strange hadron production in pp collisions with Run 3 data,"De Martin, Chiara",Universita e INFN Trieste (IT),Unknown,"The ratio between (multi-)strange and non-strange hadron yields increases with the multiplicity of charged particles produced in hadronic collisions, revealing a smooth transition from low multiplicity pp collisions to central Pb-Pb collisions. The microscopic origin of this behaviour, known as strangeness enhancement, has yet to be understood. The data collected by the ALICE experiment during Run 3 provide a unique opportunity to further investigate this phenomenon in high-multiplicity pp collisions, thanks to the unprecedented number of recorded events and to dedicated software filters developed for selecting and storing pp collisions containing strange hadron candidates. This poster presents the first measurement of strange hadron production in pp collisions at $\sqrt{s} = 13.6$ TeV collected by the ALICE experiment in 2022.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Chiara', 'last_name': 'De Martin', 'fullName': 'De Martin, Chiara', 'id': '7824260', 'affiliation': 'Universita e INFN Trieste (IT)', 'emailHash': 'b971075098ab96b78faa17367d924dd1', 'db_id': 7824260, 'person_id': 7535635}"
Poster Session,poster,Measurement of heavy-flavor electron production in Au+Au collisions at $\sqrt{s_{NN}}$ = 54.4 GeV at STAR,"Prozorova, Veronika",Czech Technical University in Prague,Unknown,"Studying heavy flavor can enhance our comprehension of parton interactions with the Quark-Gluon Plasma (QGP). Due to their significant mass, heavy quarks (charm and bottom) are mainly generated during the initial phase of high-energy heavy-ion collisions when hard scatterings are prevalent, and experience the entire evolution of the QGP. One way to study the production of heavy quarks is through the measurement of Heavy Flavor Electrons (HFE) - electrons emitted from the semi-leptonic decays of heavy-flavor hadrons.
 
 In this contribution, we will present measurements of HFE at low transverse momentum ($p_{\rm{T}}$) in Au+Au collisions at $\sqrt{s_{NN}}$ = 54.4 GeV using data taken in 2017 by the STAR experiment. We will show the yields and central-to-peripheral nuclear modification factors as functions of $p_{\rm{T}}$ and centrality.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Veronika', 'last_name': 'Prozorova', 'fullName': 'Prozorova, Veronika', 'id': '7824481', 'affiliation': 'Czech Technical University in Prague', 'emailHash': '85a12640f31de917271059f954336d35', 'db_id': 7824481, 'person_id': 7535820}"
Poster Session,poster,QCD mesonic screening masses using Gribov quantization,"N/A, SUMIT",IIT Roorkee,Unknown,"Chiral symmetry is lost at low temperatures, and pions are massless in the chiral limit;  there is no longer any screening mass. The screening mass of mesons approaches the standard value of $2 \pi T$ at high temperatures. The screening masses of mesons provide a gauge invariant and definite order parameter of chiral symmetry restoration. Different mesonic correlation lengths for flavor non-singlets, at least up to NLO, are well-defined gauge invariant physical quantities calculated earlier using the perturbative resummation techniques. It was found that these NLO corrections are small and come with a positive sign. The lattice simulation results match the existing perturbative results only in the high-temperature regime. There needs to be more clarity between the lattice results and the theoretical calculations at low temperatures, as the perturbative expansion fails at low temperatures. One of the ways to probe the low-temperature region is by using the non-perturbative Gribov resummation. We have studied the spatial correlation lengths $\zeta$ of various mesonic observables using the Gribov action in quenched QCD and for $(2+1)$ flavor QCD. In particular, we have calculated the non-perturbative NLO correction to the meson screening mass using the Gribov propagator. This correction has been calculated by following the analogies with the NRQCD effective theory, a well-known theory for studying heavy quarkonia at zero temperature.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'SUMIT', 'last_name': 'N/A', 'fullName': 'N/A, SUMIT', 'id': '7884476', 'affiliation': 'IIT Roorkee', 'emailHash': 'fdc59d58954242514c4bc8df8a0b7c69', 'db_id': 7884476, 'person_id': 7536040}"
Poster Session,poster,A New Horizon - Dielectron measurements with ALICE 3,"Scheid, Horst Sebastian",Goethe University Frankfurt (DE),Germany,"Electromagnetic radiation is emitted throughout the whole evolution of high-energy heavy-ion collisions. Due to their penetrating nature, real and virtual photons reach the detector unimpeded. Their measurement makes it possible to shed light on the different stages of the extreme states of matter created in such collisions.

In this poster, we will discuss dielectron measurements that will only be possible with a new generation's experiment at the LHC and the features of the ALICE 3 detector that will enable them. In particular, the rejection of dielectrons from correlated semi-leptonic decays of heavy-flavour hadrons will be evaluated. We will present the expected performance of differential measurements of the thermal emission of dielectrons and the derived early-time temperature of the medium. The unique possibility to probe the pre-hydrodynamic phase of the medium with $\rm e^{+}e^{-}$ pairs will be discussed. In addition, the capability for detailed studies of chiral symmetry restoration mechanisms with a precise measurement of the rho spectral function will be addressed.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Horst Sebastian', 'last_name': 'Scheid', 'fullName': 'Scheid, Horst Sebastian', 'id': '7824454', 'affiliation': 'Goethe University Frankfurt (DE)', 'emailHash': 'ca187f34481d2e484d081330dcafce31', 'db_id': 7824454, 'person_id': 7536202}"
Poster Session,poster,Measurement of  $\Xi_{\rm c}^0$ production as a function of multiplicity via hadron decay in pp collisions at $\mathbf{\sqrt{\textit s}}$ = 13 TeV with ALICE,"Fang, Tao",Central China Normal University  CCNU (CN),Unknown,"Measurements of the production of heavy-flavour hadrons in proton–proton (pp) collisions provide an important test of quantum chromodynamics (QCD).The heavy-flavour production cross section can be calculated using the factorisation approach as a convolution of three factors: the parton distribution functions, the partonic cross section, calculated with perturbative QCD calculations, and the fragmentation functions. Recent measurements of the baryon-to-meson (${\Lambda^+_{\rm{c}}/\rm{D}^0}$, ${{\Sigma^{0,++}_{\rm{c}}}/\rm{D}^0}$, ${\Xi^{0,+}_{\rm{c}}/\rm{D}^0}$ and ${\rm{BR\times\Omega^0_c/{D}^0}}$) ${p_{\rm{T}}}$-differential yield ratios in pp collisions are inconsistent with corresponding measurements in $\rm{e^+e^-}$ collision, indicating that the hadronisation of charm quarks is not a universal process among different collision systems. From measurements of the ${p_{\rm{T}}}$-differential ${\rm{\Lambda^+_c/D^0}}$ yield ratio as a function of the event multiplicity in pp collisions, the modificaion of the hadronisation mechanism is found to be multiplicity dependent. The measurement of the multiplicity dependence of the ${\rm{\Xi^0_c/\rm{D}^0}}$ yield ratio can provide further constraints on the study of charm hadronisation.

In this contribution, the production cross section of ${\rm{\Xi^0_c}}$ baryon reconstructed from the hadronic decay channel $\rm{\Xi_{c}^{0}}\rightarrow{\Xi^{-}\pi^{+}}$ and the baryon-to-meson yield ratio $\rm{\Xi^0_c/\rm{D}^0}$ as a function of charged-particle multiplicity in pp collisions at ${\sqrt{\textit s}}$ = 13 TeV at midrapidity with the ALICE detector at the LHC will be discussed.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Tao', 'last_name': 'Fang', 'fullName': 'Fang, Tao', 'id': '7824407', 'affiliation': 'Central China Normal University  CCNU (CN)', 'emailHash': 'e932b85593af4045b983939e27c61a2d', 'db_id': 7824407, 'person_id': 7536560}"
