Session,Type,Title,Speaker,Institute,Country,Raw_Speaker_Data
Jet modifications and high-pT hadrons,parallel,Jet quenching in Z/W+jet in heavy-ion collisions,"Zhang, Shanliang",Unknown,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Shanliang', 'last_name': 'Zhang', 'fullName': 'Zhang, Shanliang', 'id': '3529009', 'affiliation': '', 'emailHash': '4e161adf03d8c9e86e0aec5dc6f2308d', 'db_id': 3529009, 'person_id': 3643765}"
New theoretical developments,parallel,Anomlaous hydrodynamics from projection operator method,"Hongo, Masaru",RIKEN,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Masaru', 'last_name': 'Hongo', 'fullName': 'Hongo, Masaru', 'id': '3529033', 'affiliation': 'RIKEN', 'emailHash': 'aa999f61659d774f9dd4fdddbe633741', 'db_id': 3529033, 'person_id': 3643205}"
New theoretical developments,parallel,Characterizing hydrodynamical fluctuations in heavy­-ion collisions from effective field theory approach,"Lau, Pak Hang",MIT,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Pak Hang', 'last_name': 'Lau', 'fullName': 'Lau, Pak Hang', 'id': '3529020', 'affiliation': 'MIT', 'emailHash': '1f1e29527e6df9e351fb3df3865b7398', 'db_id': 3529020, 'person_id': 3647265}"
New theoretical developments,parallel,Particle production in high energy collisions: from high to low pt and back,"Jalilian-Marian, Jamal",Baruch College,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jamal', 'last_name': 'Jalilian-Marian', 'fullName': 'Jalilian-Marian, Jamal', 'id': '3529042', 'affiliation': 'Baruch College', 'emailHash': 'f037f8b535f1e4eb8bb98ade6219cb2f', 'db_id': 3529042, 'person_id': 3643186}"
Open heavy flavour,parallel,Development of heavy-flavour flow-harmonics in high-energy nuclear collisions,"Beraudo, Andrea","INFN, sezione di Torino (IT)",Italy,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Andrea', 'last_name': 'Beraudo', 'fullName': 'Beraudo, Andrea', 'id': '3529055', 'affiliation': 'INFN, sezione di Torino (IT)', 'emailHash': 'f1d93e73b9c9f38bb74d350c8072aeaf', 'db_id': 3529055, 'person_id': 3643913}"
Open heavy flavour,parallel,"Measurements of charm, bottom, and Drell-Yan via dimuons in $p$+$p$ and $p$+Au collisions at $\sqrt{s_{NN}}=200$ GeV with PHENIX at RHIC","Leung, Yue Hang",Stony Brook University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yue Hang', 'last_name': 'Leung', 'fullName': 'Leung, Yue Hang', 'id': '3552518', 'affiliation': 'Stony Brook University', 'emailHash': '28b09f1641b9f5604b9ce14478349e90', 'db_id': 3552518, 'person_id': 3736325}"
Open heavy flavour,parallel,The dynamical energy loss formalism: from explaining unexpected suppression patterns to implications for future experiments,"Djordjevic, Magdalena",Institute of Physics Belgrade,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Magdalena', 'last_name': 'Djordjevic', 'fullName': 'Djordjevic, Magdalena', 'id': '3529056', 'affiliation': 'Institute of Physics Belgrade', 'emailHash': 'cd2431a8a0df4620e2089e22395231b7', 'db_id': 3529056, 'person_id': 3642286}"
Open heavy flavour,parallel,Strong directed flow of heavy flavor as a probe of matter distribution in heavy-ion collisions,"Chatterjee, Sandeep","AGH University of Science and Technology, Krakow",Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Sandeep', 'last_name': 'Chatterjee', 'fullName': 'Chatterjee, Sandeep', 'id': '3529060', 'affiliation': 'AGH University of Science and Technology, Krakow', 'emailHash': 'a26ba66b9eb6a775e89170b624c427d8', 'db_id': 3529060, 'person_id': 3641101}"
Open heavy flavour,parallel,$\Lambda_C^{+}$ production in pp and PbPb collisions at 5.02 TeV with the CMS experiment,"Xiao, Rui",Purdue University (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Rui', 'last_name': 'Xiao', 'fullName': 'Xiao, Rui', 'id': '3586930', 'affiliation': 'Purdue University (US)', 'emailHash': 'be06f3ccdff3fcd68c1f5e231ea9d994', 'db_id': 3586930, 'person_id': 3769721}"
Open heavy flavour,parallel,"Measurements of D0 Meson Directed, Elliptic and Triangular Flow Using the STAR Detector at RHIC","Singha, Subhash",Kent State University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Subhash', 'last_name': 'Singha', 'fullName': 'Singha, Subhash', 'id': '3580467', 'affiliation': 'Kent State University', 'emailHash': '9529380e2fd6745718c9ab0269334a49', 'db_id': 3580467, 'person_id': 3763537}"
Open heavy flavour,parallel,Production of open charm and beauty states in pPb collisions with LHCb,"Sun, Jiayin",Tsinghua University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jiayin', 'last_name': 'Sun', 'fullName': 'Sun, Jiayin', 'id': '3584385', 'affiliation': 'Tsinghua University', 'emailHash': 'd92122ddb053426167b500ee6a49edbb', 'db_id': 3584385, 'person_id': 3767179}"
Quarkonia,parallel,Heavy Flavour production measurements in proton-lead and fixed target collisions at LHCb,"Chen, Shanzhen","Universita e INFN, Cagliari (IT)",Italy,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Shanzhen', 'last_name': 'Chen', 'fullName': 'Chen, Shanzhen', 'id': '3584386', 'affiliation': 'Universita e INFN, Cagliari (IT)', 'emailHash': 'd1fd9bd7eef7fa3e8b739711bdb88c69', 'db_id': 3584386, 'person_id': 3767180}"
Phase diagram and search for the critical point,parallel,Hydro+ : Hydrodynamics for the QCD critical point,"Stephanov, Misha",UIC,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Misha', 'last_name': 'Stephanov', 'fullName': 'Stephanov, Misha', 'id': '3529087', 'affiliation': 'UIC', 'emailHash': 'aa7724f89718607a916a87da863e5636', 'db_id': 3529087, 'person_id': 3643179}"
Phase diagram and search for the critical point,parallel,Higher moment fluctuations of identified particle distributions from ALICE,"Behera, Nirbhay Kumar",Inha University (KR),Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Nirbhay Kumar', 'last_name': 'Behera', 'fullName': 'Behera, Nirbhay Kumar', 'id': '3700499', 'affiliation': 'Inha University (KR)', 'emailHash': '9e158448e7a3736d238fb68b0c70a1a6', 'db_id': 3700499, 'person_id': 3876758}"
Phase diagram and search for the critical point,parallel,QCD transition at zero and non-zero baryon densities,"Steinbrecher, Patrick",Brookhaven National Laboratory and University of Bielefeld,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Patrick', 'last_name': 'Steinbrecher', 'fullName': 'Steinbrecher, Patrick', 'id': '3529119', 'affiliation': 'Brookhaven National Laboratory and University of Bielefeld', 'emailHash': '6e149faec24df7bb8b8d41a60711c0d0', 'db_id': 3529119, 'person_id': 3647053}"
Phase diagram and search for the critical point,parallel,Identifying the QCD transition with deep learning,"Pang, Long-Gang",Physics department of UC Berkeley,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Long-Gang', 'last_name': 'Pang', 'fullName': 'Pang, Long-Gang', 'id': '3529133', 'affiliation': 'Physics department of UC Berkeley', 'emailHash': '611d2bc08b59d8a86a61775205fb216e', 'db_id': 3529133, 'person_id': 3643088}"
QCD at high temperature,parallel,Relating the Lyapunov exponents to transport coefficients in kinetic theory,"Martinez Guerrero, Mauricio",North Caroline State University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Mauricio', 'last_name': 'Martinez Guerrero', 'fullName': 'Martinez Guerrero, Mauricio', 'id': '3529140', 'affiliation': 'North Caroline State University', 'emailHash': '3f9715bafdd55fb62d09516a4c511a89', 'db_id': 3529140, 'person_id': 3638966}"
QCD at high temperature,parallel,"Baryons, chiral symmetry and in-medium effects: results from lattice QCD","Allton, Chris",Swansea University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Chris', 'last_name': 'Allton', 'fullName': 'Allton, Chris', 'id': '3529145', 'affiliation': 'Swansea University', 'emailHash': '79c09f2f24ac0e7d100d3e39e8a07cd7', 'db_id': 3529145, 'person_id': 3641090}"
QCD at high temperature,parallel,T-Matrix Approach to Spectral and Transport Properties of the QGP,"Liu, Shuai",Texas A&M University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Shuai', 'last_name': 'Liu', 'fullName': 'Liu, Shuai', 'id': '3529136', 'affiliation': 'Texas A&M University', 'emailHash': '41f6aca36791e043e60c4b74647ee42c', 'db_id': 3529136, 'person_id': 3647410}"
QCD at high temperature,parallel,Parity doubling of baryons in QCD thermodynamics,"Sasaki, Chihiro",FIAS & Uni of Wroclaw,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Chihiro', 'last_name': 'Sasaki', 'fullName': 'Sasaki, Chihiro', 'id': '3529172', 'affiliation': '', 'emailHash': '3bd434da12b165df8ff4bbe96f79516a', 'db_id': 3529172, 'person_id': 3645083}"
Quarkonia,parallel,Quarkonium tomography of heavy ion collisions at the LHC,"Vitev, Ivan",Los Alamos National Laboratory,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Ivan', 'last_name': 'Vitev', 'fullName': 'Vitev, Ivan', 'id': '3529182', 'affiliation': 'Los Alamos National Laboratory', 'emailHash': None, 'db_id': 3529182, 'person_id': 3634913}"
Quarkonia,parallel,Bottomonium suppression at RHIC and LHC,"Krouppa, Brandon",Kent State University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Brandon', 'last_name': 'Krouppa', 'fullName': 'Krouppa, Brandon', 'id': '3529190', 'affiliation': 'Kent State University', 'emailHash': '672e77bf9efec8ac4ae2b61a9ba09963', 'db_id': 3529190, 'person_id': 3643102}"
Quarkonia,parallel,Realistic in-medium heavy-quark potential from high statistics lattice QCD simulations,"Rothkopf, Alexander",Heidelberg University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Alexander', 'last_name': 'Rothkopf', 'fullName': 'Rothkopf, Alexander', 'id': '3529202', 'affiliation': 'Heidelberg University', 'emailHash': '2782d9413a4abd288bbd2633f61c4ba1', 'db_id': 3529202, 'person_id': 3603362}"
Quarkonia,parallel,Recent Quarkonia Studies from the PHENIX Experiment,"Durham, John Matthew",Los Alamos National Laboratory,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'John Matthew', 'last_name': 'Durham', 'fullName': 'Durham, John Matthew', 'id': '3552488', 'affiliation': 'Los Alamos National Laboratory', 'emailHash': '9f7df025a17bd14ff5a7a77daa7f3b5e', 'db_id': 3552488, 'person_id': 3647473}"
Quarkonia,parallel,Quantum and Classical Dynamics of Heavy Quarks in a Quark-Gluon Plasma,"Escobedo Espinosa, Miguel Angel",University of Jyväskylä,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Miguel Angel', 'last_name': 'Escobedo Espinosa', 'fullName': 'Escobedo Espinosa, Miguel Angel', 'id': '3730142', 'affiliation': 'University of Jyväskylä', 'emailHash': 'd01141026ad41cba6e2ebc15f91a3e65', 'db_id': 3730142, 'person_id': 3903656}"
Initial state physics and approach to equilibrium,parallel,"Measurements of nuclear parton distribution functions using dijets, forward jets, and photo-nuclear jets at the CMS detector","Tapia Takaki, Daniel",University of Kansas,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Daniel', 'last_name': 'Tapia Takaki', 'fullName': 'Tapia Takaki, Daniel', 'id': '3597696', 'affiliation': 'University of Kansas', 'emailHash': '116242602be4136ec2884f90bd7999cf', 'db_id': 3597696, 'person_id': 3781493}"
Open heavy flavour,parallel,Measurements of strange and non strange beauty production in PbPb collisions at 5.02 TeV with the CMS detector,"Wang, Ta-Wei",Massachusetts Inst. of Technology (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Ta-Wei', 'last_name': 'Wang', 'fullName': 'Wang, Ta-Wei', 'id': '3586938', 'affiliation': 'Massachusetts Inst. of Technology (US)', 'emailHash': '2d267d1408c29632fb7b0ce549586f05', 'db_id': 3586938, 'person_id': 3769728}"
Open heavy flavour,parallel,Measurements of Open Charm and Bottom Production in Au+Au Collisions at √sNN = 200 GeV with the STAR Experiment at RHIC,"Radhakrishnan, Sooraj Krishnan",Lawrence Berkeley National Laboratory,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Sooraj Krishnan', 'last_name': 'Radhakrishnan', 'fullName': 'Radhakrishnan, Sooraj Krishnan', 'id': '3708535', 'affiliation': 'Lawrence Berkeley National Laboratory', 'emailHash': 'ae5102438a0188b2dc67c66a9c7c466b', 'db_id': 3708535, 'person_id': 3884448}"
Initial state physics and approach to equilibrium,parallel,Charmonium photoproduction in ultraperipheral and peripheral Pb-Pb collisions with ALICE at the LHC,"Mayer, Christoph",Polish Academy of Sciences (PL),Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Christoph', 'last_name': 'Mayer', 'fullName': 'Mayer, Christoph', 'id': '3553705', 'affiliation': 'Polish Academy of Sciences (PL)', 'emailHash': 'd1ff151bf7367a945b8610a1833b2ae2', 'db_id': 3553705, 'person_id': 3737625}"
Open heavy flavour,parallel,Non-strange and strange D-meson and charm-baryon production in heavy-ion collisions measured with ALICE at the LHC,"Peng, Xinye",Central China Normal University  CCNU (CN),Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Xinye', 'last_name': 'Peng', 'fullName': 'Peng, Xinye', 'id': '3553780', 'affiliation': 'Central China Normal University  CCNU (CN)', 'emailHash': '388f02e4d04e0caede04bcabd6de0189', 'db_id': 3553780, 'person_id': 3635879}"
Quarkonia,parallel,Quarkonium production in p-A collisions with ALICE,"Paul, Biswarup",Universita e INFN Torino (IT),India,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Biswarup', 'last_name': 'Paul', 'fullName': 'Paul, Biswarup', 'id': '3553791', 'affiliation': 'Universita e INFN Torino (IT)', 'emailHash': '75a8126a1bc473ed233176b157b4d5eb', 'db_id': 3553791, 'person_id': 3635166}"
Jet modifications and high-pT hadrons,parallel,Exploring jet profiles in pp and Pb-Pb collisions at 2.76 and 5.02 TeV with the ALICE detector,"Hosokawa, Ritsuya",University of Tsukuba (JP),UK,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Ritsuya', 'last_name': 'Hosokawa', 'fullName': 'Hosokawa, Ritsuya', 'id': '3553762', 'affiliation': 'University of Tsukuba (JP)', 'emailHash': '6b2bbc8a90d95b6a0fdb460c21075816', 'db_id': 3553762, 'person_id': 3737670}"
Correlations and fluctuations,parallel,Fluctuations of conserved charges in the canonical ensemble: confronting experimental results with theory,"Rustamov, Anar",National Nuclear Research Center (AZ),UK,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Anar', 'last_name': 'Rustamov', 'fullName': 'Rustamov, Anar', 'id': '3528845', 'affiliation': 'National Nuclear Research Center (AZ)', 'emailHash': 'cec04970b9c07ef8caac601ad013a3f9', 'db_id': 3528845, 'person_id': 3641717}"
Collectivity in small systems,parallel,Implications for small-system collectivity from a comprehensive set of  soft physics measurements in a wide rapidity range in 200 GeV p$+$Au collisions  by PHENIX,"Xu, Qiao",Vanderbilt University (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Qiao', 'last_name': 'Xu', 'fullName': 'Xu, Qiao', 'id': '3552430', 'affiliation': 'Vanderbilt University (US)', 'emailHash': '71964224cd97881662d86c8445901f4e', 'db_id': 3552430, 'person_id': 3736270}"
"Chirality, vorticity and polarisation effects",parallel,Global Lambda polarization in intermediate & high energy heavy ion collisions,"Xie, Yilong",University of Bergen,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yilong', 'last_name': 'Xie', 'fullName': 'Xie, Yilong', 'id': '3528648', 'affiliation': 'University of Bergen', 'emailHash': 'e618ba1836d6193c21449eee1f79714d', 'db_id': 3528648, 'person_id': 3638071}"
"Chirality, vorticity and polarisation effects",parallel,Global Polarization of Lambda Hyperons in Au+Au Collisions at 200 GeV from STAR,"Niida, Takafumi",Wayne State University,United States,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Takafumi', 'last_name': 'Niida', 'fullName': 'Niida, Takafumi', 'id': '3580435', 'affiliation': 'Wayne State University', 'emailHash': 'a6bcf2a7df71b01e46b5a5223d213055', 'db_id': 3580435, 'person_id': 3763511}"
Correlations and fluctuations,parallel,The evolution of the near-side peak in two-particle number and transverse momentum correlations in Pb-Pb collisions from ALICE,"Varga-Kofarago, Monika",Hungarian Academy of Sciences (HU),Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Monika', 'last_name': 'Varga-Kofarago', 'fullName': 'Varga-Kofarago, Monika', 'id': '3553643', 'affiliation': 'Hungarian Academy of Sciences (HU)', 'emailHash': 'fe91702459ed2edea8f3b26751d287c5', 'db_id': 3553643, 'person_id': 3641322}"
Electromagnetic and weak probes,parallel,nPDF studies with electroweak bosons in pPb collisions at 8.16 TeV with the CMS detector,"Stahl Leiton, Andre Govinda",Centre National de la Recherche Scientifique (FR),Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Andre Govinda', 'last_name': 'Stahl Leiton', 'fullName': 'Stahl Leiton, Andre Govinda', 'id': '3586920', 'affiliation': 'Centre National de la Recherche Scientifique (FR)', 'emailHash': '19e0cf1f135883220a998e5e59bd8430', 'db_id': 3586920, 'person_id': 3769709}"
Electromagnetic and weak probes,parallel,Electroweak boson production measurements in p-Pb and Pb-Pb collisions at 5.02 TeV with ALICE,"Tarhini, Mohamad",Centre National de la Recherche Scientifique (FR),France,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Mohamad', 'last_name': 'Tarhini', 'fullName': 'Tarhini, Mohamad', 'id': '3553689', 'affiliation': 'Centre National de la Recherche Scientifique (FR)', 'emailHash': '35ae5f61e99e107c526bf52843299885', 'db_id': 3553689, 'person_id': 3737609}"
"Chirality, vorticity and polarisation effects",parallel,Spin alignment measurements using vector mesons with ALICE detector at the LHC,"Singh, Ranbir","NISER, Jatni, India",Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Ranbir', 'last_name': 'Singh', 'fullName': 'Singh, Ranbir', 'id': '3553615', 'affiliation': 'NISER, Jatni, India', 'emailHash': '84637bb46048ccaea0a1d0b2caf2c4af', 'db_id': 3553615, 'person_id': 3646622}"
"Chirality, vorticity and polarisation effects",parallel,Re-examining the premise of isobaric collisions and a novel method to measure the chiral magnetic effect,"Xu, Haojie",Huzhou University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Haojie', 'last_name': 'Xu', 'fullName': 'Xu, Haojie', 'id': '3528654', 'affiliation': 'Huzhou University', 'emailHash': 'b8d2237d1251e663ffa8033a69359727', 'db_id': 3528654, 'person_id': 3639292}"
"Chirality, vorticity and polarisation effects",parallel,Measurements of the Chiral Magnetic Effect with Background Isolation in 200 GeV Au+Au Collisions at STAR,"Zhao, Jie",Purdue University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jie', 'last_name': 'Zhao', 'fullName': 'Zhao, Jie', 'id': '3580462', 'affiliation': 'Purdue University', 'emailHash': 'f784c07207f0f8e4a336b0d15d6882f4', 'db_id': 3580462, 'person_id': 3639293}"
"Chirality, vorticity and polarisation effects",parallel,General equilibrium second-order hydrodynamic coefficients,"Buzzegoli, Matteo",University of Florence & INFN Florence,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Matteo', 'last_name': 'Buzzegoli', 'fullName': 'Buzzegoli, Matteo', 'id': '3528647', 'affiliation': 'University of Florence & INFN Florence', 'emailHash': '05ec473a00610baf56f4b1a27e49a641', 'db_id': 3528647, 'person_id': 3644014}"
"Chirality, vorticity and polarisation effects",parallel,A novel invariant mass method to isolate resonance backgrounds from the chiral magnetic effect,"Wang, Fuqiang",Purdue University & Huzhou University,USA & China,
"Chirality, vorticity and polarisation effects",parallel,Transport phenomena with chiral fermions in strong magnetic fields,"Hattori, Koichi",Fudan University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Koichi', 'last_name': 'Hattori', 'fullName': 'Hattori, Koichi', 'id': '3528664', 'affiliation': 'Fudan University', 'emailHash': '059dac469fa10d5e21e7d05104dcad86', 'db_id': 3528664, 'person_id': 3639025}"
"Chirality, vorticity and polarisation effects",parallel,Non-Equilibrium Quantum Transport of Chiral Fluids from Kinetic Theory,"Yang, Di-Lun",RIKEN,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Di-Lun', 'last_name': 'Yang', 'fullName': 'Yang, Di-Lun', 'id': '3528676', 'affiliation': 'RIKEN', 'emailHash': '8941f69b59ab10c5e7b96b35f3cf3ce5', 'db_id': 3528676, 'person_id': 3635872}"
Collective dynamics,parallel,Fluid dynamics of out of equilibrium boost invariant plasmas,"Yan, Li",McGill University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Li', 'last_name': 'Yan', 'fullName': 'Yan, Li', 'id': '3528696', 'affiliation': 'McGill University', 'emailHash': '995d08201cdc49cbb8230bea56fea991', 'db_id': 3528696, 'person_id': 3642707}"
Collective dynamics,parallel,Measurement of the azimuthal anisotropy of charged particles in 5.02 TeV Pb+Pb and 5.44 TeV Xe+Xe collisions with ATLAS,"Bold, Tomasz","AGH Univ. of Science and Technology, Krakow",Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Tomasz', 'last_name': 'Bold', 'fullName': 'Bold, Tomasz', 'id': '3563320', 'affiliation': 'AGH Univ. of Science and Technology, Krakow', 'emailHash': 'c86400decf25d81fa6a9e609c133e417', 'db_id': 3563320, 'person_id': 3746762}"
New theoretical developments,parallel,Analytical solutions of causal relativistic hydrodynamic equations for Bjorken and Gubser flow,"Chattopadhyay, Chandrodoy",Tata Institute of Fundamental Research,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Chandrodoy', 'last_name': 'Chattopadhyay', 'fullName': 'Chattopadhyay, Chandrodoy', 'id': '3529029', 'affiliation': 'Tata Institute of Fundamental Research', 'emailHash': 'fc63ba274dd00d320d70cac9f155b320', 'db_id': 3529029, 'person_id': 3633449}"
Collective dynamics,parallel,Kinetic transport is needed to reliably extract shear viscosity from pA and AA data,"Kurkela, Eero Aleksi",CERN,Switzerland,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Eero Aleksi', 'last_name': 'Kurkela', 'fullName': 'Kurkela, Eero Aleksi', 'id': '3528701', 'affiliation': 'CERN', 'emailHash': 'eb8095b42de4180e52f281f3a394f7e4', 'db_id': 3528701, 'person_id': 3640472}"
Collective dynamics,parallel,SMASH - A new hadronic transport approach,"Petersen, Hannah",Frankfurt Institute for Advanced Studies,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Hannah', 'last_name': 'Petersen', 'fullName': 'Petersen, Hannah', 'id': '3528726', 'affiliation': '', 'emailHash': 'cb5c7969e3d0b77c40edcb1eed436e95', 'db_id': 3528726, 'person_id': 3639580}"
Collective dynamics,parallel,Anisotropic hydrodynamic modeling of heavy-ion collisions at LHC and RHIC,"Alqahtani, Mubarak",Kent State University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Mubarak', 'last_name': 'Alqahtani', 'fullName': 'Alqahtani, Mubarak', 'id': '3528737', 'affiliation': 'Kent State University', 'emailHash': 'b2a1114eb092e6a2e1c30949d6867119', 'db_id': 3528737, 'person_id': 3641825}"
Collective dynamics,parallel,Collective flow and correlations measurements with HADES in Au+Au collisions at 1.23 AGeV,"Kardan, Behruz","IKF, Uni-Frankfurt",IKF,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Behruz', 'last_name': 'Kardan', 'fullName': 'Kardan, Behruz', 'id': '3576364', 'affiliation': 'IKF, Uni-Frankfurt', 'emailHash': '96b4fdf080243173af7cdfbb41c02a88', 'db_id': 3576364, 'person_id': 3759865}"
Collective dynamics,parallel,Light (anti-)nuclei production and elliptic flow in Pb-Pb collisions at the LHC with ALICE,"Puccio, Maximiliano",Universita e INFN Torino (IT),Italy,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Maximiliano', 'last_name': 'Puccio', 'fullName': 'Puccio, Maximiliano', 'id': '3553621', 'affiliation': 'Universita e INFN Torino (IT)', 'emailHash': '19d9d87bc57f620dd7916c39994da488', 'db_id': 3553621, 'person_id': 3737563}"
Collectivity in small systems,parallel,A Quasiparticle Transport Explanation for Collectivity in the Smallest of Collision Systems ($p+p$ and $e^+e^-$),"Nagle, James Lawrence",University of Colorado Boulder,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'James Lawrence', 'last_name': 'Nagle', 'fullName': 'Nagle, James Lawrence', 'id': '3715137', 'affiliation': 'University of Colorado Boulder', 'emailHash': '9a55bbf2d0bb280782dfdac3249dfdc0', 'db_id': 3715137, 'person_id': 3890112}"
Collectivity in small systems,parallel,Elliptic flow coefficients of identified hadrons in pp and p-Pb collisions measured with ALICE,"Pacik, Vojtech",University of Copenhagen (DK),DK,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Vojtech', 'last_name': 'Pacik', 'fullName': 'Pacik, Vojtech', 'id': '3553634', 'affiliation': 'University of Copenhagen (DK)', 'emailHash': 'bd88463cc531314999f148d413c2989f', 'db_id': 3553634, 'person_id': 3737573}"
Collectivity in small systems,parallel,Long-range azimuthal anisotropy of charm and strange hadrons in pPb collisions with the CMS detector,"Li, Wei",Rice University (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Wei', 'last_name': 'Li', 'fullName': 'Li, Wei', 'id': '3725679', 'affiliation': 'Rice University (US)', 'emailHash': '93b6c49521e460dbdbcad994b84e4728', 'db_id': 3725679, 'person_id': 3769717}"
