Session,Type,Title,Speaker,Institute,Country,Raw_Speaker_Data
Parallel 7B: Exploring the QCD Phase Diagram (Chair H. Huang),parallel,The RHIC Beam Energy Scan Program: Results from the PHENIX Experiment,"Mitchell, Jeffery",Brookhaven National Laboratory,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jeffery', 'last_name': 'Mitchell', 'fullName': 'Mitchell, Jeffery', 'id': '314275', 'affiliation': 'Brookhaven National Laboratory', 'emailHash': '7f0306c219417909aeb908161e1353f6', 'db_id': 314275, 'person_id': 343111}"
Parallel 4C: Electro-Weak Probes (Chair D. D'Enterria),parallel,Measurements of W and Z boson production in Pb+Pb collisions at 2.76 TeV with the ATLAS detector.,"Dolejsi, Jiri",Charles University (CZ),CZ,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jiri', 'last_name': 'Dolejsi', 'fullName': 'Dolejsi, Jiri', 'id': '315478', 'affiliation': 'Charles University (CZ)', 'emailHash': '685fb468980a4e46b4749daf6a7ef42a', 'db_id': 315478, 'person_id': 343919}"
Parallel 5A: Hadron Thermodynamics and Chemistry (Chair R. Stock),parallel,(Anti) matter and hyper-matter production at the LHC with the ALICE experiment,"Doenigus, Benjamin",GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE),Germany,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Benjamin', 'last_name': 'Doenigus', 'fullName': 'Doenigus, Benjamin', 'id': '314333', 'affiliation': 'GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE)', 'emailHash': '9524ad379e61026f2d98386c02a29042', 'db_id': 314333, 'person_id': 343166}"
Parallel 6E: Initial State and p-A (Chair E. Wang),parallel,A New Mechanism for Generating a Single Transverse Spin  Asymmetry,"Sievert, Matthew",The Ohio State University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Matthew', 'last_name': 'Sievert', 'fullName': 'Sievert, Matthew', 'id': '315443', 'affiliation': 'The Ohio State University', 'emailHash': 'e058819bfde6f5cec54f04a0870e377b', 'db_id': 315443, 'person_id': 343902}"
Parallel 7B: Exploring the QCD Phase Diagram (Chair H. Huang),parallel,Beam energy and centrality dependence of the statistical moments of the net-charge multiplicity distribution in Au+Au collisions at STAR,"McDonald, Daniel",R,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Daniel', 'last_name': 'McDonald', 'fullName': 'McDonald, Daniel', 'id': '315204', 'affiliation': 'R', 'emailHash': '31dd29d51f20efe2e6569f371b64a7bb', 'db_id': 315204, 'person_id': 343755}"
Parallel 7E: New Theoretical Developments (Chair P. Levai),parallel,Instantons and Sphalerons in a Magnetic Field,"Basar, Gokce",Stony Brook University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Gokce', 'last_name': 'Basar', 'fullName': 'Basar, Gokce', 'id': '315012', 'affiliation': 'Stony Brook University', 'emailHash': 'abb19df7771d2c8c90a848a305914c7c', 'db_id': 315012, 'person_id': 343637}"
Parallel 4D: Pre-Equilibrium & Initial State (Chair T. Ludlam),parallel,Multigluon correlations in the color glass condensate,"Lappi, Tuomas",U,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Tuomas', 'last_name': 'Lappi', 'fullName': 'Lappi, Tuomas', 'id': '314500', 'affiliation': 'U', 'emailHash': '87ad43a34630eedf464200cebee1c285', 'db_id': 314500, 'person_id': 343287}"
Parallel 6D: Correlations & Fluctuations (Chair O. Evdokimov),parallel,Anisotropic flow of identified particles in Pb-Pb collisions at 2.76 TeV measured with ALICE at the LHC,"Noferini, Francesco",Universita e INFN (IT),Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Francesco', 'last_name': 'Noferini', 'fullName': 'Noferini, Francesco', 'id': '314779', 'affiliation': 'Universita e INFN (IT)', 'emailHash': '629a9a29588632d8998a40e9847bda45', 'db_id': 314779, 'person_id': 343488}"
"Parallel 1B, Jets (Chair X.N. Wang)",parallel,Prompt Photon Production and Photon-Jet Hadron Correlations in  PHENIX at RHIC,"Frantz, Justin Edward",Ohio University (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Justin Edward', 'last_name': 'Frantz', 'fullName': 'Frantz, Justin Edward', 'id': '315015', 'affiliation': 'Ohio University (US)', 'emailHash': '8b1beb58d02af59593ea9e91b71c409c', 'db_id': 315015, 'person_id': 343640}"
Parallel 1D: Heavy Flavor & Quarkonia (Chair R. Granier de Cassagnac),parallel,Recent Heavy Quarkonia Results from PHENIX,"McGlinchey, Darren",F,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Darren', 'last_name': 'McGlinchey', 'fullName': 'McGlinchey, Darren', 'id': '315366', 'affiliation': 'F', 'emailHash': '4eded4a9d52551dfa32e44484db69257', 'db_id': 315366, 'person_id': 343852}"
Parallel 7D: Correlations & Fluctuations (Chair B. Wosiek),parallel,"Forward/backward, reaction-plane dependent J/psi production and hadron v_n in Cu+Au collisions in PHENIX","Hollis, Richard","University of California, Riverside",USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Richard', 'last_name': 'Hollis', 'fullName': 'Hollis, Richard', 'id': '314874', 'affiliation': 'University of California, Riverside', 'emailHash': 'ef7ab1ebd988d876dfb01500b8812da5', 'db_id': 314874, 'person_id': 343558}"
Parallel 1C: Correlations & Fluctuations (Chair J. Schukraft),parallel,Femtoscopy of identified particles at STAR.,"Shah, Neha",UCLA,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Neha', 'last_name': 'Shah', 'fullName': 'Shah, Neha', 'id': '314656', 'affiliation': 'UCLA', 'emailHash': '5de2c7f52f4d1affa77bd321958ad9c3', 'db_id': 314656, 'person_id': 343407}"
Parallel 2C: Correlations & Fluctuations (Chair X. Dong),parallel,Charge balancing and the fall off of the ridge,"Bozek, Piotr",AGH University of Science and Technology,Poland,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Piotr', 'last_name': 'Bozek', 'fullName': 'Bozek, Piotr', 'id': '315064', 'affiliation': '', 'emailHash': '31f8e284f7bc6b2809145f28b598aec4', 'db_id': 315064, 'person_id': 343303}"
Parallel 2D: Heavy Flavor & Quarkonia (Chair J.-P. Blaizot),parallel,Gluon saturation effects on the color singlet  J/Psi production in high energy dA and AA collisions,"Tuchin, Kirill",Iowa State University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Kirill', 'last_name': 'Tuchin', 'fullName': 'Tuchin, Kirill', 'id': '314371', 'affiliation': 'Iowa State University', 'emailHash': '57714bbd4a0826a7c0455fcfb313a011', 'db_id': 314371, 'person_id': 343203}"
Parallel 4A: Global & Collective Dynamics (Chair P. Sorenson),parallel,Measurement of dipole flow associated with initial geometry fluctuations in Pb-Pb collisions with the ATLAS detector,"Jia, Jiangyong",Brookhaven National Laboratory (BNL)-Unknown-Unknown,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jiangyong', 'last_name': 'Jia', 'fullName': 'Jia, Jiangyong', 'id': '315458', 'affiliation': 'Brookhaven National Laboratory (BNL)-Unknown-Unknown', 'emailHash': '3d951a186ae4e1d5ce26f3dd3683cd17', 'db_id': 315458, 'person_id': 343280}"
Parallel 3A: Global & Collective Dynamics (Chair T. Kodama),parallel,Two- and Multi-particle cumulant measurements of vn and isolation of flow and nonflow in 200 GeV Au+Au Collisions by STAR,"Yi, Li",Purdue University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Li', 'last_name': 'Yi', 'fullName': 'Yi, Li', 'id': '315027', 'affiliation': 'Purdue University', 'emailHash': 'f110e47142f7d5e1456d1f3defb03360', 'db_id': 315027, 'person_id': 343646}"
Parallel 4C: Electro-Weak Probes (Chair D. D'Enterria),parallel,Measurement of isolated direct photons in lead-lead collisions at 2.76 TeV with the ATLAS detector,"Grabowska-Bold, Iwona",AGH Univesity of Science and  Technology (PL),Poland,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Iwona', 'last_name': 'Grabowska-Bold', 'fullName': 'Grabowska-Bold, Iwona', 'id': '315476', 'affiliation': 'AGH Univesity of Science and  Technology (PL)', 'emailHash': 'd6c60f560a8c55f131facda14403a8e7', 'db_id': 315476, 'person_id': 343918}"
Parallel 2D: Heavy Flavor & Quarkonia (Chair J.-P. Blaizot),parallel,Momentum dependences of charmonium properties from lattice QCD,"Ding, Heng-Tong",Brookhaven National Lab,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Heng-Tong', 'last_name': 'Ding', 'fullName': 'Ding, Heng-Tong', 'id': '314283', 'affiliation': 'Brookhaven National Lab', 'emailHash': '1a49734af9f7915bae372dfed1bb1c04', 'db_id': 314283, 'person_id': 343118}"
Parallel 4B: Jets (Chair N. Armesto),parallel,Study of jet fragmentation with particle correlations in Pb-Pb collision at 2.76 TeV by ALICE,"Krizek, Filip",Helsinki Institute of Physics (FI),CZ,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Filip', 'last_name': 'Krizek', 'fullName': 'Krizek, Filip', 'id': '314646', 'affiliation': 'Helsinki Institute of Physics (FI)', 'emailHash': '59779b305edf821ebf6c15602f913239', 'db_id': 314646, 'person_id': 343400}"
Parallel 4A: Global & Collective Dynamics (Chair P. Sorenson),parallel,Baryon anomaly in heavy-ion collisions and colour correlations in QGP,"Safarik, Karel",CERN,Switzerland,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Karel', 'last_name': 'Safarik', 'fullName': 'Safarik, Karel', 'id': '314750', 'affiliation': 'CERN', 'emailHash': '7c0584a0416271ce30fe6cab11de9751', 'db_id': 314750, 'person_id': 343357}"
Parallel 5B: QCD at Finite Temperature and Density (Chair F. Karsch),parallel,Photon production in hot QCD plasmas at NLO and two-to-three processes,"Teaney, Derek",Stony Brook University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Derek', 'last_name': 'Teaney', 'fullName': 'Teaney, Derek', 'id': '314360', 'affiliation': 'Stony Brook University', 'emailHash': 'f29a910807fafc43d4c4222c4d3246c6', 'db_id': 314360, 'person_id': 343192}"
Parallel 7E: New Theoretical Developments (Chair P. Levai),parallel,Heavy quark quenching from RHIC to LHC and the consequences of gluon damping,"Gossiaux, Pol",Subatech,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Pol', 'last_name': 'Gossiaux', 'fullName': 'Gossiaux, Pol', 'id': '315036', 'affiliation': 'Subatech', 'emailHash': '1a9c947a7e48adf5553a5c2200aa8b14', 'db_id': 315036, 'person_id': 343159}"
Parallel 6A: Heavy Flavor & Quarkonia (Chair Y. Akiba),parallel,Open charm hadron production in p+p and Au+Au collisions at STAR,"Tlusty, David",PhD student,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'David', 'last_name': 'Tlusty', 'fullName': 'Tlusty, David', 'id': '315041', 'affiliation': 'PhD student', 'emailHash': '1248f88f602b21c57a1e4149be775fa6', 'db_id': 315041, 'person_id': 343652}"
Parallel 1D: Heavy Flavor & Quarkonia (Chair R. Granier de Cassagnac),parallel,Jpsi and  psi (2S) production in Pb-Pb collisions with the ALICE Muon spectrometer at  the LHC,"Arnaldi, Roberta",Universita e INFN (IT),Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Roberta', 'last_name': 'Arnaldi', 'fullName': 'Arnaldi, Roberta', 'id': '314616', 'affiliation': 'Universita e INFN (IT)', 'emailHash': 'c80c3ec95a2bd7e48656e070d81d7277', 'db_id': 314616, 'person_id': 343378}"
Parallel 7A: Heavy Flavor & Quarkonia (Chair F. Antinori),parallel,Elliptic  flow of J/psi  at forward rapidity in Pb-Pb Collisions at 2.76 TeV with the ALICE experiment,"Yang, Hongyan",CEA - Centre d'Etudes de Saclay (FR),Netherlands,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Hongyan', 'last_name': 'Yang', 'fullName': 'Yang, Hongyan', 'id': '315472', 'affiliation': ""CEA - Centre d'Etudes de Saclay (FR)"", 'emailHash': 'cb75be569bd0ea09d7bd1dac67f71c4d', 'db_id': 315472, 'person_id': 343916}"
Parallel 5D: New Theoretical Developments (Chair B. Sinha),parallel,Calculating Jet Transport Coefficients in Lattice Gauge Theory,"Majumder, Abhijit",Wayne State University,United States,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Abhijit', 'last_name': 'Majumder', 'fullName': 'Majumder, Abhijit', 'id': '314478', 'affiliation': 'Wayne State University', 'emailHash': '142826def1e1fcb2071607ebc000c9e9', 'db_id': 314478, 'person_id': 343268}"
Parallel 5D: New Theoretical Developments (Chair B. Sinha),parallel,Color decoherence of jets in Heavy Ion Collisions,"Mehtar-Tani, Yacine",IPhT-Saclay,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yacine', 'last_name': 'Mehtar-Tani', 'fullName': 'Mehtar-Tani, Yacine', 'id': '314298', 'affiliation': 'IPhT-Saclay', 'emailHash': 'e6575ce1c96c0e4eacc3680f5fde0866', 'db_id': 314298, 'person_id': 343132}"
Parallel 4B: Jets (Chair N. Armesto),parallel,Jet-medium interactions in Pb-Pb collisions,"Ulery, Jason Glyndwr",Johann-Wolfgang-Goethe Univ. (DE),Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jason Glyndwr', 'last_name': 'Ulery', 'fullName': 'Ulery, Jason Glyndwr', 'id': '315336', 'affiliation': 'Johann-Wolfgang-Goethe Univ. (DE)', 'emailHash': '0751bfa391e7798fa0032c9d393021b2', 'db_id': 315336, 'person_id': 343492}"
Parallel 1C: Correlations & Fluctuations (Chair J. Schukraft),parallel,Meson and baryon femtoscopy in heavy-ion collisions at ALICE,"Szymanski, Maciej Pawel",Warsaw University of Technology (PL),Poland,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Maciej Pawel', 'last_name': 'Szymanski', 'fullName': 'Szymanski, Maciej Pawel', 'id': '315341', 'affiliation': 'Warsaw University of Technology (PL)', 'emailHash': '912d7f6170e3c18d8bccde69da163929', 'db_id': 315341, 'person_id': 343266}"
Parallel 5B: QCD at Finite Temperature and Density (Chair F. Karsch),parallel,Electric and baryonic charge fluctuations from lattice QCD,"Schmidt, Christian",Universitaet Bielefeld,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Christian', 'last_name': 'Schmidt', 'fullName': 'Schmidt, Christian', 'id': '314357', 'affiliation': 'Universitaet Bielefeld', 'emailHash': '3507c7e923df84608c68e193cce9182d', 'db_id': 314357, 'person_id': 343189}"
Parallel 5D: New Theoretical Developments (Chair B. Sinha),parallel,Coupling dependence of jet quenching in hot strongly-coupled gauge theories,"Arnold, Peter",University of Virginia,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Peter', 'last_name': 'Arnold', 'fullName': 'Arnold, Peter', 'id': '315277', 'affiliation': 'University of Virginia', 'emailHash': 'c61ed25e02aa51bb87c97f1506bc7c65', 'db_id': 315277, 'person_id': 343673}"
Parallel 3D: Pre-Equilibrium & Initial State (Chair K. Eskola),parallel,Cold Nuclear Matter Effects in 200 GeV d+Au Collisions at PHENIX,"Sahlmueller, Baldo",Johann-Wolfgang-Goethe Univ. (DE),Germany,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Baldo', 'last_name': 'Sahlmueller', 'fullName': 'Sahlmueller, Baldo', 'id': '314279', 'affiliation': '', 'emailHash': '824301bc11f51d64567239f02fc00912', 'db_id': 314279, 'person_id': 343106}"
Parallel 3D: Pre-Equilibrium & Initial State (Chair K. Eskola),parallel,Highly-anisotropic hydrodynamics in 3+1 space-time dimensions and the early thermalization puzzle,"Strickland, Michael",Gettysburg College,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Michael', 'last_name': 'Strickland', 'fullName': 'Strickland, Michael', 'id': '314373', 'affiliation': 'Gettysburg College', 'emailHash': '740096b1f017152a136c1f64ab2b404b', 'db_id': 314373, 'person_id': 343205}"
Parallel 5C: High pt and Jets (Chair B. Cole),parallel,"Production of Charged Pions, Kaons, and Protons in 2.76 TeV Pb-Pb Collisions at high p_t measured with the ALICE Experiment.","Ortiz Velasquez, Antonio",Lund University (SE),Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Antonio', 'last_name': 'Ortiz Velasquez', 'fullName': 'Ortiz Velasquez, Antonio', 'id': '314641', 'affiliation': 'Lund University (SE)', 'emailHash': '870e972b50881a4f61b88035d15b5364', 'db_id': 314641, 'person_id': 343397}"
Parallel 2A: Global & Collective Dynamics (Chair A. Poskanzer),parallel,Shear viscosity of the quark-gluon plasma from flow in heavy-ion collisions,"Luzum, Matthew",IPhT Saclay,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Matthew', 'last_name': 'Luzum', 'fullName': 'Luzum, Matthew', 'id': '315076', 'affiliation': 'IPhT Saclay', 'emailHash': 'ffd480ebb0ec5ba85204185c2bb4ee89', 'db_id': 315076, 'person_id': 343669}"
Parallel 7E: New Theoretical Developments (Chair P. Levai),parallel,Dissipative effects in multi-component systems,"El, Andrej",University of Frankfurt,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Andrej', 'last_name': 'El', 'fullName': 'El, Andrej', 'id': '314392', 'affiliation': 'University of Frankfurt', 'emailHash': '843cf2dac4fdd8c571255a13cc38a845', 'db_id': 314392, 'person_id': 343219}"
Parallel 6C: New Experimental Developments (Chair J. Stroth),parallel,The Compressed Baryonic Matter Experiment at FAIR  - physics at SIS-100 and SIS-300,"Heuser, Johann",GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE),Germany,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Johann', 'last_name': 'Heuser', 'fullName': 'Heuser, Johann', 'id': '314405', 'affiliation': 'GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE)', 'emailHash': 'd421fdcfdcd3ebbaf7b047d17e487b84', 'db_id': 314405, 'person_id': 343231}"
Parallel 1A: Global & Collective Dynamics (Chair U. Heinz),parallel,Collision Energy Dependence of Viscous Hydrodynamic Flow in  Relativistic Heavy-Ion Collisions,"Shen, Chun",Ohio State University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Chun', 'last_name': 'Shen', 'fullName': 'Shen, Chun', 'id': '314426', 'affiliation': 'Ohio State University', 'emailHash': '72b55f4bf65e914bcb008719cef77dbc', 'db_id': 314426, 'person_id': 343239}"
Parallel 5A: Hadron Thermodynamics and Chemistry (Chair R. Stock),parallel,Identified charged hadron production at the LHC with the ALICE experiment,"Milano, Leonardo",Universita e INFN (IT),Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Leonardo', 'last_name': 'Milano', 'fullName': 'Milano, Leonardo', 'id': '314494', 'affiliation': 'Universita e INFN (IT)', 'emailHash': 'ab83e3da8079cb0c99e70b044d937c8a', 'db_id': 314494, 'person_id': 343283}"
Parallel 4A: Global & Collective Dynamics (Chair P. Sorenson),parallel,Midrapidity antibaryon-to-baryon ratios in pp and Pb-Pb collisions measured by the ALICE experiment,"Broz, Michal",Comenius University (SK),CZ,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Michal', 'last_name': 'Broz', 'fullName': 'Broz, Michal', 'id': '314509', 'affiliation': 'Comenius University (SK)', 'emailHash': '15540926f2927a78fdfbf940af891458', 'db_id': 314509, 'person_id': 343296}"
Parallel 4D: Pre-Equilibrium & Initial State (Chair T. Ludlam),parallel,Imprinting quantum fluctuations on hydrodynamic initial conditions,"Moreland, J. Scott",Duke University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'J. Scott', 'last_name': 'Moreland', 'fullName': 'Moreland, J. Scott', 'id': '314596', 'affiliation': 'Duke University', 'emailHash': '984ff0e7ddc7223b1689de6b8563b991', 'db_id': 314596, 'person_id': 343366}"
Parallel 6B: Exploring the QCD Phase Diagram (Chair K. Rajagopal),parallel,QCD Critical Point : Marching towards continuum,"Gavai, Rajiv V","Tata Institute, Mumbai, India",Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Rajiv V', 'last_name': 'Gavai', 'fullName': 'Gavai, Rajiv V', 'id': '314526', 'affiliation': 'Tata Institute, Mumbai, India', 'emailHash': 'f2217e5df52e5d58c7d65955dc1a9754', 'db_id': 314526, 'person_id': 343307}"
Parallel 3D: Pre-Equilibrium & Initial State (Chair K. Eskola),parallel,Studies of the nuclear stopping power in PbPb collisions at 2.76 TeV with CMS,"Wohrmann, Clemens",KIT - Karlsruhe Institute of  Technology (DE),Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Clemens', 'last_name': 'Wohrmann', 'fullName': 'Wohrmann, Clemens', 'id': '314529', 'affiliation': 'KIT - Karlsruhe Institute of  Technology (DE)', 'emailHash': '0e9ff58edd57dedc7d809afc1fb6c41d', 'db_id': 314529, 'person_id': 343310}"
Parallel 6A: Heavy Flavor & Quarkonia (Chair Y. Akiba),parallel,Suppression of open bottom at high pT via non-prompt J/psi decays in PbPb collisions at 2.76 TeV with CMS,"Jo, Mihee",Korea University (KR),Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Mihee', 'last_name': 'Jo', 'fullName': 'Jo, Mihee', 'id': '314537', 'affiliation': 'Korea University (KR)', 'emailHash': '5f8d88b137f550666a1b573e62ff207e', 'db_id': 314537, 'person_id': 343315}"
Parallel 2D: Heavy Flavor & Quarkonia (Chair J.-P. Blaizot),parallel,Detailed measurements of bottomonium suppression in PbPb collisions at 2.76 TeV with CMS,"Breto Rangel, Guillermo",University of California Davis (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Guillermo', 'last_name': 'Breto Rangel', 'fullName': 'Breto Rangel, Guillermo', 'id': '314539', 'affiliation': 'University of California Davis (US)', 'emailHash': 'df1b95cec6bcd36727ca27826eb4b601', 'db_id': 314539, 'person_id': 343316}"
Parallel 4C: Electro-Weak Probes (Chair D. D'Enterria),parallel,Z and W boson production in PbPb collisions at 2.76 TeV with CMS,"Benhabib, Lamia",Ecole Polytechnique (FR),Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Lamia', 'last_name': 'Benhabib', 'fullName': 'Benhabib, Lamia', 'id': '314541', 'affiliation': 'Ecole Polytechnique (FR)', 'emailHash': 'a179af39b51cc1175f3753b823cba0c9', 'db_id': 314541, 'person_id': 343317}"
Parallel 1D: Heavy Flavor & Quarkonia (Chair R. Granier de Cassagnac),parallel,Comprehensive Analysis of in-Medium Quarkonia from SPS to LHC,"Rapp, Ralf",Texas A&M University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Ralf', 'last_name': 'Rapp', 'fullName': 'Rapp, Ralf', 'id': '314550', 'affiliation': 'Texas A&M University', 'emailHash': '3446e829ed9ec2e749c8cc71307143eb', 'db_id': 314550, 'person_id': 343162}"
Parallel 6C: New Experimental Developments (Chair J. Stroth),parallel,STAR Upgrade Plan for the Coming Decade,"Huang, Huan","UCLA, For the STAR Collaboration",USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Huan', 'last_name': 'Huang', 'fullName': 'Huang, Huan', 'id': '314555', 'affiliation': 'UCLA, For the STAR Collaboration', 'emailHash': '1539347a40431c08b66972c8d3227dc7', 'db_id': 314555, 'person_id': 343329}"
Parallel 6D: Correlations & Fluctuations (Chair O. Evdokimov),parallel,Hydrodynamic fluctuations in expanding medium,"Stephanov, Misha",UIC,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Misha', 'last_name': 'Stephanov', 'fullName': 'Stephanov, Misha', 'id': '314587', 'affiliation': 'UIC', 'emailHash': 'aa7724f89718607a916a87da863e5636', 'db_id': 314587, 'person_id': 343349}"
Parallel 3C: Electro-Weak Probes (Chair J. Kapusta),parallel,Dielectron measurements by PHENIX using the HBD,"Atomssa, Ermias",Stony Brook University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Ermias', 'last_name': 'Atomssa', 'fullName': 'Atomssa, Ermias', 'id': '314594', 'affiliation': 'Stony Brook University', 'emailHash': '295a42c30179cb5da103b5b870bee234', 'db_id': 314594, 'person_id': 343364}"
Parallel 6E: Initial State and p-A (Chair E. Wang),parallel,Thermalization and Possible Bose-Einstein Condensation in Over-populated Glasma,"Liao, Jinfeng",Indiana University & RIKEN BNL Research Center,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jinfeng', 'last_name': 'Liao', 'fullName': 'Liao, Jinfeng', 'id': '314599', 'affiliation': 'Indiana University & RIKEN BNL Research Center', 'emailHash': '83f6cd04fabc597b1565a1290a8015ab', 'db_id': 314599, 'person_id': 343368}"
Parallel 4D: Pre-Equilibrium & Initial State (Chair T. Ludlam),parallel,Forward azimuthal correlations in 200 GeV p+p and d+Au collisions at STAR,"Li, Xuan",Shandong University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Xuan', 'last_name': 'Li', 'fullName': 'Li, Xuan', 'id': '314623', 'affiliation': 'Shandong University', 'emailHash': 'd0f70d67b4e4d5746954723c94ae60c6', 'db_id': 314623, 'person_id': 343384}"
Parallel 7B: Exploring the QCD Phase Diagram (Chair H. Huang),parallel,Baryon number conservation and cumulants of net proton distribution,"Bzdak, Adam",Brookhaven National Laboratory,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Adam', 'last_name': 'Bzdak', 'fullName': 'Bzdak, Adam', 'id': '314627', 'affiliation': 'Brookhaven National Laboratory', 'emailHash': 'aa51cee9fa6f90c66447c8da502ee51e', 'db_id': 314627, 'person_id': 343388}"
Parallel 5B: QCD at Finite Temperature and Density (Chair F. Karsch),parallel,Lattice QCD thermodynamics in the presence of the charm quark,"Ratti, Claudia",Torino University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Claudia', 'last_name': 'Ratti', 'fullName': 'Ratti, Claudia', 'id': '314719', 'affiliation': 'Torino University', 'emailHash': '7cdd70549c21b55c89e9f1c9699913d0', 'db_id': 314719, 'person_id': 343444}"
