Session,Type,Title,Speaker,Institute,Country,Raw_Speaker_Data
Parallel Session 3.3: Quarkonia (I),parallel,"Measurements of charmonium production in p+p, p+Au, and Au+Au collisions at √sNN = 200 GeV with the STAR experiment","Todoroki, Takahito",Brookhaven National Laboratory,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Takahito', 'last_name': 'Todoroki', 'fullName': 'Todoroki, Takahito', 'id': '2796059', 'affiliation': 'Brookhaven National Laboratory', 'emailHash': 'cfd115afcba92a907e5b5641d52e196d', 'db_id': 2796059, 'person_id': 2990428}"
Parallel Session 3.3: Quarkonia (I),parallel,ALICE Measurement of the J/$\psi$ Nuclear Modification Factor $R_{AA}$ at Mid-Rapidity in Pb-Pb Collisions at $\sqrt{s_{\mathrm{NN}}} = 5.02$~TeV,"Jimenez, Tonatiuh",Ruprecht-Karls-Universitaet Heidelberg (DE),Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Tonatiuh', 'last_name': 'Jimenez', 'fullName': 'Jimenez, Tonatiuh', 'id': '2823329', 'affiliation': 'Ruprecht-Karls-Universitaet Heidelberg (DE)', 'emailHash': 'd3de79aef79818bbe749a058f1714f74', 'db_id': 2823329, 'person_id': 3015894}"
Parallel Session 4.3: Quarkonia (II),parallel,Bottomonium measurements at forward rapidity in Pb-Pb and p-Pb collisions with ALICE at LHC,"Lardeux, Antoine",University of Oslo (NO),NO,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Antoine', 'last_name': 'Lardeux', 'fullName': 'Lardeux, Antoine', 'id': '2939209', 'affiliation': 'University of Oslo (NO)', 'emailHash': 'bfa6adc43717196071c2e16a5c92c560', 'db_id': 2939209, 'person_id': 3153302}"
Parallel Session 8.3: Collective Dynamics (III),parallel,The onset of fluid-dynamical behavior in relativistic kinetic theory,"Noronha, Jorge",University of Sao Paulo,United States,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jorge', 'last_name': 'Noronha', 'fullName': 'Noronha, Jorge', 'id': '2940520', 'affiliation': 'University of Sao Paulo', 'emailHash': 'a05b97f6fc30f29ff23130eca97975df', 'db_id': 2940520, 'person_id': 3052539}"
Parallel Session 8.4: Open Heavy Flavors (III),parallel,Data-driven analysis of the temperature and momentum dependence of the heavy-quark transport coefficient,"Xu, Yingru",Duke University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yingru', 'last_name': 'Xu', 'fullName': 'Xu, Yingru', 'id': '2799692', 'affiliation': 'Duke University', 'emailHash': '6c29d92a9d43b72e34863aa41983a2b9', 'db_id': 2799692, 'person_id': 2993748}"
Parallel Session 6.3: New Theoretical Developments (II),parallel,Path-Integral Monte Carlo Study of the Magnetic Component of Quark-Gluon Plasma At and Above $T_c$,"Ramamurti, Adith",Stony Brook University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Adith', 'last_name': 'Ramamurti', 'fullName': 'Ramamurti, Adith', 'id': '2799719', 'affiliation': 'Stony Brook University', 'emailHash': '2e2b932272a26edcbc06148da41217ec', 'db_id': 2799719, 'person_id': 2993766}"
Parallel Session 5.4: Jets and High pT Hadrons (IV),parallel,Jet energy loss in Boson-jet events in PbPb collisions at 5.02 TeV with CMS,"Bi, Ran",Massachusetts Inst. of Technology (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Ran', 'last_name': 'Bi', 'fullName': 'Bi, Ran', 'id': '2814794', 'affiliation': 'Massachusetts Inst. of Technology (US)', 'emailHash': '181ad0e3d1a1fac703e694444330fd10', 'db_id': 2814794, 'person_id': 3007814}"
Parallel Session 4.1: Baryon-Rich QCD Matter and Astrophysics (I),parallel,Beam energy dependence of deuteron and anti-deuteron productions in Au+Au collisions at RHIC,"Yu, Ning",Central China Normal University CCNU,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Ning', 'last_name': 'Yu', 'fullName': 'Yu, Ning', 'id': '2778631', 'affiliation': 'Central China Normal University CCNU', 'emailHash': '85f170e8a6d9e591938096b6c48dafad', 'db_id': 2778631, 'person_id': 2973795}"
"Parallel Session 4.2: CME, Vorticity and Spin Polarization (II)",parallel,Global polarization of Lambda hyperons in Au+Au Collisions at RHIC BES,"Upsal, Isaac",Ohio State University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Isaac', 'last_name': 'Upsal', 'fullName': 'Upsal, Isaac', 'id': '2778667', 'affiliation': 'Ohio State University', 'emailHash': 'ba5919773052ed86af4a6eebd0a74991', 'db_id': 2778667, 'person_id': 2973829}"
Parallel Session 6.2: Correlations and Fluctuations (I),parallel,Hydrodynamic fluctuations in Pb+Pb collisions at LHC,"Sakai, Azumi",Sophia University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Azumi', 'last_name': 'Sakai', 'fullName': 'Sakai, Azumi', 'id': '2778695', 'affiliation': '', 'emailHash': '0495f16209f9f594cf20d3f55ed43618', 'db_id': 2778695, 'person_id': 2973842}"
Parallel Session 5.1: Collective Dynamics (I),parallel,Probing non-linearity of higher harmonic flow in $\sqrt{s_{_{\rm NN}}}=$ 2.76 and 5.02 TeV Pb-Pb collisions,"Zhou, You",Niels Bohr Institute (DK),DK,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'You', 'last_name': 'Zhou', 'fullName': 'Zhou, You', 'id': '2823317', 'affiliation': 'Niels Bohr Institute (DK)', 'emailHash': '227dd48b81f94eba8b0641c8d63cb1f5', 'db_id': 2823317, 'person_id': 3015877}"
"Parallel Session 8.2: Future Experimental Facilities, Upgrades, and Instrumentation",parallel,The ALICE TPC Upgrade Project,"Majka, Richard Daniel",Yale University (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Richard Daniel', 'last_name': 'Majka', 'fullName': 'Majka, Richard Daniel', 'id': '2823350', 'affiliation': 'Yale University (US)', 'emailHash': '22fcbeae2f1fbc222649dae2caa01d83', 'db_id': 2823350, 'person_id': 3015915}"
Parallel Session 2.4: Jets and High pT Hadrons (II),parallel,"Jet Fragmentation in p+p, p+Pb and Pb+Pb at ATLAS","Slovak, Radim",Charles University (CZ),CZ,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Radim', 'last_name': 'Slovak', 'fullName': 'Slovak, Radim', 'id': '2816342', 'affiliation': 'Charles University (CZ)', 'emailHash': '26e3ea7af07cd533a5b060939d4b6c46', 'db_id': 2816342, 'person_id': 3009250}"
Parallel Session 5.1: Collective Dynamics (I),parallel,Anisotropic flow of inclusive and identified particles in Pb--Pb collisions at $\sqrt{s_{\rm NN}} = 5.02$ TeV,"Bertens, Redmer Alexander","University of Tennessee, Knoxville",USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Redmer Alexander', 'last_name': 'Bertens', 'fullName': 'Bertens, Redmer Alexander', 'id': '2823321', 'affiliation': 'University of Tennessee, Knoxville', 'emailHash': '177bb2f3624c4ef9fd07944d51e31af4', 'db_id': 2823321, 'person_id': 3015881}"
Parallel Session 3.1: QCD at High Temperature,parallel,Lattice QCD thermodynamics up to the perturbative regime,"Pasztor, Attila",Wuppertal University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Attila', 'last_name': 'Pasztor', 'fullName': 'Pasztor, Attila', 'id': '2838383', 'affiliation': 'Wuppertal University', 'emailHash': '72df1e66b49349350b6c7fd382a0093e', 'db_id': 2838383, 'person_id': 3028599}"
Parallel Session 4.3: Quarkonia (II),parallel,Bottomonia suppression in heavy-ion collisions,"Strickland, Michael",Kent State University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Michael', 'last_name': 'Strickland', 'fullName': 'Strickland, Michael', 'id': '2778591', 'affiliation': 'Kent State University', 'emailHash': '115cd550a1295459b4ffe5c86a279a76', 'db_id': 2778591, 'person_id': 2811850}"
Parallel Session 5.1: Collective Dynamics (I),parallel,Hydrodynamic Predictions for Mixed Harmonic Correlations in 200 GeV Au+Au Collisions,"Gardim, Fernando",Federal University of Alfenas,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Fernando', 'last_name': 'Gardim', 'fullName': 'Gardim, Fernando', 'id': '2818463', 'affiliation': 'Federal University of Alfenas', 'emailHash': '04242bc5e8f30717b4def13981822852', 'db_id': 2818463, 'person_id': 2993773}"
Parallel Session 2.1: Initial State Physics and Approach to Equilibrium (II),parallel,Initial conditions for hydrodynamics from weakly coupled pre-equilibrium evolution,"Mazeliauskas, Aleksas",Stony Brook University,United States,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Aleksas', 'last_name': 'Mazeliauskas', 'fullName': 'Mazeliauskas, Aleksas', 'id': '2778805', 'affiliation': '', 'emailHash': 'a9bc29534ae9979708a8c7449fac36e7', 'db_id': 2778805, 'person_id': 2973926}"
Parallel Session 2.2: QCD in Small Systems (II),parallel,PHENIX results on longitudinal flow dynamics and event plane decorrelation in $d$+Au collisions from 19.6 to 200 GeV,"Belmont, Ron",University of Colorado Boulder,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Ron', 'last_name': 'Belmont', 'fullName': 'Belmont, Ron', 'id': '2802762', 'affiliation': 'University of Colorado Boulder', 'emailHash': '025db229a2fd3056f6370a703d76f132', 'db_id': 2802762, 'person_id': 2973728}"
Parallel Session 2.1: Initial State Physics and Approach to Equilibrium (II),parallel,System-size dependence of the charged-particle pseudorapidity density distribution at 5.02 TeV with ALICE,"Christensen, Christian Holm",University of Copenhagen (DK),DK,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Christian Holm', 'last_name': 'Christensen', 'fullName': 'Christensen, Christian Holm', 'id': '2823348', 'affiliation': 'University of Copenhagen (DK)', 'emailHash': '9180d1bb8333e5d537b236cf12a9662a', 'db_id': 2823348, 'person_id': 3015913}"
Parallel Session 3.4: Jets and High pT Hadrons (III),parallel,Measuring medium-induced gluons via jet grooming,"Tywoniuk, Konrad",CERN,Switzerland,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Konrad', 'last_name': 'Tywoniuk', 'fullName': 'Tywoniuk, Konrad', 'id': '2778965', 'affiliation': 'CERN', 'emailHash': '9f011426e801588d7ae393846cecf512', 'db_id': 2778965, 'person_id': 2974056}"
Parallel Session 5.1: Collective Dynamics (I),parallel,Mixed higher-order flow harmonics and nonlinear response coefficients in PbPb collisions at 2.76 and 5.02 TeV with CMS,"Tuo, Shengquan",Vanderbilt University (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Shengquan', 'last_name': 'Tuo', 'fullName': 'Tuo, Shengquan', 'id': '2814681', 'affiliation': 'Vanderbilt University (US)', 'emailHash': 'a0e6de96706d08721cb3f4ef2d6d30e6', 'db_id': 2814681, 'person_id': 3007703}"
Parallel Session 5.3: New Theoretical Developments (I),parallel,The problem of overlapping formation times,"Arnold, Peter",University of Virginia,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Peter', 'last_name': 'Arnold', 'fullName': 'Arnold, Peter', 'id': '2778914', 'affiliation': 'University of Virginia', 'emailHash': 'c61ed25e02aa51bb87c97f1506bc7c65', 'db_id': 2778914, 'person_id': 2974025}"
Parallel Session 7.1: Baryon-Rich QCD Matter and Astrophysics (II),parallel,Collective flow measurements with HADES in Au+Au collisions at 1.23A GeV,"Blume, Christoph","IKF, Uni-Frankfurt",Germany,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Christoph', 'last_name': 'Blume', 'fullName': 'Blume, Christoph', 'id': '2816111', 'affiliation': 'IKF, Uni-Frankfurt', 'emailHash': 'fbd5e6f460c7d2fc91ab42cf65b21241', 'db_id': 2816111, 'person_id': 3009008}"
Parallel Session 8.1: Baryon-Rich QCD Matter and Astrophysics (III),parallel,Phenomenological QCD equations of state for neutron star mergers and supernovae,"Kojo, Toru",Central China Normal University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Toru', 'last_name': 'Kojo', 'fullName': 'Kojo, Toru', 'id': '2778652', 'affiliation': 'Central China Normal University', 'emailHash': '5caf0a30f40934bef24f22b430dd72e9', 'db_id': 2778652, 'person_id': 2973818}"
Parallel Session 1.2: QCD in Small Systems (I),parallel,Event activity-dependence of jet production in p--Pb collisions at $\sqrt{s_{NN}} =5.02$ TeV measured with semi-inclusive hadron+jet correlations by ALICE,"Krizek, Filip",Acad. of Sciences of the Czech Rep. (CZ),CZ,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Filip', 'last_name': 'Krizek', 'fullName': 'Krizek, Filip', 'id': '2823340', 'affiliation': 'Acad. of Sciences of the Czech Rep. (CZ)', 'emailHash': '59779b305edf821ebf6c15602f913239', 'db_id': 2823340, 'person_id': 3015906}"
Parallel Session 2.1: Initial State Physics and Approach to Equilibrium (II),parallel,Transverse-momentum-dependent gluon distributions and their evolution towards small x,"Petreska, Elena",Nikhef/VU Amsterdam,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Elena', 'last_name': 'Petreska', 'fullName': 'Petreska, Elena', 'id': '2778978', 'affiliation': 'Nikhef/VU Amsterdam', 'emailHash': '207eeea8c64ac3ac7fda616e07eae9a5', 'db_id': 2778978, 'person_id': 2974064}"
Parallel Session 2.4: Jets and High pT Hadrons (II),parallel,Probing Transverse Momentum Broadening via Dihadron and Hadron-jet Angular Correlations in Relativistic Heavy-ion Collisions,"Qin, Guang-You",Central China Normal University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Guang-You', 'last_name': 'Qin', 'fullName': 'Qin, Guang-You', 'id': '2778919', 'affiliation': 'Central China Normal University', 'emailHash': '07d521d0766c2824bed3b66cdef7109a', 'db_id': 2778919, 'person_id': 2974028}"
Parallel Session 6.4: Jets and High pT Hadrons (V),parallel,Investigating the role of coherence effects on jet quenching in Pb-Pb collisions at $\sqrt{s_{NN}} =2.76$ TeV using the Nsubjettiness jet shape by ALICE,"Zardoshti, Nima",University of Birmingham (GB),UK,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Nima', 'last_name': 'Zardoshti', 'fullName': 'Zardoshti, Nima', 'id': '2823343', 'affiliation': 'University of Birmingham (GB)', 'emailHash': '70b5b1e46f746f7d89856f34404d2890', 'db_id': 2823343, 'person_id': 3015908}"
Parallel Session 7.1: Baryon-Rich QCD Matter and Astrophysics (II),parallel,Effects of enhanced bulk viscosity near the QCD critical point,"Monnai, Akihiko","Institut de Physique Théorique, CNRS/CEA",Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Akihiko', 'last_name': 'Monnai', 'fullName': 'Monnai, Akihiko', 'id': '2778623', 'affiliation': 'Institut de Physique Théorique, CNRS/CEA', 'emailHash': 'f0bc1e93e692d54116d1ad7b4720cbac', 'db_id': 2778623, 'person_id': 2973788}"
Parallel Session 8.3: Collective Dynamics (III),parallel,Do nuclear collisions create a locally equilibrated quark-gluon plasma?,"Romatschke, Paul","University of Colorado, Boulder",USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Paul', 'last_name': 'Romatschke', 'fullName': 'Romatschke, Paul', 'id': '2778655', 'affiliation': 'University of Colorado, Boulder', 'emailHash': 'a10f03602691d4757f5d2abb08d8689f', 'db_id': 2778655, 'person_id': 2973822}"
Parallel Session 8.4: Open Heavy Flavors (III),parallel,"PHENIX measurements of open and hidden heavy flavor in $p+p$, $p$+Al, and $p$/$d$/$^3$He+Au collisions across a wide range of rapidity.","Lim, Sanghoon",LANL,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Sanghoon', 'last_name': 'Lim', 'fullName': 'Lim, Sanghoon', 'id': '2802746', 'affiliation': 'LANL', 'emailHash': '246c1fa48b94bf0c83b563f31aa3ada5', 'db_id': 2802746, 'person_id': 2973607}"
"Parallel Session 3.2: CME, Vorticity and Spin Polarization (I)",parallel,Quantifying Chiral Magnetic Effect from Anomalous Viscous Fluid Dynamics,"SHI, Shuzhe",Indiana University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Shuzhe', 'last_name': 'SHI', 'fullName': 'SHI, Shuzhe', 'id': '2811065', 'affiliation': 'Indiana University', 'emailHash': '1a524499ca1e76ea374b0b637e19af4b', 'db_id': 2811065, 'person_id': 3004509}"
Parallel Session 5.2: Initial State Physics and Approach to Equilibrium (III),parallel,Latest results from the EbyE NLO EKRT model,"Eskola, Kari J.",University of Jyvaskyla,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Kari J.', 'last_name': 'Eskola', 'fullName': 'Eskola, Kari J.', 'id': '2818433', 'affiliation': 'University of Jyvaskyla', 'emailHash': 'bfdf92d901bd392fe85288475b7298d8', 'db_id': 2818433, 'person_id': 3011219}"
"Parallel Session 4.2: CME, Vorticity and Spin Polarization (II)",parallel,Charge redistribution from novel magneto-vorticity coupling in anomalous hydrodynamics,"Hattori, Koichi",Fudan University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Koichi', 'last_name': 'Hattori', 'fullName': 'Hattori, Koichi', 'id': '2778977', 'affiliation': 'Fudan University', 'emailHash': '249a701e18344f65bedc16d4b398fab6', 'db_id': 2778977, 'person_id': 2974063}"
Parallel Session 1.2: QCD in Small Systems (I),parallel,Measurement of J/Psi production as a function of event multiplicity in pp collisions at sqrt(s) = 13TeV with ALICE,"Weber, Steffen Georg",Technische Universitaet Darmstadt (DE),Germany,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Steffen Georg', 'last_name': 'Weber', 'fullName': 'Weber, Steffen Georg', 'id': '2823338', 'affiliation': 'Technische Universitaet Darmstadt (DE)', 'emailHash': '96c8e633c994d883b0dc9b9b61d38d04', 'db_id': 2823338, 'person_id': 3015904}"
Parallel Session 5.4: Jets and High pT Hadrons (IV),parallel,The x and scale dependence of the transport coefficient $\hat{q}$,"Kumar, Amit",Wayne State University,United States,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Amit', 'last_name': 'Kumar', 'fullName': 'Kumar, Amit', 'id': '2778966', 'affiliation': 'Wayne State University', 'emailHash': 'e9bfc5fa2dae2f17918bae7458ba001e', 'db_id': 2778966, 'person_id': 2974057}"
Parallel Session 7.1: Baryon-Rich QCD Matter and Astrophysics (II),parallel,Universal off-equilibrium scaling of critical cumulants in the QCD phase diagram,"Yin, Yi",MIT,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yi', 'last_name': 'Yin', 'fullName': 'Yin, Yi', 'id': '2778626', 'affiliation': 'MIT', 'emailHash': 'e4c268fdc8102258d49e049b5bc62e26', 'db_id': 2778626, 'person_id': 2973791}"
Parallel Session 4.1: Baryon-Rich QCD Matter and Astrophysics (I),parallel,Revealing the collision energy dependence of $\eta/s$ in RHIC-BES Au+Au collisions using Bayesian statistics,"Auvinen, Jussi",Duke University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jussi', 'last_name': 'Auvinen', 'fullName': 'Auvinen, Jussi', 'id': '2778637', 'affiliation': 'Duke University', 'emailHash': 'f3383d77d7ae19a2174423067ff88100', 'db_id': 2778637, 'person_id': 2973800}"
Parallel Session 7.1: Baryon-Rich QCD Matter and Astrophysics (II),parallel,"Comparison of STAR Au + Au √(s_NN )=4.5 GeV Fixed-Target and AGS Au + Au Fixed-Target Spectra, Strangeness, Flow and HBT","Meehan, Kathryn",UC Davis,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Kathryn', 'last_name': 'Meehan', 'fullName': 'Meehan, Kathryn', 'id': '2778642', 'affiliation': 'UC Davis', 'emailHash': 'f5e4200dd608c44ceea9b49ef1c216d7', 'db_id': 2778642, 'person_id': 2973805}"
Parallel Session 7.1: Baryon-Rich QCD Matter and Astrophysics (II),parallel,Strangeness production in $1.23 A$ GeV Au+Au collisions with HADES,"Schuldes, Heidi",GU Frankfurt,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Heidi', 'last_name': 'Schuldes', 'fullName': 'Schuldes, Heidi', 'id': '2816093', 'affiliation': 'GU Frankfurt', 'emailHash': '3daf641b0e8bf68b55d4c11a5b03c40c', 'db_id': 2816093, 'person_id': 3008990}"
"Parallel Session 3.2: CME, Vorticity and Spin Polarization (I)",parallel,Chiral magnetic effect in isobar collisions,"Huang, Xu-Guang",Fudan University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Xu-Guang', 'last_name': 'Huang', 'fullName': 'Huang, Xu-Guang', 'id': '2778653', 'affiliation': 'Fudan University', 'emailHash': '3aa9e850db96c93714aab85ae822a148', 'db_id': 2778653, 'person_id': 2973820}"
Parallel Session 2.1: Initial State Physics and Approach to Equilibrium (II),parallel,Characterization of the initial state and QGP medium from a combined Bayesian analysis of RHIC and LHC data,"Bernhard, Jonah",Duke University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jonah', 'last_name': 'Bernhard', 'fullName': 'Bernhard, Jonah', 'id': '2778654', 'affiliation': '', 'emailHash': 'ddf25a41fd0c5ee39ff206f6f6aac3d2', 'db_id': 2778654, 'person_id': 2973821}"
Parallel Session 8.3: Collective Dynamics (III),parallel,Optimized fluid dynamics for heavy ion collisions,"Bazow, Dennis",The Ohio State University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Dennis', 'last_name': 'Bazow', 'fullName': 'Bazow, Dennis', 'id': '2778656', 'affiliation': '', 'emailHash': '1a8797264e8577dd4edf76790a3d04d2', 'db_id': 2778656, 'person_id': 2973823}"
Parallel Session 7.3: Collective Dynamics (II),parallel,Viscous anisotropic hydrodynamics for the conformal Gubser flow,"Martinez Guerrero, Mauricio",North Caroline State University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Mauricio', 'last_name': 'Martinez Guerrero', 'fullName': 'Martinez Guerrero, Mauricio', 'id': '2942325', 'affiliation': 'North Caroline State University', 'emailHash': '3f9715bafdd55fb62d09516a4c511a89', 'db_id': 2942325, 'person_id': 3156297}"
Parallel Session 8.3: Collective Dynamics (III),parallel,Phenomenological constraints on the bulk viscosity of QCD,"Denicol, Gabriel",McGill University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Gabriel', 'last_name': 'Denicol', 'fullName': 'Denicol, Gabriel', 'id': '2796083', 'affiliation': 'McGill University', 'emailHash': 'c18223bf7c6c79f49ae9316ecea9dfbc', 'db_id': 2796083, 'person_id': 2990442}"
Parallel Session 7.3: Collective Dynamics (II),parallel,PHENIX results on charged-hadron  azimuthal anisotropies in Au+Au collisions at center-of-mass energies from 39 to 200 GeV,"Shimomura, Maya",Nara Women's University (JP),Japan,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Maya', 'last_name': 'Shimomura', 'fullName': 'Shimomura, Maya', 'id': '2802765', 'affiliation': ""Nara Women's University (JP)"", 'emailHash': '69e5f81a52ef0bb41fd602748c16c1b2', 'db_id': 2802765, 'person_id': 2996614}"
Parallel Session 4.1: Baryon-Rich QCD Matter and Astrophysics (I),parallel,The STAR beam energy scan phase II physics and upgrades,"Yang, Chi",USTC,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Chi', 'last_name': 'Yang', 'fullName': 'Yang, Chi', 'id': '2795954', 'affiliation': 'USTC', 'emailHash': 'ba1f0712ad9310f80633c24456a6d635', 'db_id': 2795954, 'person_id': 2973610}"
Parallel Session 5.1: Collective Dynamics (I),parallel,A Detailed Study and Synthesis of Flow Observables in the IP-Glasma+MUSIC+UrQMD Framework,"McDonald, Scott",McGill University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Scott', 'last_name': 'McDonald', 'fullName': 'McDonald, Scott', 'id': '2778688', 'affiliation': 'McGill University', 'emailHash': 'ad487c3a8a263e3b3435eb0b00456904', 'db_id': 2778688, 'person_id': 2973838}"
Parallel Session 6.2: Correlations and Fluctuations (I),parallel,Rapidity dependent flow fluctuations at RHIC,"Luzum, Matthew",Universidade de Santiago de Compostela,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Matthew', 'last_name': 'Luzum', 'fullName': 'Luzum, Matthew', 'id': '2778693', 'affiliation': '', 'emailHash': '5adad411b956c5e4f34ef725af4a47a6', 'db_id': 2778693, 'person_id': 2973840}"
Parallel Session 2.2: QCD in Small Systems (II),parallel,Charge asymmetry dependence of elliptic and triangular flow in pPb and PbPb collisions with CMS,"Park, Sang Eon",Rice University (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Sang Eon', 'last_name': 'Park', 'fullName': 'Park, Sang Eon', 'id': '2814672', 'affiliation': 'Rice University (US)', 'emailHash': 'c9e7b545121bd546516017542b0bbd7d', 'db_id': 2814672, 'person_id': 3007694}"
Parallel Session 2.3: Electromagnetic Probes (II),parallel,How brightly does the Glasma shine? Photon production off-equilibrium and the v2 puzzle.,"Tanji, Naoto",Heidelberg University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Naoto', 'last_name': 'Tanji', 'fullName': 'Tanji, Naoto', 'id': '2778730', 'affiliation': 'Heidelberg University', 'emailHash': 'ea263d1377f183e5cc7fc2e3f2122c3e', 'db_id': 2778730, 'person_id': 2973866}"
Parallel Session 1.3: Electromagnetic Probes (I),parallel,"Measurements of the dielectron continuum in pp, p-Pb and Pb-Pb collisions with ALICE at the LHC","Vazquez Doce, Oton",Technische Universitaet Muenchen (DE),Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Oton', 'last_name': 'Vazquez Doce', 'fullName': 'Vazquez Doce, Oton', 'id': '2796073', 'affiliation': 'Technische Universitaet Muenchen (DE)', 'emailHash': 'bec604ada6b125ca8149e6fe41467e02', 'db_id': 2796073, 'person_id': 2990437}"
"Parallel Session 4.2: CME, Vorticity and Spin Polarization (II)",parallel,Towards measurements of Chiral Magnetic (Vortical) Effect Using Identified Particles from STAR,"Wen, Liwen",UCLA,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Liwen', 'last_name': 'Wen', 'fullName': 'Wen, Liwen', 'id': '2795951', 'affiliation': '', 'emailHash': '4abb60e1d5bb16ef1550a09a7ec1042e', 'db_id': 2795951, 'person_id': 2990361}"
